FDP_pd,Player_name,ID,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA,Difference,ranking
0.6,Alize_Johnson,5764,20200108,ind,mia,1,19.0,108.0,122.0,0,0.0,2.666666667,1.0,1.0,1.0,0.0,0.0,3500.0,4.0,66.02,-1.03,1,0,0,0,0,0,0,0,1,1,2,-0.4,benchPlayer
2.34,Kyle_O'Quinn,4529,20200120,phi,bkn,0,15.0,117.0,111.0,1,0.0,5.983333332999999,1.0,1.0,5.7,0.0,0.0,4000.0,5.0,67.71,-0.27,3,1,1,0,0,0,1,1,3,0,0,-3.3600000000000003,benchPlayer
2.67,Yogi_Ferrell,4970,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,7.666666667,1.0,1.0,6.7,0.0,0.0,3500.0,1.0,67.12,-0.28,3,1,3,0,0,2,0,1,5,1,1,-4.03,benchPlayer
3.06,Gorgui_Dieng,4632,20200201,min,lac,0,15.5,106.0,118.0,0,0.0,9.5,1.0,1.0,7.0,0.0,0.0,3600.0,5.0,66.94,-3.38,5,0,0,0,1,1,1,2,4,0,0,-3.94,benchPlayer
14.59,Luka_Doncic,5670,20200128,dal,pho,1,20.5,104.0,133.0,0,1.0,25.25,1.0,1.0,30.2,0.0,0.0,11000.0,1.0,63.51,-1.67,21,6,2,1,0,4,1,7,15,6,7,-15.61,advanced
1.18,Rodney_McGruder,4650,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,12.43333333,1.0,1.0,8.6,0.0,0.0,3500.0,2.0,66.94,-0.42,0,3,0,2,0,1,0,0,1,0,0,-7.42,benchPlayer
1.15,Paul_Watson,5958,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,3.2,1.0,1.0,3.7,0.0,0.0,3500.0,2.0,63.1,1.34,1,1,1,0,0,0,0,0,0,1,2,-2.5500000000000003,benchPlayer
15.57,Paul_George,4283,20200201,lac,min,1,15.5,118.0,106.0,1,1.0,25.16666667,1.0,1.0,40.4,0.0,0.0,7800.0,3.0,66.94,-0.42,21,7,2,2,1,1,3,9,18,0,0,-24.83,top
8.86,Ishmael_Smith,4315,20200201,was,bkn,1,20.0,113.0,107.0,1,0.0,24.9,1.0,1.0,21.0,0.0,0.0,5000.0,1.0,65.7,0.86,11,5,4,0,0,2,1,5,12,0,0,-12.14,average
15.4,Monte_Morris,5191,20200202,den,det,0,12.5,123.0,128.0,0,1.0,39.08333333,1.0,1.0,40.9,0.0,0.0,4300.0,1.0,61.82,-6.49,19,7,7,1,0,0,2,8,15,1,1,-25.5,top
1.15,Romeo_Langford,5844,20200201,bos,phi,1,20.5,116.0,95.0,1,0.0,3.633333333,1.0,1.0,3.7,0.0,0.0,3500.0,2.0,65.43,1.22,1,1,1,0,0,0,0,0,0,1,2,-2.5500000000000003,benchPlayer
10.32,Eric_Bledsoe,4266,20200202,mil,pho,1,14.0,129.0,108.0,1,1.0,31.6,1.0,1.0,28.4,0.0,0.0,6100.0,1.0,62.28,1.4,12,7,4,0,1,1,2,5,8,0,1,-18.08,average
3.63,Matthew_Dellavedova,4610,20200128,cle,nor,1,19.5,111.0,125.0,0,0.0,18.71666667,1.0,1.0,10.2,0.0,0.0,3500.0,1.0,64.38,-0.36,4,1,4,0,0,1,0,2,4,0,0,-6.569999999999999,belowAvg
10.37,Darius_Garland,5860,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,32.05,1.0,1.0,19.6,0.0,0.0,4500.0,1.0,63.19,0.86,15,3,4,0,0,5,3,5,15,2,2,-9.230000000000002,belowAvg
3.27,Mfiondu_Kabengele,5803,20191221,lac,sas,0,20.5,134.0,109.0,1,0.0,6.8,1.0,1.0,6.2,0.0,0.0,3500.0,3.0,65.7,0.46,5,1,0,0,0,0,1,2,3,0,0,-2.93,benchPlayer
3.96,Jabari_Parker,4728,20200103,atl,bos,0,19.0,106.0,109.0,0,0.0,14.98333333,1.0,1.0,13.9,0.0,0.0,3800.0,4.0,65.61,-0.95,4,2,3,1,0,0,0,2,6,0,0,-9.940000000000001,belowAvg
11.27,Dewayne_Dedmon,4572,20200130,sac,lac,0,22.5,124.0,103.0,1,1.0,30.88333333,1.0,1.0,45.7,1.0,0.0,3700.0,5.0,66.39,-0.78,11,11,1,4,3,1,1,4,8,2,2,-34.43000000000001,top
2.31,Ignas_Brazdeikis,5876,20200108,nyk,uta,0,21.0,104.0,128.0,0,0.0,4.983333333,1.0,1.0,6.0,0.0,0.0,3500.0,3.0,46.8,19.51,3,0,2,0,0,0,0,1,2,1,1,-3.69,benchPlayer
3.49,Jaylen_Hoard,5939,20200120,por,gsw,1,22.0,129.0,124.0,1,0.0,10.03333333,1.0,1.0,11.9,0.0,0.0,3500.0,3.0,65.89,-0.11,2,7,1,0,0,0,0,1,1,0,2,-8.41,belowAvg
2.73,Gary_Harris,4678,20200202,den,det,0,12.5,123.0,128.0,0,0.0,31.26666667,1.0,1.0,6.1,0.0,0.0,4300.0,2.0,61.82,-6.49,3,3,1,0,0,2,0,1,6,1,2,-3.3699999999999997,benchPlayer
10.85,Enes_Kanter,4442,20200122,bos,mem,1,19.5,119.0,95.0,1,0.0,19.03333333,1.0,1.0,28.1,0.0,0.0,4800.0,5.0,68.58,-0.76,13,8,3,0,1,2,0,6,8,1,2,-17.25,average
-0.1,Troy_Daniels,4658,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,5.8,1.0,1.0,-1.0,0.0,0.0,3500.0,2.0,67.12,-0.68,0,0,0,0,0,1,0,0,2,0,0,0.9,benchPlayer
5.83,Dennis_Smith_Jr.,5212,20200201,nyk,ind,0,19.0,92.0,85.0,1,1.0,27.03333333,1.0,1.0,16.6,0.0,0.0,3500.0,1.0,63.6,2.37,6,3,6,0,0,2,0,2,9,2,4,-10.770000000000001,belowAvg
5.72,Bogdan_Bogdanovic,5138,20200201,sac,lal,1,22.0,113.0,129.0,0,1.0,27.81666667,1.0,1.0,13.9,0.0,0.0,4800.0,2.0,67.12,-0.28,8,2,1,1,0,1,1,3,8,1,1,-8.18,belowAvg
6.94,Jeff_Teague,4221,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,30.16666667,1.0,1.0,24.8,0.0,0.0,4100.0,1.0,65.02,-1.05,6,4,8,1,0,1,0,2,10,2,4,-17.86,average
0.45,Brandon_Knight,4382,20200114,cle,lac,0,22.5,103.0,128.0,0,0.0,26.25,1.0,1.0,1.7,0.0,0.0,3700.0,1.0,66.16,-7.15,0,1,1,0,0,1,0,0,6,0,0,-1.25,benchPlayer
5.97,Cody_Martin,5852,20200201,cha,sas,0,21.0,90.0,114.0,0,0.0,27.56666667,1.0,1.0,12.6,0.0,0.0,3700.0,2.0,64.93,0.64,8,3,2,0,0,2,1,3,7,1,2,-6.63,belowAvg
17.33,Miles_Bridges,5657,20200201,cha,sas,0,21.0,90.0,114.0,0,1.0,36.75,1.0,1.0,39.2,0.0,0.0,4800.0,3.0,64.93,0.64,25,6,2,0,2,2,4,0,0,1,2,-21.870000000000005,advanced
1.36,Mario_Hezonja,4776,20200131,por,lal,0,22.5,127.0,119.0,1,0.0,11.45,1.0,1.0,6.4,0.0,0.0,3500.0,3.0,67.03,0.12,1,2,0,0,1,0,0,0,4,1,2,-5.04,benchPlayer
8.88,Omari_Spellman,5755,20200201,gsw,cle,0,20.0,131.0,112.0,1,0.0,22.7,1.0,1.0,20.5,0.0,0.0,3800.0,4.0,63.19,4.07,12,5,1,1,0,2,1,4,8,3,3,-11.62,average
4.25,Tremont_Waters,5849,20200118,bos,pho,1,19.0,119.0,123.0,0,0.0,16.65,1.0,1.0,15.1,0.0,0.0,3500.0,1.0,66.89,0.32,4,3,3,1,0,0,0,1,5,2,2,-10.85,belowAvg
11.39,Sekou_Doumbouya,5866,20200202,det,den,1,12.5,128.0,123.0,1,1.0,34.88333333,1.0,1.0,21.0,0.0,0.0,3500.0,4.0,61.82,1.91,17,5,0,0,0,2,2,6,12,3,4,-9.61,average
9.67,Josh_Jackson,5130,20200131,mem,nor,0,20.0,111.0,139.0,0,0.0,28.85,1.0,1.0,24.5,0.0,0.0,3500.0,3.0,67.16,-1.3,13,5,1,2,0,2,1,6,14,0,1,-14.83,average
7.81,Willie_Cauley-Stein,4817,20200201,dal,atl,1,20.5,123.0,100.0,1,1.0,25.9,1.0,1.0,28.5,0.0,0.0,4300.0,5.0,65.02,0.14,7,10,1,1,2,1,0,3,8,1,2,-20.69,average
