AS,Player_name,ID,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA,ranking
-0.0,Alfonzo_McKinnie,5230,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,18.15,1.0,1.0,7.4,0.0,0.0,3700.0,3.0,63.19,0.86,5,2,0,0,0,0,1,2,4,0,0,benchPlayer
-0.0,Wayne_Ellington,4185,20200129,nyk,mem,1,19.5,106.0,127.0,0,0.0,8.166666667000001,1.0,1.0,6.2,0.0,0.0,3500.0,2.0,66.98,-1.01,2,1,0,1,0,0,0,0,2,2,2,benchPlayer
0.0,Daniel_Theis,5114,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,26.26666667,1.0,1.0,12.4,0.0,0.0,5100.0,4.0,65.43,1.22,5,7,0,0,0,1,0,2,3,1,2,belowAvg
-0.0,Robert_Williams,5660,20191206,bos,den,1,20.0,108.0,95.0,1,0.0,12.55,1.0,1.0,6.6,0.0,0.0,3700.0,5.0,66.39,-0.61,0,3,0,1,0,0,0,0,1,0,0,benchPlayer
-0.0,Yuta_Watanabe,5753,20200131,mem,nor,0,20.0,111.0,139.0,0,0.0,6.716666667,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,67.16,-1.3,0,0,0,0,0,0,0,0,0,0,2,benchPlayer
-0.0,Norvel_Pelle,5904,20200122,phi,tor,0,19.0,95.0,107.0,0,0.0,11.75,1.0,1.0,10.8,0.0,0.0,3500.0,4.0,67.3,0.0,1,4,0,0,2,1,0,0,2,1,2,belowAvg
11.0,Elfrid_Payton,4699,20200129,nyk,mem,1,19.5,106.0,127.0,0,1.0,34.88333333,1.0,1.0,43.9,1.0,0.0,6200.0,1.0,66.98,-1.01,15,7,11,2,0,2,0,7,14,1,2,top
5.0,Cory_Joseph,4405,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,23.98333333,1.0,1.0,21.7,0.0,0.0,3800.0,1.0,67.12,-0.28,9,6,5,0,0,2,3,3,9,0,0,average
1.0,Jakob_Poeltl,5004,20200201,sas,cha,1,21.0,114.0,90.0,1,0.0,18.23333333,1.0,1.0,34.9,0.0,0.0,4900.0,5.0,64.93,-0.36,17,7,1,2,1,1,0,7,8,3,5,advanced
1.0,Zach_Collins,5155,20191027,por,dal,0,19.0,121.0,119.0,1,1.0,24.03333333,1.0,1.0,13.1,0.0,0.0,5300.0,4.0,63.51,3.66,10,3,1,0,0,2,2,3,5,2,2,belowAvg
2.0,Kelly_Oubre,4828,20200202,pho,mil,0,14.0,108.0,129.0,0,1.0,36.31666667,1.0,1.0,33.0,1.0,0.0,6800.0,3.0,62.28,0.98,15,10,2,1,0,0,1,5,20,4,4,advanced
0.0,Montrezl_Harrell,4857,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,26.38333333,1.0,1.0,26.2,0.0,0.0,6800.0,5.0,66.94,-0.42,16,6,0,1,1,3,0,8,13,0,0,average
1.0,Kendrick_Nunn,5671,20200201,mia,orl,0,19.0,102.0,89.0,1,1.0,16.51666667,1.0,1.0,6.5,0.0,0.0,5100.0,1.0,66.25,0.25,6,0,1,0,0,1,1,2,5,1,2,benchPlayer
-0.0,Dzanan_Musa,5767,20200129,bkn,det,1,19.5,125.0,115.0,1,0.0,0.983333333,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,67.07,-0.86,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
6.0,Stephen_Curry,4173,20191030,gsw,pho,1,22.5,110.0,121.0,0,1.0,21.15,1.0,1.0,29.0,0.0,0.0,9600.0,1.0,67.62,-0.87,9,5,6,1,2,4,1,3,11,2,2,average
4.0,Donovan_Mitchell,5136,20200201,uta,por,0,22.5,107.0,124.0,0,1.0,32.4,1.0,1.0,34.4,0.0,0.0,7500.0,2.0,67.71,-15.62,25,2,4,1,0,2,3,0,0,0,0,advanced
4.0,Jayson_Tatum,5111,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,28.6,1.0,1.0,40.6,0.0,0.0,7500.0,4.0,65.43,1.22,25,3,4,1,1,0,3,7,19,8,10,top
-0.0,Jonah_Bolden,5255,20200125,phi,lal,1,20.5,108.0,91.0,1,0.0,0.916666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,65.38,1.13,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
1.0,Kyle_Kuzma,5216,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,20.18333333,1.0,1.0,17.9,0.0,0.0,4200.0,4.0,67.12,-0.68,12,2,1,0,1,1,1,4,10,3,4,belowAvg
2.0,Dwight_Powell,4674,20200117,dal,por,1,21.5,120.0,112.0,1,1.0,27.53333333,1.0,1.0,18.2,0.0,0.0,5500.0,5.0,64.33,0.87,8,6,2,0,0,0,0,3,6,2,2,belowAvg
-0.0,Jalen_McDaniels,5945,20191215,cha,ind,0,17.0,85.0,107.0,0,0.0,3.783333333,1.0,1.0,2.0,0.0,0.0,3500.0,4.0,64.47,0.64,2,0,0,0,0,0,0,1,3,0,0,benchPlayer
-0.0,Daryl_Macon,5668,20191210,mia,atl,1,20.0,135.0,121.0,1,0.0,0.816666667,1.0,1.0,0.0,0.0,0.0,3500.0,1.0,67.16,-0.02,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Allonzo_Trier,5701,20200118,nyk,phi,1,19.5,87.0,90.0,0,0.0,13.25,1.0,1.0,2.4,0.0,0.0,3500.0,2.0,66.2,0.23,0,2,0,0,0,0,0,0,3,0,0,benchPlayer
1.0,Terence_Davis,5901,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,28.38333333,1.0,1.0,35.3,0.0,0.0,3900.0,2.0,63.1,1.34,31,4,1,0,0,2,6,0,0,1,2,advanced
1.0,Taj_Gibson,4167,20200201,nyk,ind,0,19.0,92.0,85.0,1,1.0,15.56666667,1.0,1.0,19.9,0.0,0.0,3500.0,4.0,63.6,2.37,10,7,1,0,0,0,0,5,6,0,0,belowAvg
-0.0,Dion_Waiters,4515,20200128,mia,bos,1,20.0,101.0,109.0,0,0.0,18.46666667,1.0,1.0,16.0,0.0,0.0,4100.0,3.0,66.3,0.2,11,5,0,0,0,1,3,4,11,0,0,belowAvg
4.0,Patrick_Beverley,4234,20200201,lac,min,1,15.5,118.0,106.0,1,1.0,27.35,1.0,1.0,28.0,0.0,0.0,4800.0,1.0,66.94,-0.42,12,5,4,1,1,2,2,5,10,0,0,average
-0.0,Tyler_Cook,5940,20200128,cle,nor,1,19.5,111.0,125.0,0,0.0,1.6333333330000002,1.0,1.0,4.4,0.0,0.0,3500.0,4.0,64.38,-0.36,2,2,0,0,0,0,0,1,1,0,0,benchPlayer
2.0,Trevor_Ariza,3621,20200201,por,uta,1,22.5,124.0,107.0,1,1.0,26.28333333,1.0,1.0,16.4,0.0,0.0,4800.0,3.0,67.71,-0.36,6,7,2,0,0,1,0,3,6,0,0,belowAvg
4.0,Andre_Drummond,4489,20200202,det,den,1,12.5,128.0,123.0,1,1.0,30.2,1.0,1.0,51.4,1.0,0.0,9500.0,5.0,61.82,1.91,21,17,4,0,2,2,0,9,17,3,4,top
2.0,Guillermo_Hernangomez,4949,20200201,cha,sas,0,21.0,90.0,114.0,0,0.0,18.03333333,1.0,1.0,17.4,0.0,0.0,4000.0,5.0,64.93,0.64,10,2,2,1,0,1,0,3,7,4,4,belowAvg
3.0,Kyle_Anderson,4736,20200131,mem,nor,0,20.0,111.0,139.0,0,0.0,23.76666667,1.0,1.0,32.7,0.0,0.0,3600.0,2.0,67.16,-1.3,14,6,3,1,2,2,1,6,9,1,5,advanced
11.0,Nikola_Jokic,4772,20200202,den,det,0,12.5,123.0,128.0,0,1.0,39.75,1.0,1.0,80.5,1.0,1.0,10000.0,5.0,61.82,-6.49,39,10,11,3,2,2,1,0,0,6,7,top
1.0,PJ_Dozier,5177,20200202,den,det,0,12.5,123.0,128.0,0,0.0,13.5,1.0,1.0,9.3,0.0,0.0,3500.0,2.0,61.82,-6.49,5,4,1,0,0,2,0,2,7,1,2,benchPlayer
1.0,Maxi_Kleber,5162,20200201,dal,atl,1,20.5,123.0,100.0,1,1.0,30.2,1.0,1.0,41.7,0.0,0.0,3900.0,4.0,65.02,0.14,18,6,1,1,4,0,4,6,9,2,2,top
1.0,Keita_Bates-Diop,5675,20200201,min,lac,0,15.5,106.0,118.0,0,0.0,10.73333333,1.0,1.0,8.9,0.0,0.0,3900.0,3.0,66.94,-3.38,2,2,1,1,0,0,0,1,2,0,0,benchPlayer
-0.0,Rayjon_Tucker,5898,20200201,uta,por,0,22.5,107.0,124.0,0,0.0,2.65,1.0,1.0,3.2,0.0,0.0,3500.0,1.0,67.71,-15.62,2,1,0,0,0,0,0,1,1,0,0,benchPlayer
6.0,Anthony_Davis,4482,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,29.66666667,1.0,1.0,41.8,0.0,0.0,10300.0,4.0,67.12,-0.68,21,4,6,2,1,2,1,5,9,0,0,top
-0.0,Marques_Bolden,5858,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,2.816666667,1.0,1.0,5.4,0.0,0.0,3500.0,4.0,63.19,0.86,0,2,0,1,0,0,0,0,0,0,0,benchPlayer
0.0,Kristaps_Porzingis,4871,20200131,dal,hou,0,19.5,121.0,128.0,0,1.0,35.55,1.0,1.0,54.4,1.0,0.0,6400.0,4.0,66.66,-4.82,35,12,0,2,1,4,1,0,0,0,0,top
1.0,Talen_Horton-Tucker,5820,20191222,lal,den,1,21.5,104.0,128.0,0,0.0,2.85,1.0,1.0,4.5,0.0,0.0,3500.0,2.0,65.43,0.12,0,0,1,1,0,0,0,0,0,0,0,benchPlayer
1.0,Doug_McDermott,4669,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,16.68333333,1.0,1.0,10.7,0.0,0.0,3500.0,3.0,63.6,0.76,8,1,1,0,0,0,1,3,9,1,2,belowAvg
2.0,Bryn_Forbes,4995,20200201,sas,cha,1,21.0,114.0,90.0,1,1.0,16.41666667,1.0,1.0,10.2,0.0,0.0,3600.0,2.0,64.93,-0.36,6,1,2,0,0,0,2,2,8,0,0,belowAvg
16.0,Draymond_Green,4504,20200201,gsw,cle,0,20.0,131.0,112.0,1,1.0,25.83333333,1.0,1.0,50.4,0.0,0.0,5800.0,4.0,63.19,4.07,8,7,16,2,2,2,2,3,6,0,0,top
1.0,Serge_Ibaka,4104,20200202,tor,chi,1,15.0,129.0,102.0,1,1.0,24.5,1.0,1.0,31.7,0.0,0.0,5800.0,4.0,63.1,1.34,16,6,1,0,3,2,1,7,12,1,2,advanced
2.0,Dillon_Brooks,5173,20200131,mem,nor,0,20.0,111.0,139.0,0,1.0,26.83333333,1.0,1.0,24.6,0.0,0.0,5600.0,2.0,67.16,-1.3,10,3,2,1,2,1,1,3,14,3,3,average
3.0,Isaac_Bonga,5693,20200201,was,bkn,1,20.0,113.0,107.0,1,1.0,30.48333333,1.0,1.0,25.9,0.0,0.0,3600.0,3.0,65.7,0.86,8,7,3,1,1,1,0,3,4,2,2,average
2.0,Derrick_Rose,4073,20200202,det,den,1,12.5,128.0,123.0,1,1.0,12.86666667,1.0,1.0,5.2,0.0,0.0,7100.0,1.0,61.82,1.91,2,1,2,0,0,1,0,1,3,0,2,benchPlayer
1.0,Justise_Winslow,4787,20200108,mia,ind,0,19.0,122.0,108.0,1,0.0,15.55,1.0,1.0,8.9,0.0,0.0,4500.0,3.0,66.02,1.07,0,2,1,1,1,1,0,0,2,0,0,benchPlayer
-0.0,Josh_Reaves,5922,20200104,dal,cha,1,20.5,120.0,123.0,0,0.0,0.05,1.0,1.0,0.0,0.0,0.0,3500.0,2.0,65.61,-1.52,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
3.0,Ja_Morant,5841,20200131,mem,nor,0,20.0,111.0,139.0,0,1.0,26.75,1.0,1.0,19.7,0.0,0.0,7400.0,1.0,67.16,-1.3,16,1,3,0,0,2,1,7,12,1,2,belowAvg
2.0,Deandre_Ayton,5713,20200202,pho,mil,0,14.0,108.0,129.0,0,1.0,29.75,1.0,1.0,43.8,1.0,0.0,8200.0,5.0,62.28,0.98,20,14,2,1,1,2,0,0,0,0,0,top
6.0,Goran_Dragic,4092,20200201,mia,orl,0,19.0,102.0,89.0,1,0.0,31.48333333,1.0,1.0,21.4,0.0,0.0,5200.0,1.0,66.25,0.25,11,2,6,0,0,1,0,2,8,7,8,average
-0.0,Wilson_Chandler,3978,20200201,bkn,was,0,20.0,107.0,113.0,0,0.0,19.46666667,1.0,1.0,5.6,0.0,0.0,3700.0,3.0,65.7,1.46,2,3,0,0,0,0,0,0,1,2,2,benchPlayer
-0.0,Admiral_Schofield,5870,20200130,was,cha,1,19.0,121.0,107.0,1,0.0,2.6,1.0,1.0,4.2,0.0,0.0,3700.0,3.0,67.94,-1.59,0,1,0,1,0,0,0,0,0,0,0,benchPlayer
2.0,Langston_Galloway,4735,20200202,det,den,1,12.5,128.0,123.0,1,0.0,19.9,1.0,1.0,11.0,0.0,0.0,3500.0,2.0,61.82,1.91,8,0,2,0,0,0,2,3,6,0,0,belowAvg
0.0,Thomas_Bryant,5217,20200201,was,bkn,1,20.0,113.0,107.0,1,0.0,25.35,1.0,1.0,32.0,1.0,0.0,5000.0,5.0,65.7,0.86,17,10,0,0,1,0,1,7,11,2,5,advanced
2.0,Taurean_Prince,4938,20200201,bkn,was,0,20.0,107.0,113.0,0,1.0,27.43333333,1.0,1.0,15.0,0.0,0.0,5400.0,3.0,65.7,1.46,2,5,2,1,1,2,0,1,9,0,0,belowAvg
-0.0,Ante_Zizic,5119,20200111,cle,den,0,21.0,111.0,103.0,1,0.0,9.566666667,1.0,1.0,9.2,0.0,0.0,3600.0,5.0,43.97,20.17,2,6,0,0,0,0,0,1,3,0,0,benchPlayer
-0.0,Cameron_Johnson,5925,20200116,pho,nyk,0,19.5,121.0,98.0,1,0.0,23.38333333,1.0,1.0,16.8,0.0,0.0,3600.0,3.0,66.89,-4.22,10,4,0,0,1,1,2,4,9,0,0,belowAvg
5.0,Jordan_McLaughlin,5733,20200201,min,lac,0,15.5,106.0,118.0,0,0.0,16.63333333,1.0,1.0,16.9,0.0,0.0,3500.0,1.0,66.94,-3.38,4,2,5,1,0,0,0,2,6,0,0,belowAvg
7.0,Russell_Westbrook,4079,20200202,hou,nor,1,14.0,117.0,109.0,1,1.0,36.03333333,1.0,1.0,40.7,0.0,0.0,11200.0,1.0,66.62,0.19,22,6,7,1,0,2,1,9,24,3,3,top
-0.0,Kyle_Guy,5805,20200124,sac,chi,0,20.0,98.0,81.0,1,0.0,1.3,1.0,1.0,2.0,0.0,0.0,3500.0,2.0,63.37,1.25,2,0,0,0,0,0,0,1,1,0,0,benchPlayer
-0.0,Stanton_Kidd,5832,20191111,uta,gsw,0,22.5,122.0,108.0,1,0.0,1.85,1.0,1.0,1.2,0.0,0.0,3500.0,4.0,66.89,-17.33,0,1,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Jared_Dudley,3985,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,3.333333333,1.0,1.0,1.2,0.0,0.0,3500.0,3.0,67.12,-0.68,0,1,0,0,0,0,0,0,0,0,0,benchPlayer
1.0,Chandler_Hutchison,5686,20200202,chi,tor,0,15.0,102.0,129.0,0,1.0,27.6,1.0,1.0,25.5,0.0,0.0,4100.0,3.0,63.1,2.65,17,5,1,1,0,2,1,5,13,6,9,average
1.0,Raul_Neto,4807,20200201,phi,bos,0,20.5,95.0,116.0,0,0.0,10.56666667,1.0,1.0,6.3,0.0,0.0,3800.0,1.0,65.43,-0.31,1,4,1,0,0,1,0,0,3,1,2,benchPlayer
3.0,Jimmy_Butler,4363,20200201,mia,orl,0,19.0,102.0,89.0,1,1.0,34.11666667,1.0,1.0,35.1,0.0,0.0,8300.0,2.0,66.25,0.25,24,3,3,1,1,3,0,8,15,8,9,advanced
1.0,Justin_Robinson,5871,20200101,was,orl,1,18.0,101.0,122.0,0,0.0,3.85,1.0,1.0,1.5,0.0,0.0,3500.0,1.0,66.07,0.15,0,0,1,0,0,0,0,0,1,0,0,benchPlayer
1.0,Richaun_Holmes,4835,20200106,sac,gsw,1,22.0,111.0,98.0,1,1.0,20.13333333,1.0,1.0,19.3,0.0,0.0,6700.0,4.0,67.71,-0.21,7,4,1,1,2,3,0,3,5,1,1,belowAvg
2.0,Landry_Shamet,5704,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,33.2,1.0,1.0,17.2,0.0,0.0,4500.0,1.0,66.94,-0.42,10,1,2,1,0,0,2,3,6,2,3,belowAvg
1.0,Chris_Chiozza,5773,20200123,bkn,lal,1,20.0,113.0,128.0,0,0.0,4.4,1.0,1.0,5.7,0.0,0.0,3600.0,1.0,68.17,-0.53,0,1,1,1,0,0,0,0,1,0,0,benchPlayer
2.0,John_Henson,4525,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,14.7,1.0,1.0,15.8,0.0,0.0,3600.0,4.0,63.19,0.86,2,4,2,0,2,0,0,1,3,0,0,belowAvg
-0.0,Marko_Guduric,5838,20200129,mem,nyk,0,19.5,127.0,106.0,1,0.0,12.71666667,1.0,1.0,6.4,0.0,0.0,3500.0,2.0,66.98,-2.05,5,2,0,0,0,1,1,1,2,2,2,benchPlayer
0.0,Jonathan_Isaac,5137,20200101,orl,was,0,18.0,122.0,101.0,1,1.0,2.05,1.0,1.0,6.2,0.0,0.0,6700.0,3.0,66.07,-0.46,2,1,0,1,0,0,0,1,2,0,0,benchPlayer
1.0,Thon_Maker,4935,20200202,det,den,1,12.5,128.0,123.0,1,0.0,6.316666667000001,1.0,1.0,4.5,0.0,0.0,3800.0,5.0,61.82,1.91,4,0,1,0,0,1,0,2,2,0,0,benchPlayer
1.0,Danuel_House,4916,20200202,hou,nor,1,14.0,117.0,109.0,1,1.0,28.06666667,1.0,1.0,30.9,1.0,0.0,4200.0,3.0,66.62,0.19,12,12,1,1,0,0,2,5,14,0,0,advanced
1.0,Alex_Caruso,5218,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,16.18333333,1.0,1.0,20.7,0.0,0.0,3700.0,1.0,67.12,-0.68,13,1,1,2,0,1,3,5,6,0,1,average
1.0,Zylan_Cheatham,5886,20200113,nor,det,0,19.0,117.0,110.0,1,0.0,10.93333333,1.0,1.0,8.1,0.0,0.0,3500.0,4.0,65.57,2.1,2,3,1,0,1,2,0,1,1,0,0,benchPlayer
3.0,Danny_Green,4193,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,21.85,1.0,1.0,25.3,0.0,0.0,4000.0,2.0,67.12,-0.68,9,4,3,2,1,2,3,3,8,0,0,average
1.0,JaVale_McGee,4114,20200201,lal,sac,0,22.0,129.0,113.0,1,1.0,15.11666667,1.0,1.0,17.1,0.0,0.0,4400.0,5.0,67.12,-0.68,7,8,1,0,0,1,0,2,2,3,4,belowAvg
0.0,John_Collins,5134,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,33.05,1.0,1.0,37.2,1.0,0.0,7600.0,4.0,65.02,-1.05,26,11,0,0,0,2,1,0,0,3,5,advanced
4.0,Al_Horford,3998,20200201,phi,bos,0,20.5,95.0,116.0,0,1.0,28.85,1.0,1.0,24.8,0.0,0.0,6500.0,4.0,65.43,-0.31,9,9,4,0,0,1,1,4,11,0,0,average
3.0,Derrick_Jones,4941,20200201,mia,orl,0,19.0,102.0,89.0,1,0.0,27.63333333,1.0,1.0,24.9,0.0,0.0,3800.0,3.0,66.25,0.25,3,7,3,0,3,0,1,1,4,0,0,average
2.0,Bradley_Beal,4494,20200201,was,bkn,1,20.0,113.0,107.0,1,1.0,35.9,1.0,1.0,60.2,0.0,0.0,9600.0,2.0,65.7,0.86,34,6,2,3,3,2,2,0,0,0,0,top
1.0,Justin_Patton,5176,20200115,okc,tor,1,20.0,121.0,130.0,0,0.0,10.51666667,1.0,1.0,5.7,0.0,0.0,3500.0,5.0,64.24,-0.56,4,1,1,0,0,1,0,2,5,0,0,benchPlayer
4.0,Marcus_Smart,4677,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,34.2,1.0,1.0,28.8,0.0,0.0,5800.0,2.0,65.43,1.22,16,4,4,2,0,4,1,5,8,5,6,average
-0.0,Dean_Wade,5857,20200128,cle,nor,1,19.5,111.0,125.0,0,0.0,1.6333333330000002,1.0,1.0,0.0,0.0,0.0,3700.0,4.0,64.38,-0.36,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Justin_Holiday,4558,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,25.91666667,1.0,1.0,10.6,0.0,0.0,4300.0,3.0,63.6,0.76,5,3,0,0,1,1,1,2,3,0,2,belowAvg
5.0,Brandon_Goodwin,5727,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,24.46666667,1.0,1.0,25.9,0.0,0.0,3500.0,1.0,65.02,-1.05,11,7,5,0,0,1,1,4,11,2,2,average
1.0,Emmanuel_Mudiay,4773,20200201,uta,por,0,22.5,107.0,124.0,0,0.0,2.65,1.0,1.0,0.5,0.0,0.0,3800.0,1.0,67.71,-15.62,0,0,1,0,0,1,0,0,2,0,0,benchPlayer
-0.0,Isaiah_Roby,5919,20200129,okc,sac,0,22.0,120.0,100.0,1,0.0,1.516666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,66.71,-3.69,0,0,0,0,0,0,0,0,1,0,0,benchPlayer
-0.0,Udonis_Haslem,3535,20191120,mia,cle,1,19.5,124.0,100.0,1,0.0,5.816666667000001,1.0,1.0,4.2,0.0,0.0,3500.0,4.0,67.12,-0.49,3,1,0,0,0,0,0,0,0,3,4,benchPlayer
-0.0,Skal_Labissiere,4979,20191228,por,lal,1,22.0,120.0,128.0,0,1.0,2.616666667,1.0,1.0,1.2,0.0,0.0,4000.0,4.0,67.3,-5.91,0,1,0,0,0,0,0,0,1,0,0,benchPlayer
1.0,Jamal_Murray,4954,20200115,den,cha,1,21.0,100.0,86.0,1,1.0,14.65,1.0,1.0,10.7,0.0,0.0,6500.0,1.0,46.11,-0.97,5,1,1,2,0,3,0,2,7,1,1,belowAvg
2.0,Matt_Thomas,5903,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,18.05,1.0,1.0,11.2,0.0,0.0,3500.0,2.0,63.1,1.34,7,1,2,0,0,0,1,3,6,0,0,belowAvg
2.0,Buddy_Hield,4961,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,29.55,1.0,1.0,33.8,0.0,0.0,5900.0,2.0,67.12,-0.28,22,4,2,1,1,2,6,8,16,0,0,advanced
1.0,Jarrett_Culver,5932,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,22.16666667,1.0,1.0,9.1,0.0,0.0,4400.0,3.0,66.94,-3.38,5,3,1,0,0,1,0,2,5,1,2,benchPlayer
1.0,Jaylen_Nowell,5933,20200102,min,gsw,1,20.0,99.0,84.0,1,0.0,5.75,1.0,1.0,2.7,0.0,0.0,3500.0,1.0,61.91,0.3,0,1,1,0,0,0,0,0,4,0,0,benchPlayer
3.0,Kevin_Huerter,5754,20200201,atl,dal,0,20.5,100.0,123.0,0,1.0,40.16666667,1.0,1.0,26.7,0.0,0.0,4600.0,2.0,65.02,-1.05,20,1,3,1,0,2,6,7,12,0,0,average
-0.0,Sterling_Brown,5184,20200202,mil,pho,1,14.0,129.0,108.0,1,0.0,10.3,1.0,1.0,6.4,0.0,0.0,3500.0,2.0,62.28,1.4,4,2,0,0,0,0,0,2,3,0,0,benchPlayer
-0.0,Shamorie_Ponds,5798,20191231,tor,cle,1,19.0,117.0,97.0,1,0.0,1.95,1.0,1.0,5.0,0.0,0.0,3500.0,1.0,63.69,1.36,5,0,0,0,0,0,1,1,1,2,2,benchPlayer
-0.0,Rudy_Gay,3857,20200201,sas,cha,1,21.0,114.0,90.0,1,0.0,6.3666666670000005,1.0,1.0,4.2,0.0,0.0,3900.0,3.0,64.93,-0.36,5,1,0,0,0,2,1,2,4,0,0,benchPlayer
5.0,Coby_White,5895,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,24.6,1.0,1.0,20.7,0.0,0.0,4200.0,1.0,63.1,2.65,12,1,5,0,0,0,4,4,13,0,0,average
1.0,JaMychal_Green,4581,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,20.73333333,1.0,1.0,15.5,0.0,0.0,3600.0,4.0,66.94,-0.42,3,5,1,0,2,1,1,1,4,0,0,belowAvg
6.0,Dennis_Schroder,4595,20200131,okc,pho,0,21.0,111.0,107.0,1,0.0,29.53333333,1.0,1.0,41.8,0.0,0.0,6000.0,2.0,63.28,1.15,24,4,6,2,0,2,3,8,19,5,5,top
1.0,Evan_Turner,4318,20191228,atl,chi,0,20.0,81.0,116.0,0,0.0,4.283333333,1.0,1.0,1.7,0.0,0.0,3500.0,2.0,64.2,0.08,0,1,1,0,0,1,0,0,1,0,0,benchPlayer
2.0,David_Nwaba,5109,20191219,bkn,sas,0,20.5,105.0,118.0,0,0.0,16.13333333,1.0,1.0,15.4,0.0,0.0,3900.0,2.0,65.52,1.23,4,2,2,1,1,0,0,0,2,4,4,belowAvg
1.0,Georges_Niang,5015,20200201,uta,por,0,22.5,107.0,124.0,0,0.0,18.5,1.0,1.0,11.1,0.0,0.0,3500.0,4.0,67.71,-15.62,6,3,1,0,0,0,0,3,10,0,0,belowAvg
-0.0,Malcolm_Miller,4886,20200128,tor,atl,1,19.5,130.0,114.0,1,0.0,2.066666667,1.0,1.0,0.0,0.0,0.0,3500.0,4.0,65.89,-0.37,0,0,0,0,0,0,0,0,1,0,0,benchPlayer
5.0,Kevin_Love,4074,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,29.2,1.0,1.0,36.7,1.0,0.0,6700.0,4.0,63.19,0.86,14,11,5,1,0,1,2,5,13,2,2,advanced
1.0,Derrick_Favors,4280,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,23.91666667,1.0,1.0,20.7,0.0,0.0,5300.0,4.0,66.62,-0.37,9,11,1,0,0,3,0,4,7,1,1,average
-0.0,Abdel_Nader,5127,20200131,okc,pho,0,21.0,111.0,107.0,1,0.0,10.86666667,1.0,1.0,4.0,0.0,0.0,3500.0,3.0,63.28,1.15,2,0,0,0,1,1,0,1,3,0,0,benchPlayer
1.0,Josh_Hart,5238,20200202,nor,hou,0,14.0,109.0,117.0,0,0.0,29.6,1.0,1.0,31.5,1.0,0.0,4200.0,2.0,66.62,-0.37,16,10,1,1,0,1,3,5,11,3,4,advanced
3.0,Michael_Carter-Williams,4575,20200201,orl,mia,1,19.0,89.0,102.0,0,0.0,21.9,1.0,1.0,19.3,0.0,0.0,3800.0,1.0,66.25,0.0,10,4,3,0,0,0,1,3,7,3,4,belowAvg
-0.0,Goga_Bitadze,5809,20200201,ind,nyk,1,19.0,85.0,92.0,0,0.0,3.516666667,1.0,1.0,2.0,0.0,0.0,3500.0,5.0,63.6,0.76,2,0,0,0,0,0,0,1,3,0,0,benchPlayer
4.0,Sviatoslav_Mykhailiuk,5692,20200202,det,den,1,12.5,128.0,123.0,1,1.0,35.28333333,1.0,1.0,25.2,0.0,0.0,3700.0,2.0,61.82,1.91,13,1,4,2,0,1,1,3,9,6,8,average
2.0,Garrison_Mathews,5872,20200106,was,bos,1,19.0,99.0,94.0,1,0.0,3.966666667,1.0,1.0,6.0,0.0,0.0,3500.0,2.0,67.21,-0.86,0,0,2,1,0,0,0,0,1,0,0,benchPlayer
