AS,Player_name,ID,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA,ranking
2.0,Josh_Magette,4975,20200110,orl,pho,0,21.0,94.0,98.0,0,0.0,17.25,1.0,1.0,11.4,0.0,0.0,3500.0,1.0,63.01,4.33,3,2,2,0,1,0,1,1,5,0,0,belowAvg
-0.0,Bruno_Caboclo,4708,20200112,mem,gsw,1,18.0,122.0,102.0,1,0.0,2.233333333,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,65.98,-0.4,0,0,0,0,0,0,0,0,1,0,0,benchPlayer
-0.0,Jordan_Bone,5864,20200125,det,bkn,1,19.0,111.0,121.0,0,0.0,2.9,1.0,1.0,0.0,0.0,0.0,3500.0,1.0,63.24,0.44,0,0,0,0,0,0,0,0,2,0,0,benchPlayer
-0.0,Dario_Saric,4904,20200131,pho,okc,1,21.0,107.0,111.0,0,0.0,4.1,1.0,1.0,2.4,0.0,0.0,3900.0,4.0,63.28,-0.02,0,2,0,0,0,0,0,0,0,0,0,benchPlayer
-0.0,Chris_Silva,5913,20200128,mia,bos,1,20.0,101.0,109.0,0,0.0,10.2,1.0,1.0,16.0,0.0,0.0,3500.0,4.0,66.3,0.2,1,5,0,3,0,0,0,0,2,1,2,belowAvg
1.0,Thaddeus_Young,4037,20200202,chi,tor,0,15.0,102.0,129.0,0,1.0,29.8,1.0,1.0,32.9,0.0,0.0,5200.0,4.0,63.1,2.65,21,7,1,2,0,4,3,9,12,0,1,advanced
5.0,Will_Barton,4522,20200202,den,det,0,12.5,123.0,128.0,0,1.0,36.56666667,1.0,1.0,37.3,0.0,0.0,6000.0,3.0,61.82,-6.49,20,9,5,0,0,1,2,7,17,4,5,advanced
4.0,Malik_Beasley,4999,20200202,den,det,0,12.5,123.0,128.0,0,0.0,24.01666667,1.0,1.0,22.2,0.0,0.0,3700.0,2.0,61.82,-6.49,12,1,4,1,0,0,2,5,9,0,0,average
-0.0,J.J._Redick,3861,20200202,nor,hou,0,14.0,109.0,117.0,0,0.0,14.31666667,1.0,1.0,0.0,0.0,0.0,4200.0,2.0,66.62,-0.37,0,0,0,0,0,0,0,0,3,0,0,benchPlayer
6.0,Tony_Snell,4571,20200202,det,den,1,12.5,128.0,123.0,1,1.0,36.96666667,1.0,1.0,22.4,0.0,0.0,3600.0,2.0,61.82,1.91,13,2,6,0,0,2,3,4,7,2,2,average
-0.0,Adam_Mokoka,5893,20200202,chi,tor,0,15.0,102.0,129.0,0,0.0,4.433333333,1.0,1.0,2.4,0.0,0.0,3500.0,2.0,63.1,2.65,0,2,0,0,0,0,0,0,2,0,0,benchPlayer
1.0,Solomon_Hill,4566,20200131,mem,nor,0,20.0,111.0,139.0,0,1.0,25.7,1.0,1.0,10.1,0.0,0.0,3500.0,3.0,67.16,-1.3,6,3,1,0,0,1,1,2,5,1,2,belowAvg
-0.0,Treveon_Graham,4804,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,20.38333333,1.0,1.0,15.8,0.0,0.0,3500.0,2.0,65.02,-1.05,5,4,0,2,0,0,1,1,2,2,2,belowAvg
-0.0,Mason_Plumlee,4607,20200120,den,min,0,20.0,107.0,100.0,1,0.0,10.36666667,1.0,1.0,10.8,0.0,0.0,3900.0,5.0,66.57,-14.27,6,4,0,0,0,0,0,3,4,0,0,belowAvg
1.0,Cheick_Diallo,4957,20200202,pho,mil,0,14.0,108.0,129.0,0,0.0,25.91666667,1.0,1.0,20.9,0.0,0.0,3500.0,4.0,62.28,0.98,11,7,1,0,0,0,0,5,9,1,2,average
1.0,Norman_Powell,4792,20200131,tor,det,0,19.0,105.0,92.0,1,0.0,28.85,1.0,1.0,31.9,0.0,0.0,4800.0,2.0,64.97,0.43,12,7,1,3,1,2,0,6,13,0,0,advanced
-0.0,Semi_Ojeleye,5115,20200201,bos,phi,1,20.5,116.0,95.0,1,0.0,24.35,1.0,1.0,20.0,0.0,0.0,3500.0,3.0,65.43,1.22,11,5,0,1,0,0,1,2,3,6,6,belowAvg
4.0,Ty_Jerome,5928,20200131,pho,okc,1,21.0,107.0,111.0,0,0.0,18.85,1.0,1.0,19.8,0.0,0.0,3600.0,2.0,63.28,-0.02,9,4,4,0,0,0,1,4,7,0,0,belowAvg
-0.0,Luguentz_Dort,5916,20200131,okc,pho,0,21.0,111.0,107.0,1,1.0,26.81666667,1.0,1.0,19.4,0.0,0.0,3800.0,2.0,63.28,1.15,8,2,0,3,0,0,1,3,8,1,2,belowAvg
-0.0,Wes_Iwundu,5152,20200201,orl,mia,1,19.0,89.0,102.0,0,0.0,12.98333333,1.0,1.0,2.2,0.0,0.0,3700.0,3.0,66.25,0.0,1,1,0,0,0,0,0,0,2,1,2,benchPlayer
1.0,Henry_Ellenson,5009,20200102,bkn,dal,0,20.5,111.0,123.0,0,0.0,1.4333333330000002,1.0,1.0,3.9,0.0,0.0,3500.0,4.0,62.23,2.11,0,2,1,0,0,0,0,0,0,0,0,benchPlayer
1.0,Ky_Bowman,5817,20200118,gsw,orl,1,20.5,109.0,95.0,1,0.0,16.63333333,1.0,1.0,2.9,0.0,0.0,3600.0,1.0,68.03,-0.67,0,2,1,1,0,4,0,0,2,0,0,benchPlayer
3.0,Cedi_Osman,5116,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,21.71666667,1.0,1.0,18.5,0.0,0.0,4600.0,3.0,63.19,0.86,10,0,3,2,0,2,2,4,7,0,0,belowAvg
4.0,Collin_Sexton,5721,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,33.0,1.0,1.0,39.4,0.0,0.0,6100.0,1.0,63.19,0.86,23,2,4,3,0,1,3,9,16,2,2,advanced
-0.0,Theo_Pinson,5732,20200126,bkn,nyk,0,18.0,97.0,110.0,0,0.0,2.6,1.0,1.0,1.2,0.0,0.0,3500.0,2.0,65.52,0.4,0,1,0,0,0,0,0,0,1,0,0,benchPlayer
1.0,Jae_Crowder,4472,20200131,mem,nor,0,20.0,111.0,139.0,0,1.0,27.76666667,1.0,1.0,27.5,0.0,0.0,4400.0,3.0,67.16,-1.3,15,5,1,2,0,1,0,4,11,7,8,average
0.0,Kris_Dunn,4945,20200131,chi,bkn,0,19.5,118.0,133.0,0,1.0,0.216666667,1.0,1.0,0.0,0.0,0.0,5400.0,1.0,67.71,-3.35,0,0,0,0,0,0,0,0,0,0,0,benchPlayer
1.0,Marvin_Williams,3817,20200201,cha,sas,0,21.0,90.0,114.0,0,1.0,23.61666667,1.0,1.0,15.3,0.0,0.0,3600.0,4.0,64.93,0.64,4,4,1,0,2,1,0,2,5,0,0,belowAvg
3.0,Luke_Kennard,5180,20191221,det,chi,1,19.0,107.0,119.0,0,1.0,31.41666667,1.0,1.0,20.3,0.0,0.0,5100.0,3.0,65.61,0.71,16,4,3,0,0,5,4,6,14,0,0,average
1.0,Paul_Millsap,3904,20200106,den,atl,0,19.5,123.0,115.0,1,1.0,23.55,1.0,1.0,10.3,0.0,0.0,4800.0,4.0,63.28,-2.85,2,4,1,1,0,1,0,0,3,2,2,belowAvg
7.0,Delon_Wright,4791,20200201,dal,atl,1,20.5,123.0,100.0,1,0.0,29.43333333,1.0,1.0,26.5,0.0,0.0,4800.0,2.0,65.02,0.14,9,5,7,1,0,2,1,2,6,4,4,average
9.0,Jose_Barea,3882,20200131,dal,hou,0,19.5,121.0,128.0,0,1.0,20.68333333,1.0,1.0,28.5,0.0,0.0,3600.0,1.0,66.66,-4.82,11,5,9,0,0,2,0,4,10,3,3,average
1.0,Josh_Okogie,5674,20200201,min,lac,0,15.5,106.0,118.0,0,0.0,26.1,1.0,1.0,21.7,0.0,0.0,3800.0,3.0,66.94,-3.38,13,6,1,1,0,3,1,3,9,6,6,average
1.0,Michael_Kidd-Gilchrist,4532,20200110,cha,uta,0,21.0,92.0,109.0,0,0.0,8.35,1.0,1.0,4.7,0.0,0.0,3500.0,3.0,49.13,16.1,2,1,1,0,0,0,0,1,2,0,0,benchPlayer
1.0,Joel_Embiid,4762,20200201,phi,bos,0,20.5,95.0,116.0,0,1.0,23.43333333,1.0,1.0,20.5,0.0,0.0,9200.0,5.0,65.43,-0.31,11,5,1,0,2,4,0,1,11,9,9,average
-0.0,Anzejs_Pasecniks,5957,20200128,was,mil,0,20.0,131.0,151.0,0,0.0,9.483333333,1.0,1.0,2.0,0.0,0.0,3700.0,5.0,65.02,-0.36,2,0,0,0,0,0,0,1,3,0,0,benchPlayer
-0.0,Tyler_Herro,5914,20200201,mia,orl,0,19.0,102.0,89.0,1,0.0,26.0,1.0,1.0,26.6,0.0,0.0,4200.0,2.0,66.25,0.25,23,3,0,0,0,0,6,7,12,3,3,average
-0.0,Johnathan_Williams,5695,20200130,was,cha,1,19.0,121.0,107.0,1,0.0,2.6,1.0,1.0,5.2,0.0,0.0,3700.0,4.0,67.94,-1.59,2,1,0,0,1,1,0,1,1,0,0,benchPlayer
-0.0,DeMarre_Carroll,4203,20200108,sas,bos,0,19.0,129.0,114.0,1,0.0,1.8,1.0,1.0,2.2,0.0,0.0,3500.0,3.0,66.39,-1.99,1,1,0,0,0,0,0,0,0,1,2,benchPlayer
1.0,Dante_Exum,4707,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,15.16666667,1.0,1.0,11.1,0.0,0.0,3500.0,1.0,63.19,0.86,6,3,1,0,0,0,0,2,6,2,2,belowAvg
2.0,Jordan_McRae,4832,20200126,was,atl,0,18.0,133.0,152.0,0,0.0,17.8,1.0,1.0,30.4,0.0,0.0,4700.0,2.0,62.73,3.51,12,7,2,1,2,2,0,4,10,4,4,advanced
1.0,Meyers_Leonard,4521,20200201,mia,orl,0,19.0,102.0,89.0,1,1.0,28.83333333,1.0,1.0,34.3,1.0,0.0,3500.0,5.0,66.25,0.25,18,14,1,0,0,2,4,7,14,0,0,advanced
3.0,Isaiah_Thomas,4420,20200201,was,bkn,1,20.0,113.0,107.0,1,1.0,22.6,1.0,1.0,16.9,0.0,0.0,4300.0,1.0,65.7,0.86,12,2,3,0,0,2,2,5,16,0,0,belowAvg
-0.0,Mohamed_Bamba,5706,20200201,orl,mia,1,19.0,89.0,102.0,0,0.0,13.83333333,1.0,1.0,16.8,0.0,0.0,3800.0,5.0,66.25,0.0,4,4,0,0,3,1,0,2,3,0,0,belowAvg
1.0,Donte_DiVincenzo,5740,20200202,mil,pho,1,14.0,129.0,108.0,1,0.0,22.16666667,1.0,1.0,22.9,0.0,0.0,4500.0,2.0,62.28,1.4,15,2,1,2,0,2,2,6,12,1,2,average
2.0,Kentavious_Caldwell-Pope,4616,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,25.88333333,1.0,1.0,19.4,0.0,0.0,3800.0,2.0,67.12,-0.68,15,2,2,0,0,1,3,4,7,4,5,belowAvg
-0.0,DaQuan_Jeffries,5828,20200122,sac,det,0,19.0,106.0,127.0,0,0.0,1.533333333,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,65.57,-4.0,0,0,0,0,0,0,0,0,2,0,0,benchPlayer
10.0,Shabazz_Napier,4694,20200201,min,lac,0,15.5,106.0,118.0,0,1.0,34.73333333,1.0,1.0,32.8,1.0,0.0,6000.0,1.0,66.94,-3.38,11,4,10,2,0,4,1,4,11,2,2,advanced
1.0,Jaylen_Brown,5017,20200201,bos,phi,1,20.5,116.0,95.0,1,1.0,36.35,1.0,1.0,46.3,0.0,0.0,6400.0,3.0,65.43,1.22,32,9,1,2,0,4,1,0,0,5,7,top
2.0,Larry_Nance,4798,20200201,cle,gsw,1,20.0,112.0,131.0,0,0.0,22.96666667,1.0,1.0,20.0,0.0,0.0,5400.0,4.0,63.19,0.86,12,5,2,0,0,1,2,5,10,0,0,belowAvg
1.0,Aron_Baynes,4556,20200118,pho,bos,0,19.0,123.0,119.0,1,0.0,12.18333333,1.0,1.0,5.9,0.0,0.0,4100.0,5.0,66.89,-2.52,3,2,1,0,0,1,1,1,6,0,0,benchPlayer
-0.0,Alize_Johnson,5764,20200108,ind,mia,1,19.0,108.0,122.0,0,0.0,2.666666667,1.0,1.0,1.0,0.0,0.0,3500.0,4.0,66.02,-1.03,1,0,0,0,0,0,0,0,1,1,2,benchPlayer
1.0,Kyle_O'Quinn,4529,20200120,phi,bkn,0,15.0,117.0,111.0,1,0.0,5.983333332999999,1.0,1.0,5.7,0.0,0.0,4000.0,5.0,67.71,-0.27,3,1,1,0,0,0,1,1,3,0,0,benchPlayer
3.0,Yogi_Ferrell,4970,20200201,sac,lal,1,22.0,113.0,129.0,0,0.0,7.666666667,1.0,1.0,6.7,0.0,0.0,3500.0,1.0,67.12,-0.28,3,1,3,0,0,2,0,1,5,1,1,benchPlayer
-0.0,Gorgui_Dieng,4632,20200201,min,lac,0,15.5,106.0,118.0,0,0.0,9.5,1.0,1.0,7.0,0.0,0.0,3600.0,5.0,66.94,-3.38,5,0,0,0,1,1,1,2,4,0,0,benchPlayer
2.0,Luka_Doncic,5670,20200128,dal,pho,1,20.5,104.0,133.0,0,1.0,25.25,1.0,1.0,30.2,0.0,0.0,11000.0,1.0,63.51,-1.67,21,6,2,1,0,4,1,7,15,6,7,advanced
-0.0,Rodney_McGruder,4650,20200201,lac,min,1,15.5,118.0,106.0,1,0.0,12.43333333,1.0,1.0,8.6,0.0,0.0,3500.0,2.0,66.94,-0.42,0,3,0,2,0,1,0,0,1,0,0,benchPlayer
1.0,Paul_Watson,5958,20200202,tor,chi,1,15.0,129.0,102.0,1,0.0,3.2,1.0,1.0,3.7,0.0,0.0,3500.0,2.0,63.1,1.34,1,1,1,0,0,0,0,0,0,1,2,benchPlayer
2.0,Paul_George,4283,20200201,lac,min,1,15.5,118.0,106.0,1,1.0,25.16666667,1.0,1.0,40.4,0.0,0.0,7800.0,3.0,66.94,-0.42,21,7,2,2,1,1,3,9,18,0,0,top
4.0,Ishmael_Smith,4315,20200201,was,bkn,1,20.0,113.0,107.0,1,0.0,24.9,1.0,1.0,21.0,0.0,0.0,5000.0,1.0,65.7,0.86,11,5,4,0,0,2,1,5,12,0,0,average
7.0,Monte_Morris,5191,20200202,den,det,0,12.5,123.0,128.0,0,1.0,39.08333333,1.0,1.0,40.9,0.0,0.0,4300.0,1.0,61.82,-6.49,19,7,7,1,0,0,2,8,15,1,1,top
1.0,Romeo_Langford,5844,20200201,bos,phi,1,20.5,116.0,95.0,1,0.0,3.633333333,1.0,1.0,3.7,0.0,0.0,3500.0,2.0,65.43,1.22,1,1,1,0,0,0,0,0,0,1,2,benchPlayer
4.0,Eric_Bledsoe,4266,20200202,mil,pho,1,14.0,129.0,108.0,1,1.0,31.6,1.0,1.0,28.4,0.0,0.0,6100.0,1.0,62.28,1.4,12,7,4,0,1,1,2,5,8,0,1,average
4.0,Matthew_Dellavedova,4610,20200128,cle,nor,1,19.5,111.0,125.0,0,0.0,18.71666667,1.0,1.0,10.2,0.0,0.0,3500.0,1.0,64.38,-0.36,4,1,4,0,0,1,0,2,4,0,0,belowAvg
4.0,Darius_Garland,5860,20200201,cle,gsw,1,20.0,112.0,131.0,0,1.0,32.05,1.0,1.0,19.6,0.0,0.0,4500.0,1.0,63.19,0.86,15,3,4,0,0,5,3,5,15,2,2,belowAvg
-0.0,Mfiondu_Kabengele,5803,20191221,lac,sas,0,20.5,134.0,109.0,1,0.0,6.8,1.0,1.0,6.2,0.0,0.0,3500.0,3.0,65.7,0.46,5,1,0,0,0,0,1,2,3,0,0,benchPlayer
3.0,Jabari_Parker,4728,20200103,atl,bos,0,19.0,106.0,109.0,0,0.0,14.98333333,1.0,1.0,13.9,0.0,0.0,3800.0,4.0,65.61,-0.95,4,2,3,1,0,0,0,2,6,0,0,belowAvg
1.0,Dewayne_Dedmon,4572,20200130,sac,lac,0,22.5,124.0,103.0,1,1.0,30.88333333,1.0,1.0,45.7,1.0,0.0,3700.0,5.0,66.39,-0.78,11,11,1,4,3,1,1,4,8,2,2,top
2.0,Ignas_Brazdeikis,5876,20200108,nyk,uta,0,21.0,104.0,128.0,0,0.0,4.983333333,1.0,1.0,6.0,0.0,0.0,3500.0,3.0,46.8,19.51,3,0,2,0,0,0,0,1,2,1,1,benchPlayer
1.0,Jaylen_Hoard,5939,20200120,por,gsw,1,22.0,129.0,124.0,1,0.0,10.03333333,1.0,1.0,11.9,0.0,0.0,3500.0,3.0,65.89,-0.11,2,7,1,0,0,0,0,1,1,0,2,belowAvg
1.0,Gary_Harris,4678,20200202,den,det,0,12.5,123.0,128.0,0,0.0,31.26666667,1.0,1.0,6.1,0.0,0.0,4300.0,2.0,61.82,-6.49,3,3,1,0,0,2,0,1,6,1,2,benchPlayer
3.0,Enes_Kanter,4442,20200122,bos,mem,1,19.5,119.0,95.0,1,0.0,19.03333333,1.0,1.0,28.1,0.0,0.0,4800.0,5.0,68.58,-0.76,13,8,3,0,1,2,0,6,8,1,2,average
-0.0,Troy_Daniels,4658,20200201,lal,sac,0,22.0,129.0,113.0,1,0.0,5.8,1.0,1.0,-1.0,0.0,0.0,3500.0,2.0,67.12,-0.68,0,0,0,0,0,1,0,0,2,0,0,benchPlayer
6.0,Dennis_Smith_Jr.,5212,20200201,nyk,ind,0,19.0,92.0,85.0,1,1.0,27.03333333,1.0,1.0,16.6,0.0,0.0,3500.0,1.0,63.6,2.37,6,3,6,0,0,2,0,2,9,2,4,belowAvg
1.0,Bogdan_Bogdanovic,5138,20200201,sac,lal,1,22.0,113.0,129.0,0,1.0,27.81666667,1.0,1.0,13.9,0.0,0.0,4800.0,2.0,67.12,-0.28,8,2,1,1,0,1,1,3,8,1,1,belowAvg
8.0,Jeff_Teague,4221,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,30.16666667,1.0,1.0,24.8,0.0,0.0,4100.0,1.0,65.02,-1.05,6,4,8,1,0,1,0,2,10,2,4,average
1.0,Brandon_Knight,4382,20200114,cle,lac,0,22.5,103.0,128.0,0,0.0,26.25,1.0,1.0,1.7,0.0,0.0,3700.0,1.0,66.16,-7.15,0,1,1,0,0,1,0,0,6,0,0,benchPlayer
2.0,Cody_Martin,5852,20200201,cha,sas,0,21.0,90.0,114.0,0,0.0,27.56666667,1.0,1.0,12.6,0.0,0.0,3700.0,2.0,64.93,0.64,8,3,2,0,0,2,1,3,7,1,2,belowAvg
2.0,Miles_Bridges,5657,20200201,cha,sas,0,21.0,90.0,114.0,0,1.0,36.75,1.0,1.0,39.2,0.0,0.0,4800.0,3.0,64.93,0.64,25,6,2,0,2,2,4,0,0,1,2,advanced
-0.0,Mario_Hezonja,4776,20200131,por,lal,0,22.5,127.0,119.0,1,0.0,11.45,1.0,1.0,6.4,0.0,0.0,3500.0,3.0,67.03,0.12,1,2,0,0,1,0,0,0,4,1,2,benchPlayer
1.0,Omari_Spellman,5755,20200201,gsw,cle,0,20.0,131.0,112.0,1,0.0,22.7,1.0,1.0,20.5,0.0,0.0,3800.0,4.0,63.19,4.07,12,5,1,1,0,2,1,4,8,3,3,average
3.0,Tremont_Waters,5849,20200118,bos,pho,1,19.0,119.0,123.0,0,0.0,16.65,1.0,1.0,15.1,0.0,0.0,3500.0,1.0,66.89,0.32,4,3,3,1,0,0,0,1,5,2,2,belowAvg
-0.0,Sekou_Doumbouya,5866,20200202,det,den,1,12.5,128.0,123.0,1,1.0,34.88333333,1.0,1.0,21.0,0.0,0.0,3500.0,4.0,61.82,1.91,17,5,0,0,0,2,2,6,12,3,4,average
1.0,Josh_Jackson,5130,20200131,mem,nor,0,20.0,111.0,139.0,0,0.0,28.85,1.0,1.0,24.5,0.0,0.0,3500.0,3.0,67.16,-1.3,13,5,1,2,0,2,1,6,14,0,1,average
1.0,Willie_Cauley-Stein,4817,20200201,dal,atl,1,20.5,123.0,100.0,1,1.0,25.9,1.0,1.0,28.5,0.0,0.0,4300.0,5.0,65.02,0.14,7,10,1,1,2,1,0,3,8,1,2,average
