ID,Player_name,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win-Lose,Start,Mins_played,GP,active,FDP,DoubleD,TripleD,FD Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,trey,FGM,FGA,FTM,FTA
5662,Anfernee_Simons,20191212,por,den,0,22.5,99.0,114.0,0,0.0,22.33333333,1.0,1.0,16.5,0.0,0.0,3900.0,1.0,44.79,22.36,9,0,1,1,1,0,0,4,9,1,2
5662,Anfernee_Simons,20191210,por,nyk,1,22.0,115.0,87.0,1,0.0,28.71666667,1.0,1.0,26.5,0.0,0.0,3500.0,1.0,67.44,-0.29,16,5,3,0,0,0,4,5,9,2,2
5662,Anfernee_Simons,20191208,por,okc,1,21.0,96.0,108.0,0,0.0,22.78333333,1.0,1.0,16.6,0.0,0.0,3500.0,1.0,67.35,-0.69,7,3,0,1,1,0,1,3,6,0,0
5662,Anfernee_Simons,20191206,por,lal,1,22.5,113.0,136.0,0,0.0,16.93333333,1.0,1.0,18.9,0.0,0.0,3500.0,1.0,65.7,0.39,15,2,1,0,0,0,3,5,10,2,2
5662,Anfernee_Simons,20191204,por,sac,1,22.0,127.0,116.0,1,0.0,12.91666667,1.0,1.0,7.4,0.0,0.0,3500.0,1.0,66.07,0.13,3,2,2,0,0,1,0,1,5,1,2
5662,Anfernee_Simons,20191203,por,lac,0,22.0,97.0,117.0,0,0.0,30.78333333,1.0,1.0,19.4,0.0,0.0,3500.0,1.0,65.89,-0.34,11,2,6,0,0,3,1,5,12,0,0
5662,Anfernee_Simons,20191129,por,chi,1,22.0,107.0,103.0,1,0.0,17.53333333,1.0,1.0,5.1,0.0,0.0,3500.0,1.0,66.07,-0.52,1,3,1,0,0,1,0,0,4,1,2
5662,Anfernee_Simons,20191127,por,okc,1,22.0,136.0,119.0,1,0.0,26.61666667,1.0,1.0,15.5,0.0,0.0,3500.0,1.0,64.79,-0.34,14,0,1,0,0,0,1,6,14,1,1
5662,Anfernee_Simons,20191125,por,chi,0,20.0,117.0,94.0,1,0.0,20.71666667,1.0,1.0,0.4,0.0,0.0,3900.0,1.0,62.87,1.4,2,2,0,0,0,4,0,1,5,0,0
5662,Anfernee_Simons,20191123,por,cle,0,20.0,104.0,110.0,0,0.0,14.41666667,1.0,1.0,19.4,0.0,0.0,3900.0,1.0,62.73,2.77,11,2,2,1,0,0,2,4,6,1,2
5662,Anfernee_Simons,20191121,por,mil,0,20.0,129.0,137.0,0,0.0,17.43333333,1.0,1.0,12.9,0.0,0.0,4800.0,1.0,63.6,2.78,6,2,1,1,0,0,0,2,9,2,2
5662,Anfernee_Simons,20191119,por,nor,0,20.0,104.0,115.0,0,1.0,36.01666667,1.0,1.0,22.6,0.0,0.0,4300.0,1.0,66.94,-1.18,13,3,4,0,0,0,3,4,13,2,4
5662,Anfernee_Simons,20191118,por,hou,0,20.0,108.0,132.0,0,0.0,21.93333333,1.0,1.0,14.2,0.0,0.0,4400.0,1.0,65.79,0.08,10,1,2,0,0,0,1,3,10,3,4
5662,Anfernee_Simons,20191116,por,sas,0,20.5,121.0,116.0,1,0.0,16.91666667,1.0,1.0,10.2,0.0,0.0,4500.0,1.0,64.65,2.08,7,1,2,0,0,1,1,3,8,0,0
5662,Anfernee_Simons,20191113,por,tor,1,22.0,106.0,114.0,0,0.0,27.33333333,1.0,1.0,18.7,0.0,0.0,4800.0,1.0,66.48,0.25,17,1,1,0,0,1,3,6,11,2,2
5662,Anfernee_Simons,20191112,por,sac,0,22.0,99.0,107.0,0,0.0,27.8,1.0,1.0,8.4,0.0,0.0,4200.0,1.0,66.62,0.65,5,2,2,0,0,2,1,2,11,0,0
5662,Anfernee_Simons,20191110,por,atl,1,21.0,124.0,113.0,1,0.0,24.16666667,1.0,1.0,30.6,0.0,0.0,3700.0,1.0,67.53,-0.26,20,3,2,2,0,2,3,8,12,1,1
5662,Anfernee_Simons,20191108,por,bkn,1,22.0,115.0,119.0,0,0.0,35.58333333,1.0,1.0,25.8,0.0,0.0,3600.0,1.0,67.48,-0.57,15,4,2,0,1,0,2,5,14,3,4
5662,Anfernee_Simons,20191107,por,lac,0,22.5,101.0,107.0,0,0.0,26.11666667,1.0,1.0,22.4,0.0,0.0,3600.0,1.0,66.16,0.62,17,2,2,0,0,0,3,5,13,4,6
5662,Anfernee_Simons,20191104,por,gsw,0,22.5,118.0,127.0,0,0.0,19.11666667,1.0,1.0,23.9,0.0,0.0,3600.0,1.0,66.75,-0.7,14,2,1,2,0,0,1,5,10,3,3
5662,Anfernee_Simons,20191102,por,phi,1,22.0,128.0,129.0,0,0.0,14.3,1.0,1.0,18.2,0.0,0.0,3600.0,1.0,67.53,-1.48,13,1,2,0,1,2,3,4,6,2,2
5662,Anfernee_Simons,20191030,por,okc,0,20.0,102.0,99.0,1,0.0,15.53333333,1.0,1.0,12.1,0.0,0.0,3500.0,1.0,64.24,0.32,7,3,1,0,0,0,1,3,6,0,0
5662,Anfernee_Simons,20191028,por,sas,0,20.5,110.0,113.0,0,0.0,21.01666667,1.0,1.0,14.9,0.0,0.0,3600.0,1.0,63.69,1.86,10,2,1,1,0,2,0,5,9,0,0
5662,Anfernee_Simons,20191027,por,dal,0,19.0,121.0,119.0,1,0.0,15.06666667,1.0,1.0,2.0,0.0,0.0,3500.0,1.0,63.51,3.66,3,0,0,0,0,1,1,1,2,0,0
5662,Anfernee_Simons,20191025,por,sac,0,22.0,122.0,112.0,1,0.0,21.15,1.0,1.0,17.4,0.0,0.0,3500.0,1.0,66.34,-1.19,15,2,0,1,0,3,3,6,9,0,0
5662,Anfernee_Simons,20191023,por,den,1,22.0,100.0,108.0,0,0.0,12.26666667,1.0,1.0,10.0,0.0,0.0,3500.0,1.0,68.44,-3.29,5,0,0,2,0,1,0,2,7,1,2
2448,Vince_Carter,20200201,atl,dal,0,20.5,100.0,123.0,0,0.0,24.35,1.0,1.0,19.0,0.0,0.0,3900.0,3.0,65.02,-1.05,10,5,0,0,1,0,0,4,12,2,2
2448,Vince_Carter,20200130,atl,phi,1,19.5,127.0,117.0,1,0.0,23.81666667,1.0,1.0,29.2,0.0,0.0,3700.0,3.0,63.33,0.64,14,6,0,1,2,1,2,4,8,4,4
2448,Vince_Carter,20200128,atl,tor,0,19.5,114.0,130.0,0,0.0,17.93333333,1.0,1.0,24.0,0.0,0.0,3500.0,3.0,65.89,-2.79,10,5,2,2,0,1,2,4,9,0,0
2448,Vince_Carter,20200126,atl,was,1,18.0,152.0,133.0,1,0.0,15.6,1.0,1.0,17.6,0.0,0.0,3500.0,3.0,62.73,0.37,5,3,2,1,1,0,1,2,4,0,0
2448,Vince_Carter,20200124,atl,okc,0,20.0,111.0,140.0,0,0.0,10.45,1.0,1.0,4.4,0.0,0.0,3500.0,3.0,63.37,0.4,2,2,0,0,0,0,0,1,4,0,0
2448,Vince_Carter,20200122,atl,lac,1,19.5,102.0,95.0,1,0.0,12.5,1.0,1.0,7.6,0.0,0.0,3500.0,3.0,64.01,-0.24,3,3,2,0,0,2,1,1,6,0,0
2448,Vince_Carter,20200120,atl,tor,1,14.5,117.0,122.0,0,0.0,8.616666667,1.0,1.0,11.9,0.0,0.0,3500.0,3.0,64.2,-0.56,6,2,1,0,1,1,2,2,3,0,0
2448,Vince_Carter,20200118,atl,det,1,19.5,103.0,136.0,0,0.0,10.13333333,1.0,1.0,9.2,0.0,0.0,3500.0,3.0,63.1,0.36,5,1,0,0,1,0,1,2,7,0,0
2448,Vince_Carter,20200117,atl,sas,0,20.5,121.0,120.0,1,0.0,22.48333333,1.0,1.0,21.1,0.0,0.0,3500.0,3.0,64.29,0.83,14,3,1,1,0,1,3,4,7,3,4
2448,Vince_Carter,20200114,atl,pho,1,19.5,123.0,110.0,1,0.0,8.9,1.0,1.0,4.2,0.0,0.0,3500.0,3.0,63.33,1.79,0,1,0,0,1,0,0,0,2,0,0
2448,Vince_Carter,20200112,atl,bkn,0,18.0,86.0,108.0,0,0.0,14.45,1.0,1.0,19.4,0.0,0.0,3500.0,3.0,67.76,-2.0,8,2,0,3,0,0,2,3,6,0,0
2448,Vince_Carter,20200110,atl,was,0,19.0,101.0,111.0,0,0.0,8.666666667000001,1.0,1.0,5.0,0.0,0.0,3500.0,3.0,68.62,-4.89,0,0,0,1,1,1,0,0,2,0,0
2448,Vince_Carter,20200108,atl,hou,1,19.5,115.0,122.0,0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,3500.0,3.0,64.61,-0.88,0,0,0,0,0,0,0,0,1,0,0
2448,Vince_Carter,20200106,atl,den,1,19.5,115.0,123.0,0,0.0,18.45,1.0,1.0,11.4,0.0,0.0,3500.0,3.0,63.28,0.11,0,2,2,0,2,0,0,0,4,0,0
2448,Vince_Carter,20200104,atl,ind,1,19.5,116.0,111.0,1,0.0,18.05,1.0,1.0,7.1,0.0,0.0,3500.0,3.0,63.05,1.06,3,3,1,0,0,1,1,1,7,0,0
2448,Vince_Carter,20191230,atl,orl,0,19.0,101.0,93.0,1,0.0,20.8,1.0,1.0,9.6,0.0,0.0,3500.0,3.0,66.11,-2.3,4,3,2,0,0,1,0,1,2,2,2
2448,Vince_Carter,20191228,atl,chi,0,20.0,81.0,116.0,0,0.0,12.03333333,1.0,1.0,9.3,0.0,0.0,3500.0,3.0,64.2,0.08,2,4,1,0,1,2,0,0,4,2,2
2448,Vince_Carter,20191227,atl,mil,1,19.5,86.0,112.0,0,0.0,12.45,1.0,1.0,3.0,0.0,0.0,3500.0,3.0,63.6,0.68,0,0,2,0,0,0,0,0,1,0,0
2448,Vince_Carter,20191223,atl,cle,0,19.0,118.0,121.0,0,0.0,15.0,1.0,1.0,13.5,0.0,0.0,3700.0,3.0,64.47,1.59,3,5,1,0,1,0,1,1,5,0,0
2448,Vince_Carter,20191221,atl,bkn,0,18.0,112.0,122.0,0,0.0,8.033333333,1.0,1.0,1.2,0.0,0.0,3700.0,3.0,68.94,-4.7,0,1,0,0,0,0,0,0,3,0,0
2448,Vince_Carter,20191217,atl,nyk,0,19.5,120.0,143.0,0,0.0,23.83333333,1.0,1.0,22.5,0.0,0.0,3600.0,3.0,64.93,-1.84,15,0,1,0,2,0,4,5,9,1,3
2448,Vince_Carter,20191215,atl,lal,1,18.0,96.0,101.0,0,0.0,21.0,1.0,1.0,14.2,0.0,0.0,3700.0,3.0,62.96,0.13,7,1,2,1,0,0,1,3,10,0,0
2448,Vince_Carter,20191213,atl,ind,1,19.5,100.0,110.0,0,0.0,12.58333333,1.0,1.0,4.2,0.0,0.0,3700.0,3.0,62.1,2.1,0,1,2,0,0,0,0,0,2,0,0
2448,Vince_Carter,20191211,atl,chi,0,20.0,102.0,136.0,0,0.0,12.83333333,1.0,1.0,9.6,0.0,0.0,3600.0,3.0,66.8,-1.45,4,3,0,1,0,1,1,1,5,1,2
2448,Vince_Carter,20191210,atl,mia,0,20.0,121.0,135.0,0,0.0,26.13333333,1.0,1.0,19.6,0.0,0.0,3600.0,3.0,67.16,-3.36,12,3,4,0,0,2,4,4,10,0,0
2448,Vince_Carter,20191208,atl,cha,0,17.0,122.0,107.0,1,0.0,20.41666667,1.0,1.0,23.2,0.0,0.0,3500.0,3.0,65.47,-2.56,17,1,2,0,1,1,3,7,11,0,0
2448,Vince_Carter,20191204,atl,bkn,1,19.5,118.0,130.0,0,0.0,11.43333333,1.0,1.0,5.0,0.0,0.0,3500.0,3.0,62.46,0.45,2,0,0,0,1,0,0,1,2,0,0
2448,Vince_Carter,20191202,atl,gsw,1,19.5,104.0,79.0,1,0.0,11.88333333,1.0,1.0,15.9,0.0,0.0,3500.0,3.0,62.73,1.0,6,2,1,1,1,0,2,2,5,0,0
2448,Vince_Carter,20191130,atl,hou,0,20.0,111.0,158.0,0,0.0,18.56666667,1.0,1.0,8.4,0.0,0.0,3500.0,3.0,65.06,-0.89,4,2,2,0,0,1,1,1,5,1,2
2448,Vince_Carter,20191129,atl,ind,0,20.0,104.0,105.0,0,0.0,10.75,1.0,1.0,4.5,0.0,0.0,3500.0,3.0,65.2,-2.07,0,0,1,1,0,0,0,0,5,0,0
2448,Vince_Carter,20191127,atl,mil,0,20.0,102.0,111.0,0,0.0,16.85,1.0,1.0,8.0,0.0,0.0,3500.0,3.0,64.2,-1.75,3,5,0,0,0,1,1,1,4,0,0
2448,Vince_Carter,20191125,atl,min,1,19.5,113.0,125.0,0,0.0,15.91666667,1.0,1.0,5.7,0.0,0.0,3600.0,3.0,62.32,0.13,3,1,1,0,0,0,1,1,4,0,0
2448,Vince_Carter,20191123,atl,tor,1,19.5,116.0,119.0,0,0.0,19.28333333,1.0,1.0,20.3,0.0,0.0,3600.0,3.0,61.5,1.46,8,4,1,0,2,0,2,3,7,0,0
2448,Vince_Carter,20191122,atl,det,0,19.0,103.0,128.0,0,0.0,9.516666667,1.0,1.0,0.2,0.0,0.0,3600.0,3.0,64.7,-0.42,3,1,0,0,0,4,1,1,6,0,0
2448,Vince_Carter,20191120,atl,mil,1,19.5,127.0,135.0,0,0.0,23.76666667,1.0,1.0,16.2,0.0,0.0,3600.0,3.0,63.51,0.77,13,1,2,0,0,1,3,5,13,0,0
2448,Vince_Carter,20191108,atl,sac,1,19.5,109.0,121.0,0,0.0,16.2,1.0,1.0,11.6,0.0,0.0,3700.0,3.0,63.65,-0.06,5,3,0,0,1,0,0,2,2,1,2
2448,Vince_Carter,20191106,atl,chi,1,19.5,93.0,113.0,0,0.0,16.48333333,1.0,1.0,23.5,0.0,0.0,3500.0,3.0,63.92,-0.4,14,5,1,1,0,1,3,4,8,3,3
2448,Vince_Carter,20191105,atl,sas,1,19.5,108.0,100.0,1,0.0,16.11666667,1.0,1.0,12.4,0.0,0.0,3500.0,3.0,63.56,0.0,7,2,0,1,0,0,0,3,7,1,1
2448,Vince_Carter,20191031,atl,mia,1,19.0,97.0,106.0,0,0.0,16.46666667,1.0,1.0,3.2,0.0,0.0,3500.0,3.0,62.87,1.19,2,1,0,0,0,0,0,1,5,0,0
2448,Vince_Carter,20191029,atl,mia,0,19.5,97.0,112.0,0,0.0,18.21666667,1.0,1.0,7.2,0.0,0.0,3600.0,3.0,66.75,-3.93,7,1,0,0,0,1,1,3,8,0,0
2448,Vince_Carter,20191028,atl,phi,1,19.5,103.0,105.0,0,0.0,10.71666667,1.0,1.0,12.1,0.0,0.0,3600.0,3.0,62.83,-0.01,4,3,1,1,0,0,0,2,5,0,0
2448,Vince_Carter,20191026,atl,orl,1,19.5,103.0,99.0,1,0.0,11.91666667,1.0,1.0,8.9,0.0,0.0,3700.0,3.0,61.78,1.41,2,2,1,1,0,0,0,1,3,0,0
2448,Vince_Carter,20191024,atl,det,0,19.0,117.0,100.0,1,0.0,10.23333333,1.0,1.0,0.5,0.0,0.0,3700.0,3.0,65.52,-2.53,0,0,1,0,0,1,0,0,2,0,0
4224,James_Harden,20200202,hou,nor,1,14.0,117.0,109.0,1,1.0,38.78333333,1.0,1.0,67.5,1.0,0.0,11000.0,2.0,66.62,0.19,40,10,9,0,2,4,7,0,0,9,9
4224,James_Harden,20200131,hou,dal,1,19.5,128.0,121.0,1,1.0,37.41666667,1.0,1.0,72.2,1.0,0.0,10100.0,2.0,66.66,-1.44,35,16,6,4,0,3,6,0,0,9,10
4224,James_Harden,20200129,hou,por,0,22.0,112.0,125.0,0,1.0,38.26666667,1.0,1.0,33.0,0.0,0.0,10700.0,2.0,67.62,-15.04,18,5,4,1,2,6,2,5,18,6,6
4224,James_Harden,20200124,hou,min,0,20.0,131.0,124.0,1,1.0,34.51666667,1.0,1.0,30.3,0.0,0.0,10800.0,2.0,63.6,3.25,12,4,5,0,3,3,0,3,13,6,6
4224,James_Harden,20200122,hou,den,1,20.0,121.0,105.0,1,1.0,31.4,1.0,1.0,43.5,0.0,0.0,11400.0,2.0,65.84,1.01,27,5,5,2,0,3,2,6,13,0,0
4224,James_Harden,20200120,hou,okc,1,17.0,107.0,112.0,0,1.0,38.91666667,1.0,1.0,50.8,0.0,0.0,11400.0,2.0,68.03,-0.66,29,9,6,1,1,4,1,9,29,0,0
4224,James_Harden,20200118,hou,lal,1,20.5,115.0,124.0,0,1.0,39.18333333,1.0,1.0,48.7,0.0,0.0,11500.0,2.0,67.03,-0.3,34,6,7,0,1,6,2,8,20,0,0
4224,James_Harden,20200115,hou,por,1,21.5,107.0,117.0,0,1.0,36.4,1.0,1.0,37.1,0.0,0.0,11700.0,2.0,66.48,-0.13,13,8,7,0,2,2,1,3,12,6,8
4224,James_Harden,20200114,hou,mem,0,20.0,110.0,121.0,0,1.0,39.13333333,1.0,1.0,59.2,0.0,0.0,11700.0,2.0,65.7,-0.57,41,6,6,0,1,1,5,0,0,0,0
4224,James_Harden,20200111,hou,min,1,17.0,139.0,109.0,1,1.0,27.7,1.0,1.0,53.4,1.0,0.0,11700.0,2.0,66.52,-1.39,32,12,8,2,0,11,6,8,17,0,0
4224,James_Harden,20200109,hou,okc,0,21.5,92.0,113.0,0,1.0,26.55,1.0,1.0,27.1,0.0,0.0,11200.0,2.0,62.19,3.59,17,3,3,0,1,1,2,5,17,5,5
4224,James_Harden,20200108,hou,atl,0,19.5,122.0,115.0,1,1.0,39.73333333,1.0,1.0,75.0,1.0,1.0,11200.0,2.0,64.61,1.92,41,10,10,2,3,8,4,9,34,0,0
4224,James_Harden,20200103,hou,phi,1,20.0,118.0,108.0,1,1.0,40.81666667,1.0,1.0,74.7,1.0,1.0,11100.0,2.0,66.2,0.33,44,11,11,1,1,5,6,0,0,0,0
4224,James_Harden,20191231,hou,den,1,19.0,130.0,104.0,1,1.0,33.93333333,1.0,1.0,52.6,0.0,0.0,11500.0,2.0,66.8,-0.35,35,3,6,1,2,4,6,0,0,9,13
4224,James_Harden,20191228,hou,bkn,1,20.0,108.0,98.0,1,1.0,39.03333333,1.0,1.0,74.0,1.0,0.0,11700.0,2.0,65.06,0.69,44,10,6,1,3,3,6,0,0,4,9
4224,James_Harden,20191225,hou,gsw,0,17.0,104.0,116.0,0,1.0,38.21666667,1.0,1.0,54.7,1.0,0.0,11700.0,2.0,65.84,-0.63,24,6,11,3,0,2,6,9,18,0,1
4224,James_Harden,20191223,hou,sac,0,22.0,113.0,104.0,1,1.0,37.7,1.0,1.0,53.5,0.0,0.0,12000.0,2.0,65.79,-0.69,34,5,5,2,1,3,4,0,0,0,0
4224,James_Harden,20191221,hou,pho,0,21.0,139.0,125.0,1,1.0,34.0,1.0,1.0,63.7,0.0,0.0,11100.0,2.0,62.78,3.61,47,6,7,0,1,4,9,0,0,8,9
4224,James_Harden,20191219,hou,lac,0,22.5,122.0,117.0,1,1.0,36.23333333,1.0,1.0,47.2,1.0,0.0,11400.0,2.0,66.62,-0.62,28,1,10,2,1,6,5,8,16,7,10
4224,James_Harden,20191216,hou,sas,1,20.0,109.0,107.0,1,1.0,36.21666667,1.0,1.0,52.1,0.0,0.0,12400.0,2.0,66.02,-0.02,28,8,7,1,1,2,4,0,0,4,4
4224,James_Harden,20191214,hou,det,1,21.0,107.0,115.0,0,1.0,38.46666667,1.0,1.0,55.7,0.0,0.0,12400.0,2.0,65.38,0.56,39,6,7,1,0,4,4,0,0,7,8
4224,James_Harden,20191213,hou,orl,0,19.0,130.0,107.0,1,1.0,36.23333333,1.0,1.0,82.5,0.0,0.0,12200.0,2.0,65.79,0.48,54,5,7,2,3,3,10,0,0,6,6
4224,James_Harden,20191211,hou,cle,0,19.0,116.0,110.0,1,1.0,41.26666667,1.0,1.0,76.6,0.0,0.0,12200.0,2.0,66.52,-0.38,55,3,8,2,2,6,10,0,0,5,5
4224,James_Harden,20191209,hou,sac,1,20.0,118.0,119.0,0,1.0,39.88333333,1.0,1.0,47.8,1.0,0.0,12200.0,2.0,65.25,0.89,27,4,10,2,1,8,3,8,19,8,8
4224,James_Harden,20191207,hou,pho,1,20.0,115.0,109.0,1,1.0,39.06666667,1.0,1.0,59.2,0.0,0.0,12100.0,2.0,66.84,-0.54,34,6,4,3,1,0,3,8,27,0,0
4224,James_Harden,20191205,hou,tor,0,19.5,119.0,109.0,1,1.0,40.4,1.0,1.0,49.9,0.0,0.0,12200.0,2.0,65.89,-0.71,23,7,3,5,1,4,3,7,11,6,6
4224,James_Harden,20191203,hou,sas,0,20.5,133.0,135.0,0,1.0,48.51666667,1.0,1.0,77.8,0.0,0.0,12000.0,2.0,64.01,2.01,50,9,6,4,0,4,4,0,0,0,0
4224,James_Harden,20191130,hou,atl,1,20.0,158.0,111.0,1,1.0,30.68333333,1.0,1.0,82.6,0.0,0.0,11500.0,2.0,65.06,0.96,60,3,8,3,1,5,8,0,0,0,0
4224,James_Harden,20191127,hou,mia,1,20.0,117.0,108.0,1,1.0,35.25,1.0,1.0,52.7,0.0,0.0,11600.0,2.0,66.62,-0.11,34,6,5,1,1,2,7,9,22,9,10
4224,James_Harden,20191124,hou,dal,1,15.5,123.0,137.0,0,1.0,41.28333333,1.0,1.0,56.3,1.0,0.0,11500.0,2.0,66.07,-1.93,32,9,11,1,0,6,2,0,0,8,10
4224,James_Harden,20191122,hou,lac,0,22.5,119.0,122.0,0,1.0,42.33333333,1.0,1.0,66.6,1.0,0.0,11500.0,2.0,66.39,-9.3,37,8,12,2,0,4,5,9,16,0,0
4224,James_Harden,20191120,hou,den,0,21.0,95.0,105.0,0,1.0,37.1,1.0,1.0,46.9,0.0,0.0,11700.0,2.0,43.97,21.57,27,7,7,3,0,8,4,8,16,7,10
4224,James_Harden,20191118,hou,por,1,20.0,132.0,108.0,1,1.0,33.1,1.0,1.0,53.7,0.0,0.0,12500.0,2.0,65.79,-0.25,36,6,5,1,1,3,5,0,0,9,10
4224,James_Harden,20191116,hou,min,0,20.0,125.0,105.0,1,1.0,38.7,1.0,1.0,60.0,0.0,0.0,12700.0,2.0,63.6,3.46,49,5,6,0,0,4,8,0,0,9,11
4224,James_Harden,20191115,hou,ind,1,20.0,111.0,102.0,1,1.0,40.45,1.0,1.0,70.1,0.0,0.0,12500.0,2.0,67.44,-0.38,44,8,5,4,0,3,6,0,0,0,0
4224,James_Harden,20191113,hou,lac,1,19.5,102.0,93.0,1,1.0,44.45,1.0,1.0,67.7,0.0,0.0,12200.0,2.0,66.66,-0.15,47,6,7,3,0,6,7,0,0,0,0
4224,James_Harden,20191111,hou,nor,0,20.0,122.0,116.0,1,1.0,38.26666667,1.0,1.0,60.3,0.0,0.0,12000.0,2.0,66.89,-1.43,39,4,9,2,1,6,3,0,0,0,0
4224,James_Harden,20191109,hou,chi,0,20.0,117.0,94.0,1,1.0,35.8,1.0,1.0,67.5,1.0,0.0,11700.0,2.0,63.83,2.54,42,10,9,2,0,6,9,0,0,9,11
4224,James_Harden,20191106,hou,gsw,1,19.5,129.0,112.0,1,1.0,35.3,1.0,1.0,73.3,1.0,0.0,11500.0,2.0,66.52,-0.15,36,4,13,3,3,5,6,0,0,0,0
4224,James_Harden,20191104,hou,mem,0,20.0,107.0,100.0,1,1.0,37.25,1.0,1.0,68.0,1.0,0.0,11000.0,2.0,65.7,1.28,44,10,6,2,1,6,7,0,0,0,0
4224,James_Harden,20191103,hou,mia,0,18.0,100.0,129.0,0,1.0,26.43333333,1.0,1.0,35.3,0.0,0.0,11100.0,2.0,66.52,0.63,29,4,3,1,0,6,3,6,14,0,0
4224,James_Harden,20191101,hou,bkn,0,19.0,116.0,123.0,0,1.0,36.65,1.0,1.0,49.0,0.0,0.0,11200.0,2.0,67.44,-0.86,36,5,8,0,0,5,2,0,0,0,0
4224,James_Harden,20191030,hou,was,0,20.0,159.0,158.0,1,1.0,37.5,1.0,1.0,75.1,0.0,0.0,11000.0,2.0,67.39,-1.54,59,3,9,1,0,4,6,0,0,0,0
4224,James_Harden,20191028,hou,okc,1,20.0,116.0,112.0,1,1.0,36.86666667,1.0,1.0,56.1,0.0,0.0,11100.0,2.0,65.61,0.24,40,3,7,1,1,4,3,8,21,0,0
4224,James_Harden,20191026,hou,nor,1,20.0,126.0,123.0,1,1.0,36.08333333,1.0,1.0,36.3,0.0,0.0,11500.0,2.0,65.43,0.35,29,4,5,1,0,8,2,8,29,0,0
4224,James_Harden,20191024,hou,mil,1,20.0,111.0,117.0,0,1.0,36.43333333,1.0,1.0,47.4,1.0,0.0,11400.0,2.0,65.75,0.02,19,7,14,1,1,7,1,2,13,0,0
4212,Jrue_Holiday,20200202,nor,hou,0,14.0,109.0,117.0,0,1.0,33.58333333,1.0,1.0,22.6,0.0,0.0,7800.0,2.0,66.62,-0.37,11,3,6,0,1,4,0,5,14,1,3
4212,Jrue_Holiday,20200131,nor,mem,1,20.0,139.0,111.0,1,1.0,25.75,1.0,1.0,45.8,0.0,0.0,7600.0,2.0,67.16,-0.91,18,4,6,3,2,1,2,7,15,2,3
4212,Jrue_Holiday,20200128,nor,cle,0,19.5,125.0,111.0,1,1.0,33.2,1.0,1.0,62.4,0.0,0.0,7300.0,2.0,64.38,2.69,28,2,8,3,4,1,3,0,0,5,6
4212,Jrue_Holiday,20200126,nor,bos,1,18.0,123.0,108.0,1,1.0,34.11666667,1.0,1.0,37.7,0.0,0.0,7300.0,2.0,66.75,0.32,25,6,5,0,0,2,4,0,0,1,2
4212,Jrue_Holiday,20200124,nor,den,1,20.0,106.0,113.0,0,1.0,38.36666667,1.0,1.0,41.7,0.0,0.0,7300.0,2.0,67.3,0.11,12,6,9,3,1,3,0,5,17,2,3
4212,Jrue_Holiday,20200122,nor,sas,1,21.5,117.0,121.0,0,1.0,35.01666667,1.0,1.0,26.4,0.0,0.0,7500.0,2.0,67.76,-0.24,12,2,4,1,1,0,1,4,11,3,4
4212,Jrue_Holiday,20200120,nor,mem,0,17.0,126.0,116.0,1,1.0,32.15,1.0,1.0,48.7,0.0,0.0,7500.0,2.0,67.57,-0.17,36,6,1,2,1,5,7,0,0,5,5
4212,Jrue_Holiday,20200104,nor,sac,0,22.0,117.0,115.0,1,1.0,34.46666667,1.0,1.0,35.5,0.0,0.0,8300.0,2.0,67.8,-1.07,19,5,7,1,0,3,3,7,17,2,2
4212,Jrue_Holiday,20200103,nor,lal,0,22.5,113.0,123.0,0,1.0,35.56666667,1.0,1.0,27.6,0.0,0.0,8400.0,2.0,67.12,-2.92,12,3,6,1,1,3,0,4,14,4,4
4212,Jrue_Holiday,20191229,nor,hou,1,20.0,127.0,112.0,1,1.0,35.46666667,1.0,1.0,40.9,0.0,0.0,8700.0,2.0,66.07,-1.86,25,2,5,0,2,0,4,0,0,1,2
4212,Jrue_Holiday,20191228,nor,ind,1,19.0,120.0,98.0,1,1.0,28.78333333,1.0,1.0,40.1,0.0,0.0,8500.0,2.0,66.57,-6.66,20,3,7,2,1,3,2,9,16,0,0
4212,Jrue_Holiday,20191225,nor,den,0,22.5,112.0,100.0,1,1.0,31.41666667,1.0,1.0,50.8,0.0,0.0,8300.0,2.0,44.06,22.63,20,4,8,6,0,4,1,8,18,3,3
4212,Jrue_Holiday,20191223,nor,por,0,22.0,102.0,94.0,1,1.0,37.51666667,1.0,1.0,36.7,0.0,0.0,8200.0,2.0,66.62,-0.25,21,6,5,1,0,2,4,7,21,3,3
4212,Jrue_Holiday,20191220,nor,gsw,0,22.5,102.0,106.0,0,1.0,36.73333333,1.0,1.0,37.6,0.0,0.0,8600.0,2.0,67.48,-1.5,25,8,4,0,0,3,3,0,0,2,4
4212,Jrue_Holiday,20191218,nor,min,0,20.0,107.0,99.0,1,1.0,33.31666667,1.0,1.0,30.1,0.0,0.0,8200.0,2.0,64.01,3.16,18,3,3,2,0,2,3,5,20,5,7
4212,Jrue_Holiday,20191217,nor,bkn,1,20.0,101.0,108.0,0,1.0,37.66666667,1.0,1.0,45.0,0.0,0.0,8300.0,2.0,67.71,-0.54,21,5,6,1,2,0,2,9,28,1,1
