Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Kyle Anderson,SF,21.0,SAS,33.0,8.0,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,.359,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2,SF,21.0,33.0,358,8.2,0.389,.124,.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,,-0.3,0.6,0.3,.044,,-5.2,2.4,-2.7,-0.1
Ryan Anderson,PF,26.0,NOP,61.0,5.0,27.5,4.8,12.0,0.39899999999999997,2.0,5.9,0.34,2.8,6.1,.457,0.483,2.1,2.5,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7,PF,26.0,61.0,1675,15.6,0.524,.492,.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,,2.6,0.9,3.5,.100,,2.0,-3.1,-1.1,0.4
Giannis Antetokounmpo,SG,20.0,MIL,81.0,71.0,31.4,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7,SG,20.0,81.0,2541,14.8,0.552,.056,.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,,2.2,4.0,6.2,.117,,-1.7,2.1,0.5,1.6
Carmelo Anthony,SF,30.0,NYK,40.0,40.0,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,.474,0.48200000000000004,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2,SF,30.0,40.0,1428,21.5,0.531,.222,.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,,2.2,0.6,2.9,.097,,3.5,-2.2,1.4,1.2
Joel Anthony,C,32.0,DET,49.0,0.0,8.3,0.7,1.3,0.581,0.0,0.0,0.0,0.7,1.3,.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,C,32.0,49.0,406,14.7,0.607,.000,.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,,0.5,0.7,1.2,.142,,-3.4,4.8,1.4,0.3
Pero Antić,C,32.0,ATL,63.0,3.0,16.5,1.7,4.7,0.365,0.8,2.7,0.301,0.9,2.0,.455,0.45299999999999996,1.4,2.0,0.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7,C,32.0,63.0,1037,9.5,0.508,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,,0.5,1.0,1.5,.070,,-1.3,-1.4,-2.7,-0.2
Trevor Ariza,SF,29.0,HOU,82.0,82.0,35.7,4.5,11.1,0.402,2.4,6.8,0.35,2.1,4.3,.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8,SF,29.0,82.0,2930,12.7,0.539,.610,.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,,2.7,3.9,6.6,.108,,0.6,1.3,1.9,2.9
Darrell Arthur,PF,26.0,DEN,58.0,4.0,17.0,2.7,6.6,0.40399999999999997,0.4,1.9,0.23600000000000002,2.2,4.7,.471,0.43799999999999994,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,PF,26.0,58.0,988,11.5,0.466,.286,.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20.0,,-0.1,0.9,0.9,.042,,-1.8,0.7,-1.1,0.2
Ömer Aşık,C,28.0,NOP,76.0,76.0,26.1,2.8,5.4,0.517,0.0,0.0,0.0,2.8,5.4,.517,0.517,1.7,3.0,0.5820000000000001,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3,C,28.0,76.0,1982,15.5,0.545,.000,.546,14.0,28.8,21.4,5.4,0.8,2.1,15.7,14.0,,2.8,2.2,5.0,.120,,-1.3,0.6,-0.7,0.6
D.J. Augustin,PG,27.0,TOT,82.0,14.0,24.0,3.1,7.9,0.39899999999999997,1.0,3.0,0.337,2.1,4.9,.436,0.46299999999999997,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5,PG,27.0,82.0,1964,13.9,0.527,.380,.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,,2.5,0.9,3.4,.083,,0.2,-2.7,-2.5,-0.3
D.J. Augustin,PG,27.0,DET,54.0,13.0,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,.450,0.46299999999999997,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6,PG,27.0,54.0,1287,15.8,0.536,.325,.367,1.1,7.6,4.2,33.2,1.3,0.1,17.0,22.2,,2.0,0.6,2.5,.094,,0.8,-3.1,-2.4,-0.1
D.J. Augustin,PG,27.0,OKC,28.0,1.0,24.2,2.5,6.6,0.371,1.2,3.4,0.354,1.3,3.2,.389,0.462,1.1,1.3,0.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3,PG,27.0,28.0,677,10.2,0.503,.516,.194,1.1,8.4,4.8,18.5,1.2,0.1,14.8,15.1,,0.5,0.4,0.9,.063,,-0.9,-2.0,-2.8,-0.1
Jeff Ayres,PF,27.0,SAS,51.0,0.0,7.5,1.1,1.9,0.579,0.0,0.0,0.0,1.1,1.9,.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7,PF,27.0,51.0,383,14.4,0.618,.000,.379,11.2,23.3,17.3,5.5,1.1,1.6,19.0,16.3,,0.6,0.6,1.2,.147,,-2.1,0.4,-1.7,0.0
Luke Babbitt,SF,25.0,NOP,63.0,19.0,13.2,1.5,3.0,0.479,0.9,1.8,0.513,0.5,1.2,.429,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1,SF,25.0,63.0,830,11.1,0.639,.599,.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,,1.1,0.5,1.6,.092,,0.0,-1.4,-1.4,0.1
Cameron Bairstow,PF,24.0,CHI,18.0,1.0,3.6,0.2,0.8,0.214,0.0,0.0,0.0,0.2,0.8,.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,PF,24.0,18.0,64,2.1,0.309,.000,.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,,-0.1,0.0,-0.1,-0.048,,-6.7,-1.0,-7.7,-0.1
Leandro Barbosa,SG,32.0,GSW,66.0,1.0,14.9,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,SG,32.0,66.0,982,15.3,0.5579999999999999,.290,.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,,1.6,1.2,2.8,.137,,0.4,-1.2,-0.8,0.3
J.J. Barea,PG,30.0,DAL,77.0,10.0,17.7,2.9,7.0,0.42,0.7,2.2,0.32299999999999995,2.2,4.8,.463,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,PG,30.0,77.0,1362,15.1,0.502,.312,.175,1.8,9.0,5.4,29.6,1.2,0.1,10.8,21.2,,2.1,0.6,2.7,.096,,1.0,-2.5,-1.5,0.2
Andrea Bargnani,C,29.0,NYK,29.0,22.0,27.1,5.7,12.4,0.45399999999999996,0.5,1.4,0.366,5.1,11.0,.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,C,29.0,29.0,785,16.6,0.527,.114,.296,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,,0.8,0.2,0.9,.058,,-1.0,-2.7,-3.7,-0.3
Harrison Barnes,SF,22.0,GSW,82.0,82.0,28.3,3.9,8.0,0.48200000000000004,1.1,2.6,0.405,2.8,5.4,.519,0.5479999999999999,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,SF,22.0,82.0,2318,13.4,0.573,.328,.229,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,,3.7,3.0,6.7,.139,,0.5,0.6,1.1,1.8
Matt Barnes,SF,34.0,LAC,76.0,74.0,29.9,3.6,8.2,0.444,1.8,4.9,0.36200000000000004,1.9,3.3,.569,0.5529999999999999,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1,SF,34.0,76.0,2271,11.3,0.574,.603,.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,,2.2,2.1,4.3,.091,,0.9,0.7,1.6,2.1
Earl Barron,C,33.0,PHO,16.0,1.0,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,.286,0.33299999999999996,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2.0,C,33.0,16.0,143,5.0,0.361,.103,.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,,-0.1,0.1,0.0,-0.011,,-5.0,-0.9,-5.9,-0.1
Will Barton,SG,24.0,TOT,58.0,0.0,16.9,2.6,6.1,0.425,0.4,1.5,0.271,2.2,4.6,.474,0.45799999999999996,1.3,1.6,0.787,0.4,2.3,2.8,1.4,0.8,0.3,1.1,1.2,6.8,SG,24.0,58.0,983,13.6,0.503,.241,.266,2.8,15.3,8.9,13.0,2.5,1.5,13.4,20.2,,0.2,1.1,1.3,.063,,-1.7,1.1,-0.6,0.3
Will Barton,SG,24.0,POR,30.0,0.0,10.0,1.3,3.3,0.38,0.1,0.6,0.222,1.1,2.7,.415,0.4,0.3,0.5,0.667,0.1,1.0,1.1,0.9,0.5,0.1,0.6,0.7,3.0,SG,24.0,30.0,300,8.3,0.42200000000000004,.180,.150,1.1,10.8,6.1,13.4,2.4,1.0,13.8,18.5,,-0.4,0.4,0.0,.002,,-4.9,0.8,-4.0,-0.2
Will Barton,SG,24.0,DEN,28.0,0.0,24.4,4.0,9.0,0.44299999999999995,0.7,2.4,0.284,3.3,6.6,.500,0.48,2.3,2.8,0.81,0.8,3.8,4.6,1.9,1.2,0.5,1.6,1.8,11.0,SG,24.0,28.0,683,15.9,0.5329999999999999,.265,.312,3.5,17.2,10.1,12.8,2.5,1.7,13.3,21.0,,0.6,0.7,1.3,.089,,-0.4,1.2,0.9,0.5
Brandon Bass,PF,29.0,BOS,82.0,43.0,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,PF,29.0,82.0,1929,16.3,0.557,.047,.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,,3.4,1.9,5.3,.132,,-0.4,-0.1,-0.5,0.7
Nicolas Batum,SF,26.0,POR,71.0,71.0,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,.481,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4,SF,26.0,71.0,2380,13.1,0.516,.515,.163,2.8,15.6,9.4,20.5,1.7,1.2,17.0,14.6,,2.0,3.2,5.2,.105,,0.6,2.6,3.1,3.1
Jerryd Bayless,PG,26.0,MIL,77.0,4.0,22.3,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8,PG,26.0,77.0,1717,11.1,0.519,.233,.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,,0.3,2.0,2.4,.066,,-2.3,-0.3,-2.6,-0.3
Aron Baynes,C,28.0,SAS,70.0,17.0,16.0,2.6,4.7,0.5660000000000001,0.0,0.1,0.25,2.6,4.6,.570,0.5670000000000001,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6,C,28.0,70.0,1122,15.9,0.618,.012,.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,,2.3,1.6,3.9,.166,,-0.7,-0.2,-1.0,0.3
Kent Bazemore,SG,25.0,ATL,75.0,10.0,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2,SG,25.0,75.0,1324,9.7,0.52,.399,.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,,-0.4,1.9,1.6,.057,,-3.1,1.3,-1.8,0.1
Bradley Beal,SG,21.0,WAS,63.0,59.0,33.4,5.8,13.5,0.42700000000000005,1.7,4.1,0.409,4.1,9.4,.434,0.489,2.1,2.6,0.7829999999999999,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3,SG,21.0,63.0,2107,14.0,0.521,.304,.195,3.1,9.6,6.4,15.0,1.8,0.7,11.7,22.5,,1.3,2.4,3.7,.085,,0.5,-0.1,0.5,1.3
Michael Beasley,PF,26.0,MIA,24.0,1.0,21.0,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,.472,0.45299999999999996,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8,PF,26.0,24.0,505,10.6,0.474,.160,.123,2.9,17.9,10.6,11.5,1.6,2.2,14.2,24.2,,-0.6,0.5,-0.1,-0.007,,-4.3,-0.4,-4.7,-0.3
Marco Belinelli,SG,28.0,SAS,62.0,9.0,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,.471,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2,SG,28.0,62.0,1388,12.4,0.5529999999999999,.489,.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,,1.5,1.4,2.9,.100,,0.6,-1.1,-0.5,0.5
Jerrelle Benimon,PF,23.0,UTA,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,PF,23.0,2.0,3,4.7,0.0,,,38.7,76.6,57.8,0.0,0.0,0.0,100.0,15.3,,0.0,0.0,0.0,-0.215,,-20.3,-6.6,-26.9,0.0
Anthony Bennett,PF,21.0,MIN,57.0,3.0,15.7,2.2,5.2,0.42100000000000004,0.1,0.4,0.304,2.1,4.8,.431,0.433,0.7,1.1,0.6409999999999999,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2,PF,21.0,57.0,894,11.4,0.45799999999999996,.077,.215,6.5,21.6,13.8,8.7,1.5,1.4,10.0,17.8,,-0.1,0.4,0.3,.017,,-3.6,-1.2,-4.8,-0.6
Patrick Beverley,PG,26.0,HOU,56.0,55.0,30.8,3.6,9.5,0.38299999999999995,2.1,5.8,0.35600000000000004,1.6,3.7,.426,0.49200000000000005,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1,PG,26.0,56.0,1727,11.3,0.509,.607,.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,,1.7,1.8,3.5,.096,,0.5,0.3,0.8,1.2
Sim Bhullar,C,22.0,SAC,3.0,0.0,1.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,.500,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7,C,22.0,3.0,3,44.3,0.5,.000,.000,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,,0.0,0.0,0.0,.389,,9.4,17.1,26.6,0.0
Bismack Biyombo,C,22.0,CHO,64.0,21.0,19.4,1.6,2.9,0.5429999999999999,0.0,0.0,0.0,1.6,2.9,.543,0.5429999999999999,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,C,22.0,64.0,1243,15.2,0.578,.000,.941,13.7,22.6,18.0,2.0,0.7,6.3,16.5,11.6,,1.8,2.2,4.0,.156,,-3.2,2.8,-0.4,0.5
Tarik Black,C,23.0,TOT,63.0,39.0,19.0,2.5,4.3,0.575,0.0,0.0,0.0,2.5,4.3,.577,0.575,1.0,1.9,0.551,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6.0,C,23.0,63.0,1196,14.7,0.583,.004,.432,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,,2.2,0.9,3.1,.124,,-1.0,-0.6,-1.6,0.1
Tarik Black,C,23.0,HOU,25.0,12.0,15.7,1.8,3.3,0.542,0.0,0.0,0.0,1.8,3.3,.549,0.542,0.6,1.2,0.517,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,4.2,C,23.0,25.0,393,11.6,0.5479999999999999,.012,.349,16.3,19.3,17.8,3.1,0.8,0.4,16.6,12.7,,0.5,0.4,0.9,.113,,-2.4,-1.3,-3.7,-0.2
Tarik Black,C,23.0,LAL,38.0,27.0,21.1,2.9,5.0,0.589,0.0,0.0,0.0,2.9,5.0,.589,0.589,1.3,2.3,0.562,2.2,4.1,6.3,0.9,0.3,0.6,0.8,2.7,7.2,C,23.0,38.0,803,16.3,0.598,.000,.468,11.1,22.5,16.6,6.8,0.8,2.2,11.2,14.3,,1.7,0.4,2.2,.129,,-0.3,-0.2,-0.5,0.3
DeJuan Blair,PF,25.0,WAS,29.0,0.0,6.2,0.9,2.0,0.456,0.0,0.0,0.0,0.9,2.0,.456,0.456,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9,PF,25.0,29.0,180,7.7,0.469,.000,.105,10.3,24.5,17.5,2.6,2.0,0.4,17.9,18.3,,-0.2,0.3,0.1,.033,,-6.4,-1.0,-7.4,-0.2
Steve Blake,PG,34.0,POR,81.0,0.0,18.9,1.5,4.0,0.373,1.0,2.7,0.35200000000000004,0.6,1.3,.417,0.491,0.4,0.5,0.7070000000000001,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3,PG,34.0,81.0,1529,9.5,0.507,.670,.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,,0.7,1.4,2.1,.066,,-1.2,-0.9,-2.1,0.0
Eric Bledsoe,PG,25.0,PHO,81.0,81.0,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0,PG,25.0,81.0,2800,18.4,0.555,.260,.422,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,,4.1,2.9,7.0,.119,,1.7,0.9,2.6,3.3
