Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Joel Bolomboy,PF,23.0,UTA,12.0,0.0,4.4,0.8,1.3,0.563,0.1,0.3,0.25,0.7,1.0,.667,0.594,0.3,0.5,0.5,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8,PF,23.0,12.0,53,19.7,0.59,.250,.375,9.0,27.6,18.5,6.3,1.0,3.1,9.7,18.2,,0.1,0.1,0.2,.171,,-1.3,0.5,-0.8,0.0
Devin Booker,SG,20.0,PHO,78.0,78.0,35.0,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,.447,0.475,4.7,5.7,0.8320000000000001,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,SG,20.0,78.0,2730,14.6,0.531,.283,.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,,1.3,0.6,2.0,.035,,0.4,-2.7,-2.3,-0.2
Trevor Booker,PF,29.0,BRK,71.0,43.0,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,.546,0.537,1.0,1.5,0.6729999999999999,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,PF,29.0,71.0,1754,15.7,0.5539999999999999,.132,.186,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,,1.0,2.2,3.1,.086,,-1.6,1.7,0.1,0.9
Avery Bradley,SG,26.0,BOS,55.0,55.0,33.4,6.5,14.1,0.46299999999999997,2.0,5.0,0.39,4.6,9.1,.504,0.5329999999999999,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,SG,26.0,55.0,1835,14.4,0.5479999999999999,.357,.120,4.0,16.2,10.1,11.0,1.8,0.5,9.7,21.9,,1.1,2.0,3.1,.081,,-0.2,-0.4,-0.5,0.7
Corey Brewer,SF,30.0,TOT,82.0,11.0,15.6,1.8,4.2,0.42200000000000004,0.3,1.4,0.22899999999999998,1.5,2.8,.522,0.461,0.6,0.8,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5,SF,30.0,82.0,1281,9.1,0.491,.339,.195,2.7,11.6,7.1,10.7,2.3,1.3,12.7,14.3,,0.0,1.2,1.2,.045,,-2.9,0.2,-2.7,-0.2
Corey Brewer,SF,30.0,HOU,58.0,8.0,15.9,1.6,3.9,0.414,0.4,1.6,0.23399999999999999,1.2,2.3,.541,0.46299999999999997,0.6,0.8,0.727,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,4.2,SF,30.0,58.0,923,7.5,0.491,.414,.194,2.5,11.0,6.7,9.0,1.9,1.1,12.7,12.9,,0.0,0.8,0.9,.045,,-3.1,0.0,-3.1,-0.3
Corey Brewer,SF,30.0,LAL,24.0,3.0,14.9,2.2,5.0,0.43799999999999994,0.2,1.0,0.20800000000000002,2.0,4.0,.495,0.45899999999999996,0.8,1.0,0.75,0.5,1.7,2.2,1.5,1.0,0.3,0.8,1.2,5.4,SF,30.0,24.0,358,13.3,0.49,.198,.198,3.2,13.0,7.9,15.0,3.3,1.8,12.6,18.0,,0.0,0.3,0.3,.047,,-2.4,0.7,-1.7,0.0
Malcolm Brogdon,SG,24.0,MIL,75.0,28.0,26.4,3.9,8.5,0.457,1.0,2.6,0.40399999999999997,2.8,5.9,.480,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,SG,24.0,75.0,1982,14.9,0.555,.304,.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,,2.6,1.5,4.1,.100,,0.6,-1.1,-0.5,0.8
Aaron Brooks,PG,32.0,IND,65.0,0.0,13.8,1.9,4.6,0.40299999999999997,0.7,2.0,0.375,1.1,2.6,.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,PG,32.0,65.0,894,9.5,0.507,.427,.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,,-0.2,0.5,0.3,.016,,-2.1,-2.5,-4.6,-0.6
Anthony Brown,SF,24.0,TOT,11.0,0.0,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1.0,2.1,.478,0.43,0.0,0.0,0.0,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9,SF,24.0,11.0,159,7.2,0.43,.540,.000,5.3,16.9,11.0,7.6,1.5,0.5,10.7,15.6,,-0.2,0.2,0.0,.001,,-3.8,-0.2,-4.0,-0.1
Anthony Brown,SF,24.0,NOP,9.0,0.0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,.471,0.415,0.0,0.0,0.0,0.7,2.2,2.9,0.7,0.6,0.1,0.6,1.4,3.8,SF,24.0,9.0,143,5.9,0.415,.585,.000,4.4,14.8,9.6,5.9,1.7,0.6,10.9,14.2,,-0.2,0.2,0.0,-0.007,,-4.3,0.0,-4.3,-0.1
Anthony Brown,SF,24.0,ORL,2.0,0.0,8.0,2.0,4.5,0.444,0.5,1.5,0.33299999999999996,1.5,3.0,.500,0.5,0.0,0.0,0.0,1.0,2.5,3.5,1.0,0.0,0.0,0.5,1.0,4.5,SF,24.0,2.0,16,18.5,0.5,.333,.000,13.2,35.0,23.8,23.0,0.0,0.0,10.0,27.5,,0.0,0.0,0.0,.076,,0.9,-1.8,-0.8,0.0
Bobby Brown,PG,32.0,HOU,25.0,0.0,4.9,0.9,2.4,0.38299999999999995,0.6,1.4,0.4,0.4,1.0,.360,0.5,0.1,0.1,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5,PG,32.0,25.0,123,10.8,0.509,.583,.033,0.0,5.3,2.7,17.6,0.4,0.0,7.6,22.7,,0.1,0.0,0.1,.040,,-1.5,-6.1,-7.6,-0.2
Jaylen Brown,SF,20.0,BOS,78.0,20.0,17.2,2.5,5.4,0.45399999999999996,0.6,1.7,0.341,1.9,3.7,.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,SF,20.0,78.0,1341,10.3,0.539,.319,.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,,0.2,1.3,1.5,.053,,-3.1,-0.9,-4.0,-0.7
Nicolás Brussino,SG,23.0,DAL,54.0,2.0,9.6,1.0,2.6,0.369,0.5,1.8,0.305,0.4,0.9,.500,0.47200000000000003,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,SG,23.0,54.0,521,10.7,0.498,.674,.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,,0.0,0.6,0.6,.055,,-1.7,0.7,-1.0,0.1
Reggie Bullock,SF,25.0,DET,31.0,5.0,15.1,1.7,4.1,0.42200000000000004,0.9,2.4,0.384,0.8,1.8,.473,0.531,0.2,0.2,0.7140000000000001,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,SF,25.0,31.0,467,11.7,0.5379999999999999,.570,.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,,0.4,0.5,1.0,.101,,-0.4,0.5,0.1,0.2
Trey Burke,PG,24.0,WAS,57.0,0.0,12.3,2.0,4.5,0.455,0.5,1.2,0.44299999999999995,1.5,3.2,.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,PG,24.0,57.0,703,10.8,0.532,.275,.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,,0.3,0.3,0.5,.036,,-2.3,-3.4,-5.7,-0.7
Alec Burks,SG,25.0,UTA,42.0,0.0,15.5,2.4,5.9,0.39899999999999997,0.6,1.8,0.32899999999999996,1.8,4.1,.430,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,SG,25.0,42.0,653,11.6,0.501,.306,.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,,-0.1,0.9,0.8,.056,,-3.3,-0.9,-4.2,-0.4
Jimmy Butler,SF,27.0,CHI,76.0,75.0,37.0,7.5,16.5,0.455,1.2,3.3,0.36700000000000005,6.3,13.2,.477,0.49200000000000005,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,SF,27.0,76.0,2809,25.1,0.586,.198,.540,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,,10.1,3.8,13.8,.236,,5.8,1.1,6.9,6.3
Bruno Caboclo,SF,21.0,TOR,9.0,0.0,4.4,0.7,1.8,0.375,0.2,0.7,0.33299999999999996,0.4,1.1,.400,0.43799999999999994,0.0,0.0,0.0,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6,SF,21.0,9.0,40,14.6,0.43799999999999994,.375,.000,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,,0.0,0.1,0.1,.083,,0.1,0.7,0.8,0.0
José Calderón,PG,35.0,TOT,41.0,13.0,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,.500,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4,PG,35.0,41.0,539,8.9,0.506,.478,.090,3.0,12.2,7.5,23.3,1.0,0.2,22.7,14.4,,0.0,0.3,0.3,.023,,-2.9,-1.8,-4.7,-0.4
José Calderón,PG,35.0,LAL,24.0,11.0,12.2,1.3,3.2,0.41600000000000004,0.5,1.4,0.353,0.8,1.8,.465,0.494,0.2,0.2,1.0,0.3,1.4,1.8,2.1,0.3,0.0,1.1,0.9,3.3,PG,35.0,24.0,292,9.1,0.508,.442,.052,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,,-0.1,0.1,0.0,.000,,-3.0,-2.1,-5.1,-0.2
José Calderón,PG,35.0,ATL,17.0,2.0,14.5,1.4,3.4,0.40399999999999997,0.5,1.8,0.267,0.9,1.6,.556,0.474,0.4,0.5,0.875,0.4,1.5,1.9,2.2,0.2,0.0,0.9,0.8,3.6,PG,35.0,17.0,247,8.7,0.504,.526,.140,3.2,11.0,7.1,21.6,0.8,0.0,19.9,13.3,,0.1,0.2,0.3,.051,,-2.8,-1.4,-4.2,-0.1
Kentavious Caldwell-Pope,SG,23.0,DET,76.0,75.0,33.3,4.9,12.2,0.39899999999999997,2.0,5.8,0.35,2.9,6.5,.442,0.48100000000000004,2.0,2.4,0.8320000000000001,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,SG,23.0,76.0,2529,12.8,0.519,.471,.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,,2.0,2.5,4.5,.086,,0.9,0.0,0.9,1.8
Isaiah Canaan,SG,25.0,CHI,39.0,0.0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,SG,25.0,39.0,592,8.1,0.483,.543,.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,,0.0,0.6,0.5,.042,,-2.3,-1.1,-3.4,-0.2
Clint Capela,C,22.0,HOU,65.0,59.0,23.9,5.6,8.7,0.643,0.0,0.0,0.0,5.6,8.7,.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,C,22.0,65.0,1551,21.4,0.638,.000,.314,12.5,24.5,18.5,6.7,1.1,4.1,12.0,19.9,,3.8,2.1,5.9,.184,,0.0,0.9,0.9,1.1
DeMarre Carroll,SF,30.0,TOR,72.0,72.0,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,.483,0.499,1.2,1.6,0.7609999999999999,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,8.9,SF,30.0,72.0,1882,11.9,0.53,.582,.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,,1.7,2.1,3.8,.097,,0.7,0.4,1.0,1.4
Vince Carter,SF,40.0,MEM,73.0,15.0,24.6,2.6,6.7,0.39399999999999996,1.5,4.1,0.37799999999999995,1.1,2.7,.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,SF,40.0,73.0,1799,11.7,0.542,.604,.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,,1.9,2.1,4.0,.106,,0.1,0.9,1.0,1.4
Michael Carter-Williams,PG,25.0,CHI,45.0,19.0,18.8,2.5,6.8,0.366,0.3,1.4,0.23399999999999999,2.2,5.4,.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,PG,25.0,45.0,846,9.9,0.43700000000000006,.209,.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,,-1.0,1.3,0.2,.013,,-4.1,1.7,-2.4,-0.1
Omri Casspi,PF,28.0,TOT,36.0,2.0,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2,PF,28.0,36.0,643,10.0,0.526,.262,.177,4.9,15.2,10.1,8.6,1.8,0.4,14.1,14.4,,0.1,0.4,0.5,.038,,-2.4,-0.6,-3.0,-0.2
Omri Casspi,PF,28.0,SAC,22.0,2.0,18.0,2.4,5.3,0.45299999999999996,0.5,1.3,0.379,1.9,4.0,.477,0.5,0.5,1.0,0.5710000000000001,0.9,3.2,4.1,1.2,0.5,0.0,0.8,1.0,5.9,PF,28.0,22.0,397,11.4,0.511,.248,.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,,0.1,0.3,0.4,.043,,-2.5,-0.9,-3.4,-0.1
Omri Casspi,PF,28.0,NOP,1.0,0.0,24.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,.600,0.667,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0,PF,28.0,1.0,24,10.0,0.667,.444,.000,4.4,4.4,4.4,0.0,0.0,0.0,18.2,20.3,,0.0,0.0,0.0,.015,,-2.5,-5.6,-8.1,0.0
Omri Casspi,PF,28.0,MIN,13.0,0.0,17.1,1.5,2.9,0.5,0.2,0.8,0.2,1.3,2.2,.607,0.526,0.4,0.6,0.625,0.5,1.1,1.5,0.8,1.0,0.2,0.8,1.8,3.5,PF,28.0,13.0,222,7.5,0.542,.263,.211,3.1,7.5,5.3,6.8,3.0,0.8,19.4,10.3,,0.0,0.2,0.1,.032,,-2.3,0.7,-1.6,0.0
Willie Cauley-Stein,C,23.0,SAC,75.0,21.0,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,C,23.0,75.0,1421,16.3,0.5579999999999999,.004,.314,7.0,20.4,13.8,9.4,1.9,2.8,11.2,19.7,,1.4,1.5,2.9,.100,,-2.0,0.8,-1.2,0.3
Tyson Chandler,C,34.0,PHO,47.0,46.0,27.6,3.3,4.9,0.6709999999999999,0.0,0.0,0.0,3.3,4.9,.671,0.6709999999999999,1.9,2.6,0.7340000000000001,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,C,34.0,47.0,1298,16.6,0.703,.000,.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,,2.7,1.3,4.1,.151,,-0.7,0.3,-0.3,0.5
Wilson Chandler,SF,29.0,DEN,71.0,33.0,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,.527,0.52,2.0,2.7,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,SF,29.0,71.0,2197,14.9,0.545,.347,.207,5.2,17.8,11.6,9.8,1.1,1.1,10.0,22.0,,2.4,1.1,3.5,.077,,0.5,-1.4,-0.9,0.6
Marquese Chriss,PF,19.0,PHO,82.0,75.0,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5.0,.520,0.506,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,PF,19.0,82.0,1743,12.3,0.529,.354,.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,,0.3,1.5,1.8,.050,,-1.6,0.0,-1.6,0.2
Rakeem Christmas,PF,25.0,IND,29.0,0.0,7.6,0.7,1.5,0.442,0.0,0.0,0.0,0.7,1.5,.442,0.442,0.7,1.0,0.7240000000000001,0.9,1.0,1.9,0.1,0.1,0.2,0.3,1.3,2.0,PF,25.0,29.0,219,10.4,0.529,.000,.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,,0.3,0.2,0.5,.099,,-3.0,-1.2,-4.2,-0.1
Semaj Christon,PG,24.0,OKC,64.0,1.0,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,.406,0.37200000000000005,0.3,0.5,0.5479999999999999,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,PG,24.0,64.0,973,5.7,0.387,.283,.139,2.2,7.8,4.9,18.1,1.4,0.6,15.4,12.2,,-0.7,0.8,0.1,.006,,-5.1,-1.2,-6.3,-1.1
Ian Clark,SG,25.0,GSW,77.0,0.0,14.8,2.7,5.6,0.48700000000000004,0.8,2.1,0.374,1.9,3.5,.556,0.5579999999999999,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8,SG,25.0,77.0,1137,13.1,0.575,.376,.134,2.3,9.0,5.8,11.2,1.7,0.6,10.7,19.5,,1.0,1.3,2.3,.099,,-0.6,-1.4,-2.0,0.0
Jordan Clarkson,SG,24.0,LAL,82.0,19.0,29.2,5.8,13.1,0.445,1.4,4.3,0.32899999999999996,4.4,8.7,.503,0.5,1.6,2.0,0.7979999999999999,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7,SG,24.0,82.0,2397,13.2,0.526,.332,.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,,0.5,0.7,1.2,.024,,-0.5,-2.3,-2.7,-0.4
Norris Cole,PG,28.0,OKC,13.0,0.0,9.6,1.2,4.0,0.308,0.2,1.0,0.231,1.0,3.0,.333,0.337,0.6,0.8,0.8,0.0,0.8,0.8,1.1,0.6,0.0,0.5,1.4,3.3,PG,28.0,13.0,125,5.4,0.381,.250,.192,0.0,9.8,4.9,16.3,3.1,0.0,11.0,21.5,,-0.2,0.2,-0.1,-0.033,,-6.5,-1.7,-8.2,-0.2
Darren Collison,PG,29.0,SAC,68.0,64.0,30.3,5.0,10.5,0.47600000000000003,1.1,2.6,0.41700000000000004,3.9,7.9,.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,PG,29.0,68.0,2063,15.3,0.57,.245,.239,1.3,7.1,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,.091,,0.8,-2.3,-1.5,0.3
Nick Collison,PF,36.0,OKC,20.0,0.0,6.4,0.7,1.2,0.609,0.0,0.1,0.0,0.7,1.1,.636,0.609,0.3,0.4,0.625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7,PF,36.0,20.0,128,12.9,0.622,.043,.348,7.8,19.1,13.4,13.2,0.8,1.2,13.1,10.1,,0.3,0.1,0.4,.145,,-1.8,0.0,-1.8,0.0
Mike Conley,PG,29.0,MEM,69.0,68.0,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,.497,0.545,4.6,5.3,0.8590000000000001,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5,PG,29.0,69.0,2292,23.2,0.604,.415,.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,,7.5,2.5,10.0,.209,,6.5,-0.8,5.7,4.5
Pat Connaughton,SG,24.0,POR,39.0,1.0,8.1,0.9,1.8,0.514,0.4,0.8,0.515,0.5,1.0,.513,0.632,0.2,0.2,0.778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5,SG,24.0,39.0,316,11.8,0.645,.458,.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,,0.4,0.2,0.6,.090,,-0.9,-1.6,-2.5,0.0
Quinn Cook,PG,23.0,TOT,14.0,0.0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,.550,0.583,0.1,0.4,0.4,0.1,0.4,0.5,1.9,0.3,0.0,0.9,0.9,5.6,PG,23.0,14.0,188,11.8,0.579,.394,.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,,0.1,0.1,0.2,.047,,-1.7,-4.2,-5.9,-0.2
Quinn Cook,PG,23.0,DAL,5.0,0.0,15.4,2.2,5.0,0.44,1.0,2.8,0.35700000000000004,1.2,2.2,.545,0.54,0.0,0.4,0.0,0.0,0.6,0.6,2.4,0.2,0.0,1.6,1.2,5.4,PG,23.0,5.0,77,6.9,0.522,.560,.080,0.0,4.8,2.3,25.7,0.7,0.0,23.6,20.7,,-0.1,0.0,-0.1,-0.046,,-4.2,-4.5,-8.7,-0.1
Quinn Cook,PG,23.0,NOP,9.0,0.0,12.3,2.4,4.6,0.537,0.7,1.3,0.5,1.8,3.2,.552,0.61,0.2,0.3,0.667,0.1,0.3,0.4,1.6,0.3,0.0,0.6,0.8,5.8,PG,23.0,9.0,111,15.3,0.614,.293,.073,0.9,2.9,1.9,20.7,1.3,0.0,10.6,18.9,,0.2,0.1,0.3,.110,,0.0,-4.0,-4.0,-0.1
DeMarcus Cousins,C,26.0,TOT,72.0,72.0,34.2,9.0,19.9,0.452,1.8,5.0,0.361,7.2,14.8,.483,0.498,7.2,9.3,0.772,2.1,8.9,11.0,4.6,1.4,1.3,3.7,3.9,27.0,C,26.0,72.0,2465,25.8,0.562,.253,.468,7.0,29.2,18.2,25.8,2.0,3.4,13.5,36.5,,3.9,3.8,7.6,.149,,3.9,2.6,6.6,5.3
DeMarcus Cousins,C,26.0,SAC,55.0,55.0,34.4,9.2,20.3,0.452,1.7,4.9,0.35600000000000004,7.5,15.5,.482,0.494,7.7,10.0,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8,C,26.0,55.0,1891,26.5,0.562,.239,.491,7.1,28.3,17.8,27.4,2.0,3.6,13.2,37.5,,3.4,2.6,6.0,.153,,4.5,2.6,7.1,4.3
DeMarcus Cousins,C,26.0,NOP,17.0,17.0,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,.486,0.51,5.5,7.1,0.777,2.2,10.2,12.4,3.9,1.5,1.1,3.6,4.4,24.4,C,26.0,17.0,574,23.2,0.564,.306,.385,6.8,32.2,19.4,20.6,2.1,2.7,14.4,33.1,,0.5,1.1,1.6,.136,,2.0,2.8,4.8,1.0
Robert Covington,SF,26.0,PHI,67.0,67.0,31.6,4.4,10.9,0.39899999999999997,2.0,6.1,0.33299999999999996,2.3,4.8,.484,0.49200000000000005,2.1,2.6,0.8220000000000001,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,SF,26.0,67.0,2119,13.2,0.534,.563,.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,,0.0,3.2,3.1,.071,,-0.7,2.0,1.4,1.8
Allen Crabbe,SG,24.0,POR,79.0,7.0,28.5,3.8,8.2,0.46799999999999997,1.7,3.8,0.444,2.1,4.4,.490,0.5720000000000001,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,SG,24.0,79.0,2254,11.6,0.602,.467,.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,,3.1,1.0,4.2,.089,,0.3,-1.3,-1.0,0.6
Jamal Crawford,SG,36.0,LAC,82.0,1.0,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,.443,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,SG,36.0,82.0,2157,12.0,0.525,.370,.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,,0.5,1.4,1.9,.043,,-1.0,-2.1,-3.0,-0.6
Jordan Crawford,SG,28.0,NOP,19.0,0.0,23.3,5.5,11.5,0.48200000000000004,1.9,5.0,0.389,3.6,6.5,.553,0.5670000000000001,1.1,1.4,0.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6,14.1,SG,28.0,19.0,442,17.6,0.5820000000000001,.436,.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,,0.6,0.3,0.9,.102,,2.6,-3.0,-0.4,0.2
Jae Crowder,SF,26.0,BOS,72.0,72.0,32.4,4.6,10.0,0.46299999999999997,2.2,5.5,0.39799999999999996,2.4,4.5,.540,0.5720000000000001,2.4,3.0,0.8109999999999999,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9,SF,26.0,72.0,2335,14.9,0.613,.547,.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17.0,,4.1,2.5,6.7,.137,,1.4,0.2,1.6,2.1
Dante Cunningham,PF,29.0,NOP,66.0,35.0,25.0,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6,PF,29.0,66.0,1649,10.2,0.586,.504,.075,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,,1.4,1.6,3.0,.088,,-1.3,0.8,-0.5,0.6
Seth Curry,PG,26.0,DAL,70.0,42.0,29.0,4.8,10.0,0.48100000000000004,2.0,4.6,0.425,2.9,5.4,.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,PG,26.0,70.0,2029,15.5,0.601,.458,.142,1.4,9.3,5.1,16.0,2.0,0.3,11.0,19.5,,2.9,1.7,4.6,.110,,1.8,-0.4,1.4,1.7
Stephen Curry,PG,28.0,GSW,79.0,79.0,33.4,8.5,18.3,0.46799999999999997,4.1,10.0,0.41100000000000003,4.4,8.3,.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,PG,28.0,79.0,2638,24.6,0.624,.547,.251,2.7,11.4,7.3,31.2,2.6,0.5,13.0,30.1,,8.7,3.9,12.6,.229,,7.8,-0.4,7.3,6.2
Troy Daniels,SG,25.0,MEM,67.0,3.0,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,.336,0.513,0.6,0.8,0.7959999999999999,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,SG,25.0,67.0,1183,10.4,0.531,.717,.109,2.1,7.8,4.8,6.6,0.9,0.3,8.0,21.7,,0.5,0.8,1.3,.051,,0.4,-3.5,-3.1,-0.3
Anthony Davis,C,23.0,NOP,75.0,75.0,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0,C,23.0,75.0,2708,27.5,0.58,.088,.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,,5.9,5.1,11.0,.195,,1.4,2.3,3.7,3.9
