Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Tony Allen,SG,35.0,MEM,71.0,66.0,27.0,3.9,8.4,0.461,0.2,0.8,0.278,3.6,7.6,.479,0.473,1.1,1.8,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,SG,35.0,71.0,1914,13.3,0.493,.091,.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,.077,,-1.8,2.4,0.6,1.3
Al-Farouq Aminu,PF,26.0,POR,61.0,25.0,29.1,3.0,7.6,0.39299999999999996,1.1,3.5,0.33,1.9,4.2,.445,0.46799999999999997,1.6,2.2,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,PF,26.0,61.0,1773,11.3,0.506,.455,.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,.051,,-2.3,1.2,-1.1,0.4
Chris Andersen,C,38.0,CLE,12.0,0.0,9.5,0.8,1.8,0.409,0.0,0.3,0.0,0.8,1.6,.474,0.409,0.8,1.2,0.7140000000000001,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,2.3,C,38.0,12.0,114,11.6,0.49700000000000005,.136,.636,9.0,20.6,15.0,5.9,2.2,5.0,15.1,13.0,,0.1,0.2,0.2,.102,,-3.8,3.0,-0.9,0.0
Alan Anderson,SF,34.0,LAC,30.0,0.0,10.3,1.0,2.7,0.375,0.5,1.5,0.318,0.5,1.2,.444,0.46299999999999997,0.4,0.5,0.75,0.1,0.7,0.8,0.4,0.1,0.0,0.2,1.2,2.9,SF,34.0,30.0,308,5.0,0.494,.550,.200,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,,0.0,0.1,0.1,.020,,-2.6,-2.3,-4.9,-0.2
Justin Anderson,SF,23.0,TOT,75.0,10.0,16.4,2.5,5.9,0.424,0.8,2.6,0.299,1.7,3.3,.522,0.49,1.4,1.7,0.7909999999999999,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1,SF,23.0,75.0,1228,13.9,0.537,.442,.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,.074,,-1.2,-0.3,-1.6,0.1
Justin Anderson,SF,23.0,DAL,51.0,2.0,13.9,2.2,5.4,0.401,0.7,2.4,0.303,1.5,3.0,.477,0.46799999999999997,1.4,1.7,0.795,0.8,2.2,2.9,0.6,0.5,0.3,0.8,1.3,6.5,SF,23.0,51.0,710,14.7,0.521,.440,.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,.067,,-1.8,-0.1,-2.0,0.0
Justin Anderson,SF,23.0,PHI,24.0,8.0,21.6,3.1,6.8,0.46299999999999997,0.9,3.0,0.292,2.3,3.8,.600,0.528,1.3,1.7,0.78,1.3,2.8,4.0,1.4,0.5,0.3,1.1,1.9,8.5,SF,23.0,24.0,518,12.8,0.564,.444,.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,.084,,-0.4,-0.6,-1.0,0.1
Kyle Anderson,SF,23.0,SAS,72.0,14.0,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,.462,0.48100000000000004,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,SF,23.0,72.0,1020,12.5,0.525,.191,.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2.0,2.7,.127,,-2.1,3.7,1.6,0.9
Ryan Anderson,PF,28.0,HOU,72.0,72.0,29.4,4.5,10.7,0.418,2.8,7.0,0.40299999999999997,1.7,3.7,.446,0.55,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,PF,28.0,72.0,2116,13.5,0.583,.655,.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,,4.0,1.1,5.2,.117,,1.8,-2.6,-0.8,0.6
Giannis Antetokounmpo,SF,22.0,MIL,80.0,80.0,35.6,8.2,15.7,0.521,0.6,2.3,0.272,7.6,13.5,.563,0.541,5.9,7.7,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,SF,22.0,80.0,2845,26.1,0.599,.143,.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,.210,,4.1,3.5,7.6,6.9
Carmelo Anthony,SF,32.0,NYK,74.0,74.0,34.3,8.1,18.8,0.433,2.0,5.7,0.359,6.1,13.1,.466,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,SF,32.0,74.0,2538,17.9,0.535,.303,.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,,3.2,1.5,4.7,.089,,1.5,-2.2,-0.7,0.8
Joel Anthony,C,34.0,SAS,19.0,0.0,6.4,0.5,0.8,0.625,0.0,0.0,0.0,0.5,0.8,.625,0.625,0.3,0.4,0.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,C,34.0,19.0,122,11.6,0.64,.000,.500,7.6,20.9,14.4,3.4,0.8,4.0,17.0,8.7,,0.1,0.2,0.4,.141,,-3.1,2.5,-0.6,0.0
Trevor Ariza,SF,31.0,HOU,80.0,80.0,34.7,4.1,10.0,0.409,2.4,6.9,0.344,1.7,3.0,.556,0.528,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,SF,31.0,80.0,2773,12.4,0.5479999999999999,.695,.158,2.1,15.9,9.0,8.8,2.5,0.6,7.9,14.1,,2.8,3.2,6.0,.104,,0.7,1.0,1.7,2.6
Darrell Arthur,PF,28.0,DEN,41.0,7.0,15.6,2.3,5.2,0.442,1.3,2.9,0.45299999999999996,1.0,2.4,.429,0.565,0.5,0.5,0.8640000000000001,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4,PF,28.0,41.0,639,12.8,0.583,.544,.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,,0.6,0.4,1.1,.081,,0.3,-0.6,-0.3,0.3
Ömer Aşık,C,30.0,NOP,31.0,19.0,15.5,1.0,2.1,0.47700000000000004,0.0,0.0,0.0,1.0,2.1,.477,0.47700000000000004,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,C,30.0,31.0,482,9.8,0.517,.000,.600,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,,0.4,0.6,1.0,.100,,-4.3,1.2,-3.1,-0.1
D.J. Augustin,PG,29.0,ORL,78.0,20.0,19.7,2.5,6.6,0.377,1.2,3.5,0.34700000000000003,1.3,3.1,.412,0.469,1.7,2.1,0.8140000000000001,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9,PG,29.0,78.0,1538,11.0,0.524,.530,.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,,0.7,0.5,1.2,.038,,-0.9,-3.3,-4.2,-0.9
Luke Babbitt,SF,27.0,MIA,68.0,55.0,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1.0,.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,SF,27.0,68.0,1065,8.3,0.563,.747,.053,1.2,13.5,7.3,4.8,0.9,0.8,8.0,13.0,,0.8,1.0,1.8,.081,,-1.1,-0.9,-1.9,0.0
Ron Baker,SG,23.0,NYK,52.0,13.0,16.5,1.6,4.2,0.37799999999999995,0.4,1.7,0.267,1.1,2.5,.450,0.431,0.5,0.8,0.6509999999999999,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,SG,23.0,52.0,857,7.5,0.456,.396,.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,,-0.6,0.5,-0.1,-0.008,,-3.5,-0.9,-4.4,-0.5
Wade Baldwin,PG,20.0,MEM,33.0,1.0,12.3,1.1,3.5,0.313,0.1,0.7,0.136,1.0,2.8,.355,0.326,0.9,1.1,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,PG,20.0,33.0,405,6.5,0.40399999999999997,.191,.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,,-0.8,0.5,-0.3,-0.041,,-6.2,0.5,-5.7,-0.4
Leandro Barbosa,SG,34.0,PHO,67.0,0.0,14.4,2.6,5.9,0.439,0.5,1.5,0.35700000000000004,2.0,4.4,.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,SG,34.0,67.0,963,11.5,0.509,.250,.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,,0.3,0.4,0.6,.031,,-2.0,-2.1,-4.1,-0.5
J.J. Barea,PG,32.0,DAL,35.0,6.0,22.0,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,.456,0.491,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,PG,32.0,35.0,771,17.2,0.521,.431,.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,,0.8,0.5,1.3,.080,,2.0,-2.6,-0.5,0.3
Harrison Barnes,PF,24.0,DAL,79.0,79.0,35.5,7.6,16.2,0.46799999999999997,1.0,2.8,0.35100000000000003,6.6,13.4,.492,0.498,3.1,3.6,0.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,PF,24.0,79.0,2803,16.3,0.541,.173,.220,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,.078,,-0.7,-1.2,-1.9,0.1
Matt Barnes,SF,36.0,TOT,74.0,18.0,24.0,2.5,6.4,0.391,1.2,3.6,0.331,1.3,2.8,.467,0.483,0.9,1.2,0.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,SF,36.0,74.0,1777,10.3,0.514,.556,.188,4.6,19.7,12.3,15.7,1.3,1.3,17.3,15.6,,0.3,1.7,2.0,.053,,-1.2,0.6,-0.6,0.6
Matt Barnes,SF,36.0,SAC,54.0,13.0,25.3,2.7,7.1,0.384,1.3,3.9,0.327,1.4,3.2,.453,0.474,0.9,1.2,0.758,1.0,4.4,5.4,2.8,0.7,0.3,1.5,2.6,7.6,SF,36.0,54.0,1367,10.2,0.501,.551,.172,4.7,19.9,12.4,16.3,1.3,1.1,16.8,16.4,,-0.1,1.0,1.0,.034,,-1.2,0.3,-1.0,0.4
Matt Barnes,SF,36.0,GSW,20.0,5.0,20.5,1.9,4.5,0.42200000000000004,0.9,2.6,0.34600000000000003,1.0,1.9,.526,0.522,1.0,1.2,0.87,0.8,3.8,4.6,2.3,0.6,0.5,1.2,2.4,5.7,SF,36.0,20.0,410,10.7,0.569,.578,.256,4.3,19.1,12.2,13.7,1.4,1.7,19.3,13.1,,0.3,0.6,1.0,.115,,-1.0,1.6,0.6,0.3
Will Barton,SG,26.0,DEN,60.0,19.0,28.4,4.9,11.1,0.44299999999999995,1.5,3.9,0.37,3.5,7.2,.483,0.508,2.4,3.2,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,SG,26.0,60.0,1705,15.5,0.547,.353,.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,,2.5,0.8,3.3,.093,,1.3,-1.0,0.3,1.0
Brandon Bass,PF,31.0,LAC,52.0,0.0,11.1,2.1,3.6,0.575,0.0,0.1,0.33299999999999996,2.0,3.5,.579,0.578,1.5,1.7,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6,PF,31.0,52.0,577,19.7,0.65,.016,.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,,1.6,0.6,2.2,.186,,0.1,-0.8,-0.7,0.2
Nicolas Batum,SG,28.0,CHO,77.0,77.0,34.0,5.1,12.7,0.40299999999999997,1.8,5.3,0.33299999999999996,3.4,7.4,.453,0.47200000000000003,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,SG,28.0,77.0,2617,15.8,0.529,.415,.291,1.9,18.4,10.1,27.7,1.6,1.0,15.0,22.3,,1.7,2.8,4.6,.084,,0.7,0.6,1.2,2.1
Jerryd Bayless,PG,28.0,PHI,3.0,1.0,23.7,3.7,10.7,0.344,0.7,1.7,0.4,3.0,9.0,.333,0.375,3.0,3.3,0.9,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,PG,28.0,3.0,71,8.7,0.45299999999999996,.156,.313,4.6,14.0,9.3,29.4,0.0,0.0,19.8,27.7,,-0.1,0.0,-0.1,-0.067,,-5.2,-2.9,-8.2,-0.1
Aron Baynes,C,30.0,DET,75.0,2.0,15.5,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,.513,0.513,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,C,30.0,75.0,1163,13.1,0.57,.000,.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,,1.4,1.5,3.0,.123,,-2.9,1.1,-1.8,0.1
Kent Bazemore,SF,27.0,ATL,73.0,64.0,26.9,4.0,9.9,0.409,1.3,3.6,0.34600000000000003,2.8,6.2,.446,0.473,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,SF,27.0,73.0,1963,11.5,0.504,.369,.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,,-0.6,2.8,2.1,.052,,-2.0,1.2,-0.8,0.6
Bradley Beal,SG,23.0,WAS,77.0,77.0,34.9,8.3,17.2,0.48200000000000004,2.9,7.2,0.40399999999999997,5.4,10.0,.538,0.5660000000000001,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1,SG,23.0,77.0,2684,20.1,0.604,.418,.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,,6.9,1.6,8.5,.152,,4.5,-2.3,2.2,2.8
Malik Beasley,SG,20.0,DEN,22.0,1.0,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2.0,.533,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8,SG,20.0,22.0,165,13.7,0.536,.384,.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,,0.1,0.1,0.2,.057,,-0.5,-3.5,-3.9,-0.1
Michael Beasley,PF,28.0,MIL,56.0,6.0,16.7,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,.545,0.5539999999999999,1.4,1.9,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,PF,28.0,56.0,935,17.8,0.584,.106,.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,,0.8,1.0,1.8,.092,,-1.7,-1.1,-2.9,-0.2
Marco Belinelli,SG,30.0,CHO,74.0,0.0,24.0,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,.488,0.512,2.0,2.3,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,SG,30.0,74.0,1778,13.3,0.5660000000000001,.460,.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,,2.0,1.2,3.2,.087,,0.1,-2.0,-1.9,0.1
DeAndre' Bembry,SF,22.0,ATL,38.0,1.0,9.8,1.2,2.6,0.48,0.0,0.5,0.055999999999999994,1.2,2.1,.575,0.485,0.2,0.4,0.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7,SF,22.0,38.0,371,8.8,0.48100000000000004,.184,.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,,-0.1,0.4,0.3,.038,,-4.4,0.1,-4.3,-0.2
Dragan Bender,PF,19.0,PHO,43.0,0.0,13.3,1.3,3.7,0.354,0.7,2.3,0.27699999999999997,0.7,1.4,.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,PF,19.0,43.0,574,5.3,0.44,.627,.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,,-0.7,0.3,-0.3,-0.029,,-4.0,-0.3,-4.3,-0.3
Anthony Bennett,PF,23.0,BRK,23.0,1.0,11.5,1.7,4.0,0.413,0.6,2.1,0.271,1.1,1.9,.568,0.484,1.1,1.6,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5.0,PF,23.0,23.0,264,14.7,0.5329999999999999,.522,.391,10.2,21.0,15.6,7.1,0.9,0.9,10.0,19.4,,0.3,0.2,0.5,.090,,-0.8,-2.2,-3.0,-0.1
Ben Bentil,PF,21.0,DAL,3.0,0.0,3.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,.000,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,PF,21.0,3.0,10,-17.6,0.0,.333,.000,0.0,24.4,11.6,0.0,0.0,0.0,25.0,18.9,,-0.1,0.0,-0.1,-0.473,,-22.4,-4.5,-26.9,-0.1
Dāvis Bertāns,PF,24.0,SAS,67.0,6.0,12.1,1.5,3.5,0.44,1.0,2.6,0.39899999999999997,0.5,0.9,.557,0.588,0.4,0.5,0.8240000000000001,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,PF,24.0,67.0,808,12.9,0.609,.739,.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,,1.1,1.2,2.3,.135,,1.2,0.6,1.8,0.8
Patrick Beverley,SG,28.0,HOU,67.0,67.0,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,.463,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,SG,28.0,67.0,2058,13.0,0.546,.530,.175,5.0,15.8,10.4,18.8,2.3,1.0,14.6,14.1,,2.9,2.4,5.3,.123,,0.8,1.5,2.3,2.3
Bismack Biyombo,C,24.0,ORL,81.0,27.0,22.1,2.2,4.2,0.528,0.0,0.0,0.0,2.2,4.2,.528,0.528,1.5,2.9,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,C,24.0,81.0,1793,12.2,0.546,.000,.690,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,,0.8,2.1,2.9,.077,,-4.2,2.0,-2.2,-0.1
Nemanja Bjelica,PF,28.0,MIN,65.0,1.0,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,PF,28.0,65.0,1190,11.0,0.526,.497,.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,,0.6,0.9,1.5,.059,,-0.7,-0.4,-1.1,0.3
Tarik Black,C,25.0,LAL,67.0,16.0,16.3,2.2,4.4,0.51,0.0,0.0,0.5,2.2,4.4,.510,0.512,1.2,1.6,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,C,25.0,67.0,1091,15.0,0.56,.007,.371,13.9,20.7,17.2,5.3,1.3,3.3,14.5,15.7,,1.5,0.8,2.4,.105,,-1.8,0.2,-1.6,0.1
Eric Bledsoe,PG,27.0,PHO,66.0,66.0,33.0,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11.0,.477,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,PG,27.0,66.0,2176,20.5,0.563,.300,.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,,4.0,1.4,5.3,.118,,3.7,-0.4,3.3,2.9
Bojan Bogdanović,SF,27.0,TOT,81.0,54.0,25.7,4.6,10.4,0.445,1.8,4.8,0.36700000000000005,2.9,5.6,.512,0.53,2.7,3.0,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7,SF,27.0,81.0,2083,13.5,0.585,.464,.288,1.9,12.3,7.2,8.7,0.8,0.3,12.1,22.4,,2.0,0.9,2.9,.067,,-0.1,-2.8,-2.9,-0.5
Bojan Bogdanović,SF,27.0,BRK,55.0,54.0,26.9,4.9,11.1,0.44,1.8,5.0,0.35700000000000004,3.1,6.1,.509,0.521,2.7,3.0,0.8740000000000001,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2,SF,27.0,55.0,1482,13.0,0.5720000000000001,.453,.273,1.7,12.3,7.0,10.1,0.8,0.2,12.0,22.5,,1.0,0.6,1.6,.052,,-0.4,-2.6,-3.0,-0.4
Bojan Bogdanović,SF,27.0,WAS,26.0,0.0,23.1,4.1,9.0,0.457,1.7,4.4,0.391,2.4,4.6,.521,0.5529999999999999,2.7,2.9,0.934,0.5,2.5,3.1,0.8,0.4,0.2,1.5,1.8,12.7,SF,27.0,26.0,601,14.7,0.617,.491,.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,,0.9,0.3,1.3,.103,,0.6,-3.1,-2.6,-0.1
Andrew Bogut,C,32.0,TOT,27.0,21.0,21.6,1.4,3.0,0.469,0.0,0.0,0.0,1.4,3.0,.475,0.469,0.1,0.4,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9,C,32.0,27.0,583,9.3,0.46,.012,.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,.055,,-5.6,5.3,-0.3,0.3
Andrew Bogut,C,32.0,DAL,26.0,21.0,22.4,1.5,3.1,0.469,0.0,0.0,0.0,1.5,3.1,.475,0.469,0.1,0.4,0.273,2.2,6.2,8.4,1.9,0.5,1.0,1.7,3.2,3.0,C,32.0,26.0,582,9.4,0.46,.012,.136,10.7,34.0,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,.055,,-5.6,5.3,-0.3,0.3
Andrew Bogut,C,32.0,CLE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,C,32.0,1.0,1,-35.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.020,,-5.7,0.0,-5.7,0.0
