Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Bogdan Bogdanović,SG,25.0,SAC,78.0,53.0,27.9,4.4,9.9,0.446,1.7,4.2,0.392,2.8,5.7,.485,0.529,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2,11.8,SG,25.0,78.0,2175,13.5,0.556,.426,.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,,1.8,1.1,2.9,.064,,0.5,-1.5,-1.0,0.6
Bojan Bogdanović,SF,28.0,IND,80.0,80.0,30.8,5.1,10.7,0.474,1.9,4.8,0.402,3.1,5.8,.534,0.565,2.2,2.6,0.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6,14.3,SF,28.0,80.0,2464,13.9,0.605,.453,.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,,3.8,1.6,5.4,.105,,1.1,-1.9,-0.7,0.8
Andrew Bogut,C,33.0,LAL,24.0,5.0,9.0,0.7,1.0,0.68,0.0,0.0,0.0,0.7,1.0,.680,0.68,0.1,0.1,1.0,1.1,2.2,3.3,0.6,0.2,0.5,0.8,1.7,1.5,C,33.0,24.0,216,10.9,0.696,.000,.080,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,,0.1,0.3,0.4,.094,,-3.6,3.6,0.0,0.1
Joel Bolomboy,PF,24.0,MIL,6.0,0.0,6.3,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,.600,0.5,0.5,1.0,0.5,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5,PF,24.0,6.0,38,11.7,0.521,.167,1.000,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,,0.0,0.0,0.1,.079,,-3.1,-4.6,-7.7,-0.1
Devin Booker,SG,21.0,PHO,54.0,54.0,34.5,8.4,19.5,0.43200000000000005,2.7,7.1,0.38299999999999995,5.7,12.4,.460,0.501,5.4,6.1,0.878,0.5,4.0,4.5,4.7,0.9,0.3,3.6,3.1,24.9,SG,21.0,54.0,1865,18.1,0.561,.364,.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,,1.9,0.6,2.4,.063,,2.9,-2.4,0.4,1.2
Trevor Booker,PF,30.0,TOT,68.0,7.0,17.0,2.6,5.0,0.516,0.1,0.5,0.242,2.5,4.6,.545,0.528,1.0,1.4,0.71,1.7,3.0,4.7,1.2,0.4,0.3,0.9,1.8,6.3,PF,30.0,68.0,1158,14.9,0.557,.096,.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,,1.6,1.3,2.9,.121,,-1.0,0.5,-0.5,0.4
Trevor Booker,PF,30.0,BRK,18.0,6.0,21.9,4.3,8.3,0.513,0.2,0.7,0.25,4.1,7.7,.536,0.523,1.3,2.4,0.5579999999999999,2.1,4.5,6.6,2.1,0.4,0.3,1.7,2.4,10.1,PF,30.0,18.0,395,15.4,0.536,.080,.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,,0.3,0.3,0.6,.072,,-1.6,0.2,-1.5,0.1
Trevor Booker,PF,30.0,PHI,33.0,0.0,15.0,1.8,3.3,0.56,0.1,0.2,0.28600000000000003,1.8,3.1,.578,0.569,1.0,1.2,0.821,1.4,2.3,3.7,0.8,0.5,0.3,0.6,1.5,4.7,PF,30.0,33.0,494,14.5,0.618,.064,.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,,1.0,0.7,1.7,.163,,-0.7,1.4,0.7,0.3
Trevor Booker,PF,30.0,IND,17.0,1.0,15.8,2.3,4.9,0.46399999999999997,0.2,0.8,0.214,2.1,4.1,.514,0.48200000000000004,0.6,0.6,0.909,1.9,2.6,4.5,1.0,0.2,0.3,0.5,1.5,5.4,PF,30.0,17.0,269,14.7,0.512,.167,.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,,0.4,0.2,0.7,.118,,-0.7,-0.6,-1.3,0.0
Chris Boucher,PF,25.0,GSW,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PF,25.0,1.0,1,-28.5,0.0,1.000,.000,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,,0.0,0.0,0.0,-0.899,,-38.9,-20.1,-59.0,0.0
Avery Bradley,SG,27.0,TOT,46.0,46.0,31.2,5.6,13.6,0.414,1.6,4.4,0.369,4.0,9.2,.436,0.474,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3,SG,27.0,46.0,1433,9.6,0.496,.325,.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,,-1.4,1.2,-0.2,-0.007,,-2.8,-1.4,-4.2,-0.8
Avery Bradley,SG,27.0,DET,40.0,40.0,31.7,5.8,14.3,0.409,1.9,4.9,0.381,4.0,9.4,.423,0.474,1.5,2.0,0.763,0.5,1.9,2.4,2.1,1.2,0.2,2.3,2.0,15.0,SG,27.0,40.0,1268,9.7,0.49700000000000005,.340,.140,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,,-1.4,1.1,-0.2,-0.009,,-2.7,-1.5,-4.2,-0.7
Avery Bradley,SG,27.0,LAC,6.0,6.0,27.5,4.3,9.2,0.473,0.2,1.5,0.111,4.2,7.7,.543,0.48200000000000004,0.3,0.3,1.0,0.5,3.2,3.7,1.8,0.8,0.2,1.3,2.0,9.2,SG,27.0,6.0,165,9.0,0.49200000000000005,.164,.036,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,,-0.1,0.1,0.0,.009,,-3.4,-0.8,-4.2,-0.1
Tony Bradley,C,20.0,UTA,9.0,0.0,3.2,0.3,1.2,0.273,0.0,0.1,0.0,0.3,1.1,.300,0.273,0.2,0.2,1.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9,C,20.0,9.0,29,9.5,0.337,.091,.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,,0.0,0.0,0.0,.033,,-6.6,-3.0,-9.6,-0.1
Corey Brewer,SF-SG,31.0,TOT,72.0,18.0,16.8,2.0,4.4,0.449,0.4,1.5,0.282,1.5,2.9,.539,0.498,0.9,1.3,0.722,0.6,1.5,2.1,0.9,1.1,0.2,0.7,1.9,5.3,SF-SG,31.0,72.0,1208,11.2,0.534,.348,.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,,0.7,1.6,2.3,.091,,-1.6,1.0,-0.6,0.4
Corey Brewer,SF,31.0,LAL,54.0,2.0,12.9,1.4,3.2,0.45299999999999996,0.1,0.8,0.18600000000000003,1.3,2.4,.543,0.47700000000000004,0.6,0.9,0.667,0.4,1.3,1.7,0.8,0.8,0.1,0.7,1.5,3.7,SF,31.0,54.0,694,8.9,0.509,.250,.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,,-0.2,0.9,0.7,.048,,-3.6,0.9,-2.7,-0.1
Corey Brewer,SG,31.0,OKC,18.0,16.0,28.6,3.6,8.0,0.444,1.3,3.7,0.34299999999999997,2.3,4.3,.532,0.524,1.7,2.2,0.795,1.1,2.3,3.4,1.3,2.1,0.3,0.6,3.1,10.1,SG,31.0,18.0,514,14.2,0.565,.465,.271,4.2,9.2,6.6,6.7,3.7,1.1,6.4,14.4,,0.9,0.7,1.6,.150,,1.1,1.1,2.1,0.5
Malcolm Brogdon,PG,25.0,MIL,48.0,20.0,29.9,5.1,10.5,0.485,1.3,3.4,0.385,3.8,7.1,.532,0.547,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7,13.0,PG,25.0,48.0,1436,14.3,0.578,.320,.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,,2.0,0.7,2.7,.091,,0.6,-1.9,-1.3,0.2
Aaron Brooks,PG,33.0,MIN,32.0,1.0,5.9,0.9,2.2,0.406,0.3,1.0,0.355,0.5,1.2,.447,0.486,0.3,0.3,0.727,0.2,0.3,0.5,0.6,0.2,0.0,0.3,0.9,2.3,PG,33.0,32.0,189,9.8,0.508,.449,.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,,0.1,0.1,0.1,.033,,-0.8,-3.6,-4.3,-0.1
Dillon Brooks,SF,22.0,MEM,82.0,74.0,28.7,4.1,9.4,0.44,1.1,3.2,0.35600000000000004,3.0,6.2,.484,0.501,1.5,2.0,0.747,0.6,2.5,3.1,1.6,0.9,0.2,1.5,2.8,11.0,SF,22.0,82.0,2350,9.8,0.531,.342,.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,,0.1,1.1,1.2,.024,,-1.8,-1.3,-3.1,-0.7
MarShon Brooks,SG,29.0,MEM,7.0,1.0,27.6,7.3,14.6,0.5,2.7,4.6,0.594,4.6,10.0,.457,0.593,2.9,3.3,0.87,1.1,1.9,3.0,3.6,1.6,0.4,2.3,0.9,20.1,SG,29.0,7.0,193,26.1,0.629,.314,.225,4.7,8.0,6.3,25.9,2.9,1.5,12.5,29.8,,0.6,0.2,0.7,.179,,5.7,-1.7,4.1,0.3
Anthony Brown,SF,25.0,MIN,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,SF,25.0,1.0,4,41.9,1.5,1.000,.000,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,,0.0,0.0,0.0,.571,,17.1,-15.0,2.1,0.0
Bobby Brown,PG,33.0,HOU,20.0,0.0,5.8,1.0,2.9,0.32799999999999996,0.6,2.0,0.275,0.4,0.9,.444,0.42200000000000004,0.1,0.1,0.5,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5,PG,33.0,20.0,115,5.5,0.425,.690,.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,,-0.3,0.1,-0.2,-0.080,,-5.0,-4.2,-9.3,-0.2
Jaylen Brown,SG,21.0,BOS,70.0,70.0,30.7,5.3,11.5,0.465,1.7,4.4,0.395,3.6,7.1,.507,0.54,2.1,3.3,0.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6,14.5,SG,21.0,70.0,2152,13.6,0.562,.381,.290,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,,1.2,3.2,4.5,.100,,-0.6,0.4,-0.2,1.0
Lorenzo Brown,PG,27.0,TOR,14.0,0.0,9.9,1.0,2.4,0.41200000000000003,0.1,0.9,0.16699999999999998,0.9,1.6,.545,0.441,0.1,0.1,1.0,0.1,1.0,1.1,0.9,0.4,0.0,0.2,0.5,2.3,PG,27.0,14.0,139,8.2,0.45899999999999996,.353,.059,0.8,11.1,6.0,12.4,1.8,0.0,7.9,11.9,,0.0,0.1,0.2,.060,,-2.8,-0.2,-3.0,0.0
Markel Brown,SG,26.0,HOU,4.0,0.0,7.8,0.5,1.8,0.28600000000000003,0.3,1.3,0.2,0.3,0.5,.500,0.35700000000000004,0.0,0.0,0.0,0.3,1.0,1.3,0.5,0.0,0.0,0.5,1.5,1.3,SG,26.0,4.0,31,-1.2,0.35700000000000004,.714,.000,3.7,14.4,9.1,8.7,0.0,0.0,22.2,12.8,,-0.1,0.0,0.0,-0.063,,-6.7,-1.7,-8.4,-0.1
Sterling Brown,SG,22.0,MIL,54.0,4.0,14.4,1.5,3.8,0.4,0.6,1.7,0.35200000000000004,0.9,2.1,.439,0.478,0.4,0.4,0.875,0.5,2.1,2.6,0.5,0.6,0.2,0.5,1.5,4.0,SG,22.0,54.0,776,9.1,0.503,.444,.117,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,,0.0,0.7,0.7,.043,,-3.1,-1.0,-4.0,-0.4
Nicolás Brussino,SF,24.0,ATL,4.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,SF,24.0,4.0,10,-4.6,0.0,1.000,.000,0.0,33.5,16.7,0.0,0.0,0.0,0.0,8.7,,0.0,0.0,0.0,-0.180,,-13.8,-4.7,-18.5,0.0
Thomas Bryant,C,20.0,LAL,15.0,0.0,4.8,0.5,1.4,0.381,0.1,0.7,0.1,0.5,0.7,.636,0.405,0.3,0.6,0.556,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,1.5,C,20.0,15.0,72,9.9,0.441,.476,.429,4.5,20.5,12.6,11.5,0.7,2.3,7.4,15.9,,0.0,0.1,0.1,.050,,-3.8,-0.4,-4.2,0.0
Reggie Bullock,SF,26.0,DET,62.0,52.0,27.9,4.3,8.8,0.489,2.0,4.5,0.445,2.3,4.3,.536,0.603,0.6,0.8,0.7959999999999999,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1,11.3,SF,26.0,62.0,1732,13.6,0.615,.515,.090,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,,2.8,1.4,4.2,.117,,1.3,-0.7,0.7,1.2
Trey Burke,PG,25.0,NYK,36.0,9.0,21.8,5.4,10.7,0.503,1.1,2.9,0.36200000000000004,4.3,7.8,.556,0.552,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2,12.8,PG,25.0,36.0,785,21.0,0.563,.273,.148,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,,2.0,0.3,2.4,.145,,4.2,-3.2,1.0,0.6
Alec Burks,SG,26.0,UTA,64.0,1.0,16.5,2.7,6.5,0.41100000000000003,0.7,2.2,0.331,1.9,4.3,.452,0.467,1.7,1.9,0.863,0.3,2.7,3.0,1.0,0.6,0.1,0.9,1.2,7.7,SG,26.0,64.0,1059,13.1,0.527,.343,.300,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,,0.2,1.6,1.9,.084,,-2.5,-0.3,-2.8,-0.2
Jimmy Butler,SG,28.0,MIN,59.0,59.0,36.7,7.4,15.6,0.474,1.2,3.4,0.35,6.2,12.2,.509,0.512,6.2,7.2,0.8540000000000001,1.3,4.0,5.3,4.9,2.0,0.4,1.8,1.3,22.2,SG,28.0,59.0,2164,23.7,0.59,.217,.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,,7.1,1.8,8.9,.198,,4.9,0.1,5.0,3.8
Dwight Buycks,PG,28.0,DET,29.0,0.0,14.7,2.8,6.8,0.414,0.5,1.6,0.33299999999999996,2.3,5.3,.438,0.452,1.2,1.4,0.878,0.4,1.0,1.4,2.0,0.7,0.1,1.3,1.3,7.4,PG,28.0,29.0,427,12.8,0.498,.227,.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.4,,-0.2,0.4,0.2,.027,,-2.5,-1.8,-4.3,-0.2
Bruno Caboclo,SF,22.0,TOT,12.0,0.0,8.9,0.8,2.6,0.29,0.3,1.4,0.17600000000000002,0.5,1.2,.429,0.33899999999999997,0.4,0.5,0.833,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,2.2,SF,22.0,12.0,107,7.4,0.386,.548,.194,7.1,16.6,11.7,5.0,1.4,3.5,10.6,15.8,,-0.1,0.1,0.0,-0.021,,-5.0,-0.5,-5.4,-0.1
Bruno Caboclo,SF,22.0,TOR,2.0,0.0,3.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,SF,22.0,2.0,7,-0.1,0.0,1.000,.000,0.0,15.7,8.0,16.7,7.0,0.0,0.0,12.5,,0.0,0.0,0.0,-0.113,,-6.8,4.4,-2.4,0.0
Bruno Caboclo,SF,22.0,SAC,10.0,0.0,10.0,0.9,2.9,0.31,0.3,1.5,0.2,0.6,1.4,.429,0.36200000000000004,0.5,0.6,0.833,0.7,1.4,2.1,0.3,0.2,0.4,0.4,0.7,2.6,SF,22.0,10.0,100,7.9,0.41100000000000003,.517,.207,7.6,16.6,12.0,4.2,1.0,3.8,11.2,16.0,,-0.1,0.1,0.0,-0.015,,-4.8,-0.8,-5.6,-0.1
José Calderón,PG,36.0,CLE,57.0,32.0,16.0,1.6,3.2,0.503,0.8,1.7,0.46399999999999997,0.8,1.5,.545,0.624,0.4,0.5,0.8,0.2,1.2,1.5,2.1,0.5,0.0,0.7,1.4,4.5,PG,36.0,57.0,914,11.3,0.643,.524,.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,,1.5,0.3,1.8,.095,,0.1,-2.0,-1.9,0.0
Kentavious Caldwell-Pope,SG,24.0,LAL,74.0,74.0,33.2,4.6,10.8,0.426,2.1,5.6,0.38299999999999995,2.4,5.2,.473,0.526,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0,13.4,SG,24.0,74.0,2458,13.2,0.561,.520,.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,,2.6,2.7,5.3,.103,,0.6,0.4,1.0,1.9
Isaiah Canaan,PG-SG,26.0,TOT,20.0,1.0,21.1,2.6,6.9,0.38,1.1,3.3,0.33299999999999996,1.5,3.6,.423,0.46,2.3,2.6,0.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,8.6,PG-SG,26.0,20.0,422,13.5,0.539,.482,.372,1.5,10.0,5.7,26.7,1.8,0.2,15.4,18.9,,0.5,0.1,0.6,.072,,0.1,-2.5,-2.4,0.0
Isaiah Canaan,SG,26.0,HOU,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,26.0,1.0,4,-7.3,0.0,.000,.000,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,-0.224,,-17.3,-3.9,-21.2,0.0
Isaiah Canaan,PG,26.0,PHO,19.0,1.0,22.0,2.7,7.2,0.382,1.2,3.5,0.33299999999999996,1.6,3.7,.429,0.46299999999999997,2.4,2.7,0.902,0.3,2.0,2.3,4.0,0.8,0.1,1.5,1.9,9.1,PG,26.0,19.0,418,13.7,0.5429999999999999,.485,.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,,0.5,0.1,0.7,.075,,0.3,-2.5,-2.2,0.0
Clint Capela,C,23.0,HOU,74.0,74.0,27.5,6.0,9.1,0.652,0.0,0.0,0.0,6.0,9.1,.653,0.652,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5,13.9,C,23.0,74.0,2034,24.5,0.65,.001,.380,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,,6.2,4.1,10.2,.242,,0.1,2.9,3.0,2.6
DeMarre Carroll,PF,31.0,BRK,73.0,73.0,29.9,4.5,10.8,0.414,2.0,5.4,0.371,2.5,5.4,.457,0.506,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3,13.5,PF,31.0,73.0,2180,14.3,0.55,.498,.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,,2.3,1.8,4.1,.091,,0.4,-0.3,0.2,1.2
Vince Carter,SF,41.0,SAC,58.0,5.0,17.7,2.0,4.9,0.40299999999999997,1.0,2.8,0.345,1.0,2.0,.483,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,SF,41.0,58.0,1026,10.8,0.523,.583,.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,,0.3,0.9,1.2,.056,,-1.5,0.4,-1.1,0.2
Michael Carter-Williams,PG,26.0,CHO,52.0,2.0,16.1,1.5,4.4,0.332,0.3,1.1,0.237,1.2,3.3,.365,0.36200000000000004,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,4.6,PG,26.0,52.0,835,10.8,0.446,.258,.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,,-0.2,1.1,0.9,.050,,-2.6,2.0,-0.6,0.3
Alex Caruso,PG,23.0,LAL,37.0,7.0,15.2,1.4,3.1,0.431,0.4,1.2,0.302,1.0,2.0,.507,0.48700000000000004,0.6,0.8,0.7,0.4,1.4,1.8,2.0,0.6,0.3,1.1,1.4,3.6,PG,23.0,37.0,562,8.7,0.519,.371,.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,,-0.1,0.6,0.5,.041,,-3.4,0.5,-2.9,-0.1
Omri Casspi,SF,29.0,GSW,53.0,7.0,14.0,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1.0,0.3,0.4,0.7,1.3,5.7,SF,29.0,53.0,740,15.5,0.632,.106,.333,4.9,24.0,15.1,9.5,1.2,2.0,13.5,16.3,,1.2,1.0,2.2,.141,,-1.5,0.0,-1.4,0.1
Willie Cauley-Stein,C,24.0,SAC,73.0,58.0,28.0,5.3,10.6,0.502,0.0,0.2,0.25,5.3,10.4,.506,0.504,2.1,3.4,0.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5,12.8,C,24.0,73.0,2044,17.6,0.529,.016,.320,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,,1.7,2.2,3.9,.092,,-1.3,1.7,0.4,1.2
Tyler Cavanaugh,PF,23.0,ATL,39.0,1.0,13.3,1.7,3.9,0.441,0.8,2.3,0.36,0.9,1.6,.556,0.546,0.4,0.5,0.81,1.2,2.1,3.3,0.7,0.2,0.1,0.4,1.6,4.7,PF,23.0,39.0,518,13.0,0.5670000000000001,.586,.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,,0.9,0.3,1.2,.109,,0.5,-1.5,-1.0,0.1
Mario Chalmers,PG,31.0,MEM,66.0,10.0,21.5,2.5,6.7,0.379,0.8,2.9,0.27699999999999997,1.7,3.8,.456,0.439,1.8,2.1,0.855,0.2,2.2,2.4,3.0,1.2,0.2,1.8,2.7,7.7,PG,31.0,66.0,1421,10.4,0.503,.431,.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,,-0.6,1.3,0.6,.021,,-2.2,-0.5,-2.7,-0.3
Tyson Chandler,C,35.0,PHO,46.0,46.0,25.0,2.6,4.1,0.647,0.0,0.0,0.0,2.6,4.1,.647,0.647,1.3,2.0,0.624,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5,C,35.0,46.0,1151,14.2,0.6579999999999999,.000,.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,,1.9,0.8,2.7,.111,,-1.3,1.0,-0.3,0.5
Wilson Chandler,SF,30.0,DEN,74.0,71.0,31.7,3.8,8.5,0.445,1.2,3.3,0.358,2.6,5.2,.501,0.515,1.2,1.5,0.772,1.4,4.0,5.4,2.1,0.6,0.5,1.2,2.1,10.0,SF,30.0,74.0,2346,10.9,0.542,.390,.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,,2.1,1.2,3.3,.067,,-0.5,-0.4,-0.9,0.6
Marquese Chriss,PF,20.0,PHO,72.0,49.0,21.2,2.8,6.6,0.423,0.8,2.6,0.295,2.0,4.0,.509,0.48200000000000004,1.3,2.2,0.608,1.1,4.4,5.5,1.2,0.7,1.0,1.5,2.8,7.7,PF,20.0,72.0,1527,11.1,0.509,.398,.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,,-0.8,1.5,0.7,.023,,-3.3,1.3,-2.0,0.0
Ian Clark,SG,26.0,NOP,74.0,2.0,19.7,3.0,6.7,0.44799999999999995,0.8,2.6,0.318,2.2,4.1,.533,0.511,0.6,0.8,0.763,0.1,1.6,1.7,1.5,0.4,0.1,0.8,1.6,7.4,SG,26.0,74.0,1455,9.4,0.529,.394,.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,,0.3,0.8,1.1,.037,,-2.0,-2.0,-3.9,-0.7
Jordan Clarkson,SG,25.0,TOT,81.0,2.0,23.3,5.3,11.8,0.451,1.4,3.9,0.35200000000000004,3.9,7.9,.500,0.509,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3,13.9,SG,25.0,81.0,1888,16.4,0.542,.333,.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,,1.9,1.2,3.0,.077,,0.8,-2.7,-1.9,0.1
Jordan Clarkson,SG,25.0,LAL,53.0,2.0,23.7,5.6,12.6,0.44799999999999995,1.3,4.0,0.324,4.4,8.6,.505,0.499,2.0,2.5,0.795,0.8,2.2,3.0,3.3,0.7,0.1,1.8,1.2,14.5,SG,25.0,53.0,1256,16.9,0.532,.315,.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,,1.1,1.0,2.1,.080,,1.0,-2.3,-1.3,0.2
Jordan Clarkson,SG,25.0,CLE,28.0,0.0,22.6,4.7,10.3,0.456,1.6,3.9,0.40700000000000003,3.1,6.4,.486,0.5329999999999999,1.7,2.1,0.81,0.5,1.6,2.1,1.7,0.7,0.1,1.1,1.6,12.6,SG,25.0,28.0,632,15.4,0.565,.376,.202,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,,0.8,0.2,1.0,.073,,0.4,-3.5,-3.1,-0.2
Gian Clavell,SG,24.0,DAL,7.0,0.0,9.1,0.9,2.6,0.33299999999999996,0.9,2.1,0.4,0.0,0.4,.000,0.5,0.3,0.3,1.0,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9,SG,24.0,7.0,64,7.4,0.53,.833,.111,1.7,10.8,6.1,6.7,1.6,0.0,9.6,14.8,,0.0,0.0,0.1,.042,,-1.7,-1.9,-3.6,0.0
Antonius Cleveland,SG,23.0,TOT,17.0,0.0,7.2,0.5,1.2,0.381,0.2,0.2,0.75,0.3,1.0,.294,0.452,0.2,0.4,0.667,0.2,0.6,0.8,0.1,0.4,0.3,0.4,1.4,1.4,SG,23.0,17.0,123,4.5,0.486,.190,.286,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,,-0.2,0.2,0.0,-0.006,,-6.7,2.2,-4.5,-0.1
Antonius Cleveland,SG,23.0,DAL,13.0,0.0,6.2,0.3,1.1,0.28600000000000003,0.0,0.1,0.0,0.3,1.0,.308,0.28600000000000003,0.2,0.3,0.5,0.2,0.6,0.8,0.2,0.5,0.3,0.2,0.8,0.8,SG,23.0,13.0,81,5.1,0.317,.071,.286,2.6,11.4,6.9,3.3,3.7,4.4,11.3,10.0,,-0.1,0.1,0.0,-0.005,,-7.6,4.5,-3.1,0.0
Antonius Cleveland,SG,23.0,ATL,4.0,0.0,10.5,1.0,1.8,0.5710000000000001,0.8,0.8,1.0,0.3,1.0,.250,0.7859999999999999,0.5,0.5,1.0,0.3,0.8,1.0,0.0,0.3,0.3,1.3,3.0,3.3,SG,23.0,4.0,42,3.5,0.825,.429,.286,2.7,8.0,5.3,0.0,1.2,2.0,38.8,13.4,,0.0,0.0,0.0,-0.009,,-5.0,-2.0,-7.0,-0.1
