,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
307,Caris LeVert,SG,25.0,BRK,25.0,11.0,26.4,5.3,13.6,0.38799999999999996,1.4,3.8,0.36200000000000004,3.9,9.8,.398,0.43799999999999994,2.4,3.6,0.685,0.9,2.7,3.6,3.6,0.8,0.1,2.5,1.8,14.4,SG,25.0,25.0,660,11.1,0.473,.276,.262,3.5,10.1,6.9,21.5,1.4,0.4,14.1,27.9,,-0.8,0.6,-0.1,-0.010,,-3.3,-1.4,-4.7,-0.5
308,Damian Lillard,PG,29.0,POR,51.0,51.0,37.1,9.5,20.5,0.46299999999999997,4.0,10.1,0.39799999999999996,5.5,10.4,.525,0.56,6.9,7.7,0.889,0.5,3.9,4.3,7.9,1.0,0.3,2.9,1.7,29.8,PG,29.0,51.0,1893,27.1,0.624,.491,.378,1.3,10.6,6.0,35.0,1.3,0.8,10.8,30.6,,8.5,0.6,9.1,.231,,9.4,-2.5,7.0,4.3
309,Nassir Little,PF,19.0,POR,39.0,5.0,12.7,1.4,3.3,0.43,0.3,1.3,0.255,1.1,2.0,.545,0.48,0.7,1.0,0.667,0.7,1.8,2.5,0.5,0.3,0.4,0.4,1.6,3.8,PF,19.0,39.0,496,9.9,0.513,.398,.305,6.1,14.3,10.3,4.8,1.0,2.4,9.4,13.7,,0.3,0.3,0.6,.054,,-2.2,-0.7,-2.9,-0.1
310,Kevon Looney,C,23.0,GSW,13.0,3.0,11.2,1.3,3.5,0.37799999999999995,0.1,0.3,0.25,1.2,3.2,.390,0.389,0.5,0.6,0.75,1.7,1.5,3.2,0.8,0.5,0.3,0.5,1.5,3.2,C,23.0,13.0,145,11.9,0.423,.089,.178,15.6,15.3,15.5,10.2,2.0,2.5,11.0,16.0,,0.0,0.1,0.1,.042,,-3.5,0.5,-3.0,0.0
311,Brook Lopez,C,31.0,MIL,49.0,48.0,26.6,3.8,9.0,0.419,1.3,4.7,0.278,2.5,4.3,.571,0.491,1.3,1.5,0.863,0.6,3.9,4.5,1.6,0.7,2.6,0.9,2.3,10.1,C,31.0,49.0,1304,13.6,0.524,.520,.165,2.4,13.5,8.3,7.8,1.2,8.6,8.5,16.4,,0.5,3.0,3.6,.132,,-2.0,5.0,3.0,1.7
312,Robin Lopez,C,31.0,MIL,47.0,2.0,14.1,2.3,4.4,0.514,0.4,1.5,0.29,1.9,3.0,.626,0.563,0.5,0.9,0.535,0.9,1.7,2.7,0.7,0.1,0.7,0.9,1.2,5.5,C,31.0,47.0,665,12.0,0.5660000000000001,.332,.207,7.0,11.4,9.3,6.4,0.5,4.5,15.3,16.6,,0.3,1.1,1.4,.102,,-2.6,1.4,-1.2,0.1
313,Kevin Love,PF,31.0,CLE,45.0,45.0,31.4,6.0,13.2,0.45799999999999996,2.6,6.8,0.382,3.4,6.4,.538,0.557,3.2,3.7,0.851,0.9,8.9,9.8,3.0,0.6,0.3,2.5,1.6,17.8,PF,31.0,45.0,1413,18.4,0.602,.517,.284,3.0,31.7,17.2,15.1,0.9,0.9,14.5,23.6,,2.1,0.9,3.0,.100,,1.4,-0.7,0.7,0.9
314,Kyle Lowry,PG,33.0,TOR,41.0,41.0,36.4,6.0,14.2,0.419,2.8,8.1,0.349,3.1,6.1,.510,0.518,4.9,5.7,0.8590000000000001,0.6,3.9,4.5,7.4,1.2,0.4,2.8,3.1,19.6,PG,33.0,41.0,1492,17.9,0.5870000000000001,.569,.401,1.8,11.1,6.6,30.1,1.6,1.0,14.3,23.0,,3.4,2.0,5.4,.174,,3.4,-0.1,3.3,2.0
315,Timothé Luwawu-Cabarrot,SG,24.0,BRK,25.0,0.0,15.3,1.7,3.8,0.44799999999999995,0.9,2.0,0.431,0.8,1.8,.467,0.563,0.9,1.2,0.767,0.4,1.7,2.1,0.6,0.4,0.1,0.8,1.8,5.2,SG,24.0,25.0,383,8.8,0.6,.531,.313,2.5,11.2,7.0,5.1,1.4,0.4,14.8,14.0,,0.2,0.4,0.6,.075,,-2.4,-0.6,-3.0,-0.1
316,Trey Lyles,PF,24.0,SAS,51.0,41.0,18.0,2.0,4.7,0.429,0.8,2.4,0.35200000000000004,1.2,2.3,.508,0.519,0.4,0.6,0.655,1.2,4.5,5.7,1.0,0.3,0.3,0.6,1.4,5.3,PF,24.0,51.0,916,12.0,0.53,.508,.121,7.2,26.3,16.8,7.6,0.8,1.6,10.3,13.3,,0.7,0.7,1.5,.077,,-1.3,-0.3,-1.6,0.1
317,Daryl Macon,SG,24.0,MIA,4.0,0.0,3.5,0.3,0.8,0.33299999999999996,0.3,0.5,0.5,0.0,0.3,.000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,SG,24.0,4.0,14,-3.0,0.5,.667,.000,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.8,,0.0,0.0,0.0,-0.157,,-9.4,-5.9,-15.3,0.0
318,Josh Magette,PG,30.0,ORL,8.0,0.0,4.8,0.6,1.9,0.33299999999999996,0.1,0.5,0.25,0.5,1.4,.364,0.36700000000000005,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,PG,30.0,8.0,38,5.3,0.37799999999999995,.267,.133,2.7,14.5,8.4,20.0,3.9,2.4,23.9,23.9,,-0.2,0.1,-0.1,-0.121,,-9.0,2.1,-6.9,0.0
319,Ian Mahinmi,C,33.0,WAS,30.0,27.0,21.8,2.9,5.6,0.509,0.2,0.7,0.22699999999999998,2.7,4.9,.551,0.524,1.9,3.0,0.644,2.2,3.8,6.0,1.4,0.8,1.3,1.4,3.0,7.8,C,33.0,30.0,655,14.7,0.563,.130,.533,10.4,19.7,14.9,8.5,1.6,5.3,17.1,15.9,,0.6,0.4,1.1,.077,,-1.7,1.7,0.0,0.3
320,Thon Maker,C,22.0,DET,49.0,8.0,11.9,1.3,2.7,0.5,0.3,0.9,0.318,1.0,1.8,.593,0.5539999999999999,1.3,1.9,0.667,0.8,1.7,2.5,0.6,0.4,0.5,0.7,1.6,4.2,C,22.0,49.0,582,13.5,0.603,.338,.715,7.7,15.8,11.7,7.0,1.5,3.7,15.8,15.1,,0.7,0.6,1.3,.106,,-1.4,0.8,-0.6,0.2
321,Terance Mann,SG,23.0,LAC,30.0,6.0,8.1,0.7,1.6,0.429,0.1,0.4,0.182,0.6,1.3,.500,0.449,0.3,0.4,0.75,0.1,0.8,1.0,1.1,0.2,0.2,0.5,1.0,1.8,SG,23.0,30.0,242,7.0,0.488,.224,.245,1.7,10.4,6.1,17.0,1.2,1.8,20.5,11.6,,0.0,0.3,0.3,.051,,-4.3,0.7,-3.6,-0.1
322,Boban Marjanović,C,31.0,DAL,25.0,1.0,9.5,2.4,4.5,0.545,0.1,0.3,0.25,2.4,4.2,.567,0.5539999999999999,1.0,1.4,0.706,1.3,3.0,4.2,0.4,0.2,0.2,0.7,1.4,5.9,C,31.0,25.0,238,21.6,0.583,.071,.304,14.2,32.0,23.2,7.0,0.8,1.8,12.4,26.0,,0.5,0.3,0.8,.155,,-2.1,-2.2,-4.3,-0.1
323,Lauri Markkanen,PF,22.0,CHI,46.0,46.0,30.3,5.1,12.0,0.424,2.2,6.4,0.344,2.9,5.6,.516,0.515,2.7,3.2,0.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2.0,15.0,PF,22.0,46.0,1395,14.4,0.56,.535,.271,4.3,19.7,11.7,7.8,1.3,1.5,11.1,21.2,,1.0,1.6,2.6,.089,,-0.6,-0.5,-1.1,0.3
324,Caleb Martin,SF,24.0,CHO,5.0,0.0,6.4,0.6,2.0,0.3,0.0,0.6,0.0,0.6,1.4,.429,0.3,0.6,1.0,0.6,0.2,0.8,1.0,0.6,0.2,0.4,0.6,0.6,1.8,SF,24.0,5.0,32,4.9,0.369,.300,.500,3.3,14.3,8.5,13.8,1.6,5.7,19.7,20.8,,-0.1,0.0,-0.1,-0.115,,-9.3,1.0,-8.3,-0.1
325,Cody Martin,SF,24.0,CHO,37.0,1.0,16.0,1.6,3.8,0.433,0.4,1.5,0.259,1.3,2.4,.540,0.48200000000000004,0.8,1.2,0.667,0.8,2.1,2.8,1.4,0.7,0.2,0.7,1.5,4.5,SF,24.0,37.0,591,10.9,0.516,.383,.319,5.0,14.7,9.6,12.6,2.3,0.9,13.5,13.8,,0.3,0.4,0.7,.058,,-2.4,0.2,-2.3,0.0
326,Jeremiah Martin,PG,23.0,BRK,2.0,0.0,5.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,.250,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,PG,23.0,2.0,11,4.8,0.25,.000,.000,0.0,9.1,4.7,12.3,4.3,0.0,0.0,15.2,,0.0,0.0,0.0,-0.056,,-9.2,1.2,-8.0,0.0
327,Kelan Martin,SF,24.0,MIN,21.0,4.0,17.5,2.3,6.2,0.377,0.9,3.2,0.265,1.5,3.0,.500,0.446,0.6,0.6,1.0,0.3,3.1,3.4,0.5,0.3,0.3,0.6,1.9,6.1,SF,24.0,21.0,368,7.2,0.473,.523,.092,1.9,19.1,10.2,4.0,0.8,1.6,8.1,16.5,,-0.2,0.3,0.0,.003,,-4.9,-1.7,-6.6,-0.4
328,Frank Mason,PG,25.0,MIL,4.0,0.0,4.5,0.3,1.8,0.14300000000000002,0.3,1.0,0.25,0.0,0.8,.000,0.214,0.5,1.0,0.5,0.3,0.3,0.5,1.3,0.3,0.0,0.3,0.5,1.3,PG,25.0,4.0,18,6.0,0.285,.571,.571,5.8,5.1,5.5,32.3,2.5,0.0,10.2,22.3,,0.0,0.0,0.0,-0.023,,-4.7,-2.0,-6.6,0.0
329,Garrison Mathews,SG,23.0,WAS,16.0,0.0,12.6,1.4,3.1,0.46,1.1,2.6,0.429,0.3,0.5,.625,0.64,1.8,2.0,0.9059999999999999,0.4,1.1,1.4,0.6,0.2,0.1,0.4,1.6,5.8,SG,23.0,16.0,202,14.2,0.726,.840,.640,3.1,9.5,6.2,6.4,0.7,0.4,9.8,14.6,,0.6,-0.1,0.6,.139,,3.1,-4.3,-1.2,0.0
330,Wesley Matthews,SG,33.0,MIL,48.0,48.0,24.4,2.5,6.1,0.413,1.6,4.2,0.375,1.0,1.9,.495,0.541,0.8,1.1,0.765,0.2,2.2,2.4,1.4,0.6,0.2,0.7,1.5,7.4,SG,33.0,48.0,1169,8.5,0.564,.683,.174,1.0,8.3,4.9,7.3,1.1,0.6,10.0,12.4,,0.7,1.7,2.4,.099,,-0.9,0.2,-0.7,0.4
331,Patrick McCaw,SF,24.0,TOR,28.0,11.0,24.5,2.0,4.5,0.452,0.7,1.9,0.358,1.4,2.6,.521,0.528,0.4,0.5,0.7140000000000001,0.5,1.6,2.1,2.3,1.0,0.1,0.9,1.5,5.1,SF,24.0,28.0,687,8.3,0.541,.421,.111,2.2,6.8,4.5,12.3,2.0,0.6,15.9,9.8,,0.3,0.9,1.2,.083,,-2.0,1.2,-0.8,0.2
332,CJ McCollum,SG,28.0,POR,49.0,49.0,35.7,8.6,19.0,0.451,2.7,6.9,0.382,5.9,12.0,.491,0.521,1.7,2.3,0.748,0.7,3.3,4.0,3.8,0.8,0.7,1.7,2.6,21.4,SG,28.0,49.0,1747,16.5,0.537,.366,.119,1.9,9.5,5.7,16.8,1.0,1.6,8.0,25.8,,2.0,0.5,2.5,.070,,1.4,-2.2,-0.7,0.6
333,T.J. McConnell,PG,27.0,IND,50.0,3.0,19.3,3.1,5.9,0.529,0.1,0.3,0.308,3.1,5.7,.539,0.535,0.6,0.7,0.8290000000000001,0.5,2.2,2.7,5.4,0.7,0.2,1.4,1.0,6.9,PG,27.0,50.0,967,17.6,0.555,.044,.118,3.0,12.7,7.9,39.5,1.7,0.8,17.9,17.3,,1.8,1.1,2.8,.140,,-0.2,-0.6,-0.8,0.3
334,Jalen McDaniels,PF,22.0,CHO,2.0,0.0,3.5,1.0,2.5,0.4,0.0,0.5,0.0,1.0,2.0,.500,0.4,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,PF,22.0,2.0,7,11.0,0.4,.200,.000,14.9,0.0,7.8,0.0,0.0,0.0,0.0,31.3,,0.0,0.0,0.0,-0.106,,-6.6,-11.4,-18.0,0.0
335,Doug McDermott,PF,28.0,IND,52.0,0.0,20.9,3.9,8.1,0.485,2.0,4.4,0.447,2.0,3.8,.528,0.605,0.7,0.8,0.8140000000000001,0.4,2.2,2.6,1.1,0.1,0.1,0.6,1.7,10.5,PF,28.0,52.0,1089,14.0,0.619,.539,.102,2.2,11.6,6.9,7.8,0.3,0.3,6.8,19.2,,1.8,0.7,2.5,.112,,1.7,-2.8,-1.1,0.3
336,JaVale McGee,C,32.0,LAL,48.0,48.0,16.9,3.2,4.9,0.6459999999999999,0.1,0.1,0.5,3.1,4.8,.649,0.652,0.9,1.4,0.642,2.0,3.9,5.8,0.7,0.5,1.6,0.8,2.3,7.3,C,32.0,48.0,810,21.9,0.66,.025,.283,13.1,24.5,18.9,5.8,1.4,8.6,11.9,15.8,,2.1,1.8,3.8,.227,,0.1,4.5,4.6,1.3
337,Rodney McGruder,SG,28.0,LAC,39.0,3.0,16.7,1.3,3.4,0.373,0.5,1.8,0.268,0.8,1.6,.492,0.444,0.3,0.6,0.522,0.6,2.3,2.9,0.6,0.5,0.2,0.5,1.6,3.4,SG,28.0,39.0,650,5.9,0.45399999999999996,.530,.172,3.7,13.9,8.9,4.7,1.4,1.1,11.1,10.3,,-0.2,0.8,0.6,.047,,-3.3,1.2,-2.1,0.0
338,Alfonzo McKinnie,SF,27.0,CLE,35.0,1.0,14.3,1.7,4.0,0.414,0.3,1.5,0.222,1.3,2.5,.535,0.457,0.5,0.8,0.7040000000000001,0.9,2.0,2.9,0.4,0.5,0.2,0.6,1.7,4.2,SF,27.0,35.0,500,8.4,0.484,.386,.193,6.6,15.6,11.1,3.6,1.8,1.0,12.7,14.9,,-0.2,0.2,0.1,.007,,-3.6,-1.4,-5.1,-0.4
339,Jordan McLaughlin,PG,23.0,MIN,16.0,0.0,18.4,2.3,5.5,0.409,0.8,2.6,0.317,1.4,2.9,.489,0.483,0.6,0.9,0.643,0.2,1.4,1.6,3.4,1.0,0.0,0.8,0.9,5.9,PG,23.0,16.0,295,12.5,0.499,.466,.159,1.0,8.4,4.6,26.9,2.5,0.0,11.3,14.9,,0.3,0.2,0.5,.079,,-1.4,-2.0,-3.3,-0.1
340,Ben McLemore,SG,26.0,HOU,52.0,18.0,23.7,3.5,8.0,0.435,2.5,6.6,0.38,1.0,1.4,.699,0.5920000000000001,0.8,1.1,0.759,0.3,1.8,2.2,0.9,0.6,0.2,0.8,2.1,10.4,SG,26.0,52.0,1230,11.6,0.608,.825,.139,1.4,8.2,4.8,5.5,1.2,0.8,8.7,16.2,,1.6,0.8,2.4,.093,,0.8,-2.3,-1.5,0.2
341,Jordan McRae,SG,28.0,WAS,29.0,4.0,22.6,4.6,10.9,0.42,1.4,3.7,0.377,3.2,7.3,.441,0.483,2.2,2.9,0.7709999999999999,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8,SG,28.0,29.0,654,15.4,0.523,.334,.262,2.7,15.0,8.7,18.4,1.4,2.0,9.7,24.9,,0.5,0.1,0.6,.046,,-0.4,-2.2,-2.6,-0.1
342,Nicolò Melli,C,29.0,NOP,40.0,5.0,15.1,2.1,4.5,0.461,1.1,2.8,0.37200000000000005,1.0,1.7,.612,0.578,0.8,1.0,0.769,0.5,2.1,2.6,1.1,0.6,0.2,0.7,1.9,6.0,C,29.0,40.0,604,12.4,0.604,.628,.217,3.5,14.4,8.9,9.7,1.8,1.2,12.8,15.4,,0.7,0.5,1.2,.096,,0.1,-0.6,-0.6,0.2
343,De'Anthony Melton,PG,21.0,MEM,39.0,0.0,18.2,2.8,6.4,0.444,0.5,1.7,0.294,2.3,4.7,.500,0.484,1.7,2.0,0.8440000000000001,0.7,3.0,3.7,3.0,1.4,0.3,1.4,1.8,7.9,PG,21.0,39.0,709,16.3,0.541,.272,.308,4.0,17.5,10.8,22.4,3.5,1.6,16.5,20.1,,0.5,1.0,1.5,.102,,-0.7,2.0,1.3,0.6
344,Chimezie Metu,PF,22.0,SAS,15.0,0.0,4.3,1.1,1.9,0.552,0.0,0.0,0.0,1.1,1.9,.552,0.552,0.4,0.5,0.75,0.6,0.9,1.5,0.3,0.1,0.3,0.2,0.2,2.5,PF,22.0,15.0,64,25.9,0.584,.000,.276,15.0,23.3,19.1,12.6,0.7,5.4,8.4,24.0,,0.2,0.1,0.3,.188,,0.6,0.2,0.8,0.0
345,Khris Middleton,SF,28.0,MIL,44.0,41.0,29.3,7.4,14.7,0.507,2.4,5.4,0.439,5.1,9.3,.547,0.588,3.1,3.5,0.9009999999999999,0.8,5.1,5.9,4.2,0.9,0.2,1.9,2.2,20.3,SF,28.0,44.0,1290,22.1,0.629,.367,.236,2.8,16.2,9.9,21.4,1.5,0.5,10.7,25.4,,3.8,2.3,6.1,.228,,3.8,0.3,4.1,2.0
346,Eric Mika,PF,25.0,SAC,1.0,0.0,19.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,.667,0.667,2.0,2.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,PF,25.0,1.0,19,14.1,0.773,.000,.667,11.6,30.6,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.223,,-2.5,-6.1,-8.6,0.0
347,C.J. Miles,SG,32.0,WAS,10.0,0.0,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.8,2.4,.333,0.415,1.5,2.0,0.75,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,SG,32.0,10.0,161,11.2,0.47200000000000003,.593,.339,2.6,5.6,4.1,9.7,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,.028,,-0.9,-2.0,-3.0,0.0
348,Malcolm Miller,SF,26.0,TOR,22.0,1.0,5.3,0.3,1.0,0.33299999999999996,0.2,0.7,0.313,0.1,0.2,.400,0.452,0.0,0.3,0.16699999999999998,0.0,0.6,0.6,0.4,0.2,0.1,0.1,0.5,0.9,SF,26.0,22.0,117,4.9,0.423,.762,.286,0.9,11.5,6.3,8.8,1.6,1.7,11.3,9.8,,-0.1,0.2,0.1,.038,,-4.4,1.0,-3.4,0.0
349,Patty Mills,PG,31.0,SAS,51.0,1.0,23.2,4.0,9.3,0.429,2.4,6.2,0.39,1.6,3.1,.510,0.56,1.3,1.6,0.8190000000000001,0.3,1.3,1.6,2.0,0.8,0.1,0.9,1.4,11.8,PG,31.0,51.0,1183,14.9,0.586,.669,.175,1.5,6.0,3.8,12.4,1.7,0.4,7.9,20.3,,1.8,0.4,2.2,.090,,2.9,-3.2,-0.3,0.5
350,Paul Millsap,PF,34.0,DEN,32.0,32.0,24.9,4.1,8.8,0.46799999999999997,1.0,2.3,0.413,3.2,6.5,.488,0.523,2.7,3.0,0.885,2.0,3.8,5.8,1.4,0.9,0.7,1.3,2.8,11.9,PF,34.0,32.0,798,17.0,0.586,.266,.340,8.7,16.9,12.8,8.2,1.7,2.5,11.5,19.8,,1.4,1.1,2.5,.153,,0.2,0.7,0.9,0.6
351,Shake Milton,SG,23.0,PHI,20.0,7.0,15.8,2.3,5.4,0.43,0.9,2.8,0.327,1.4,2.6,.538,0.514,1.2,1.5,0.767,0.3,2.0,2.2,1.6,0.4,0.1,1.1,2.0,6.7,SG,23.0,20.0,315,10.1,0.5529999999999999,.514,.280,1.8,13.5,7.7,14.1,1.2,0.3,15.5,19.5,,0.1,0.4,0.4,.065,,-2.1,-1.5,-3.6,-0.1
352,Donovan Mitchell,SG,23.0,UTA,50.0,50.0,34.4,9.0,19.9,0.45399999999999996,2.4,6.6,0.358,6.7,13.3,.502,0.514,3.9,4.5,0.8590000000000001,0.7,3.6,4.3,4.3,1.1,0.2,2.6,2.4,24.3,SG,23.0,50.0,1718,19.5,0.556,.332,.229,2.4,10.8,6.8,21.8,1.6,0.5,10.5,31.1,,2.5,2.0,4.5,.126,,2.2,-0.8,1.4,1.5
353,Naz Mitrou-Long,SG,26.0,IND,3.0,0.0,14.3,2.0,5.3,0.375,0.7,3.7,0.182,1.3,1.7,.800,0.43799999999999994,0.0,0.0,0.0,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7,SG,26.0,3.0,43,10.2,0.43799999999999994,.688,.000,0.0,15.5,7.7,22.2,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.016,,-2.7,-1.0,-3.7,0.0
354,Adam Mokoka,SG,21.0,CHI,6.0,0.0,3.7,1.0,2.5,0.4,0.5,1.2,0.429,0.5,1.3,.375,0.5,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.2,0.0,0.0,0.2,2.5,SG,21.0,6.0,22,18.8,0.47200000000000003,.467,.133,19.0,0.0,9.9,0.0,2.2,0.0,0.0,30.9,,0.0,0.0,0.0,.045,,0.4,-9.4,-8.9,0.0
355,Malik Monk,SG,21.0,CHO,49.0,0.0,20.3,3.5,8.2,0.428,0.9,3.4,0.266,2.6,4.8,.545,0.484,1.3,1.6,0.81,0.5,2.3,2.8,2.0,0.4,0.3,1.3,1.4,9.3,SG,21.0,49.0,997,11.8,0.519,.418,.196,2.4,13.1,7.5,16.7,1.0,1.3,12.7,22.1,,0.0,0.4,0.3,.016,,-2.1,-2.2,-4.3,-0.6
356,Matt Mooney,SG,22.0,CLE,2.0,0.0,2.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.000,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,SG,22.0,2.0,5,21.7,0.5,.500,.000,0.0,22.3,11.1,31.8,0.0,17.0,0.0,17.1,,0.0,0.0,0.0,.182,,-0.3,6.2,5.9,0.0
357,E'Twaun Moore,SG,30.0,NOP,39.0,5.0,20.1,3.9,9.2,0.429,1.4,3.7,0.37799999999999995,2.5,5.5,.463,0.504,0.6,0.9,0.649,0.6,1.9,2.6,1.6,0.5,0.2,0.8,1.6,9.8,SG,30.0,39.0,782,12.1,0.514,.401,.104,3.3,10.2,6.7,11.8,1.2,0.7,7.4,21.2,,0.4,0.4,0.7,.044,,-1.1,-2.5,-3.6,-0.3
358,Ja Morant,PG,20.0,MEM,46.0,46.0,29.7,6.6,13.3,0.496,0.8,2.0,0.38299999999999995,5.8,11.2,.516,0.525,3.4,4.4,0.7809999999999999,0.6,2.8,3.4,7.0,1.0,0.3,3.2,1.6,17.4,PG,20.0,46.0,1367,18.1,0.5710000000000001,.154,.329,2.1,9.8,6.0,34.9,1.6,0.8,17.6,26.0,,1.7,0.8,2.5,.089,,0.6,-1.6,-1.0,0.3
359,Juwan Morgan,PF,22.0,UTA,12.0,0.0,3.8,0.4,0.8,0.5,0.1,0.3,0.25,0.3,0.5,.667,0.55,0.0,0.0,0.0,0.3,0.6,0.9,0.1,0.0,0.1,0.2,0.4,0.9,PF,22.0,12.0,46,8.3,0.55,.400,.000,9.9,15.8,13.0,3.0,0.0,1.8,16.7,11.4,,0.0,0.0,0.1,.070,,-2.9,-0.7,-3.6,0.0
360,Marcus Morris,SF,30.0,NYK,43.0,43.0,32.3,6.5,14.8,0.442,2.7,6.1,0.439,3.8,8.7,.444,0.5329999999999999,3.8,4.6,0.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6,SF,30.0,43.0,1387,16.7,0.5820000000000001,.415,.311,3.5,14.6,8.8,6.9,1.2,1.2,9.2,24.3,,2.2,0.8,3.0,.103,,1.4,-2.2,-0.8,0.4
361,Markieff Morris,PF,30.0,DET,42.0,16.0,22.5,4.0,8.8,0.45,1.7,4.2,0.39299999999999996,2.3,4.6,.503,0.544,1.4,1.8,0.773,0.5,3.4,3.9,1.5,0.6,0.2,1.6,2.4,11.0,PF,30.0,42.0,947,12.7,0.5720000000000001,.480,.202,2.6,17.0,9.8,10.6,1.3,0.9,14.0,21.5,,0.4,0.7,1.0,.052,,-0.9,-1.5,-2.4,-0.1
362,Monte Morris,PG,24.0,DEN,52.0,8.0,20.9,3.3,7.4,0.451,0.8,2.1,0.391,2.5,5.3,.474,0.507,0.8,0.9,0.813,0.3,1.5,1.8,3.6,0.7,0.2,0.7,0.9,8.2,PG,24.0,52.0,1089,14.9,0.528,.286,.125,1.8,7.7,4.7,24.5,1.6,0.9,7.7,17.4,,1.8,1.0,2.8,.122,,-0.2,-1.6,-1.8,0.1
363,Johnathan Motley,PF,24.0,LAC,9.0,0.0,2.1,0.4,0.7,0.667,0.1,0.1,1.0,0.3,0.6,.600,0.75,0.2,0.2,1.0,0.1,0.3,0.4,0.6,0.3,0.0,0.4,0.6,1.2,PF,24.0,9.0,19,24.4,0.799,.167,.333,5.5,15.9,10.8,40.4,7.4,0.0,36.8,23.6,,0.0,0.1,0.1,.244,,2.7,4.3,7.1,0.0
364,Emmanuel Mudiay,PG,23.0,UTA,43.0,1.0,16.2,2.9,6.1,0.469,0.6,1.6,0.348,2.3,4.5,.513,0.515,0.9,1.3,0.727,0.3,2.1,2.4,2.4,0.4,0.2,1.4,1.3,7.2,PG,23.0,43.0,697,12.9,0.542,.263,.210,2.4,13.2,8.1,22.2,1.1,1.1,17.6,21.8,,0.2,0.8,1.0,.066,,-2.0,0.0,-2.0,0.0
365,Dejounte Murray,PG,23.0,SAS,47.0,39.0,24.3,4.1,8.5,0.47600000000000003,0.5,1.4,0.353,3.6,7.1,.502,0.506,1.2,1.6,0.767,1.1,4.5,5.7,3.8,1.6,0.3,2.0,2.1,9.8,PG,23.0,47.0,1140,16.1,0.5329999999999999,.170,.182,5.1,19.8,12.4,22.1,3.2,1.0,17.7,20.0,,0.4,1.4,1.8,.075,,-0.6,1.9,1.3,0.9
366,Jamal Murray,PG,22.0,DEN,42.0,42.0,32.0,6.6,15.1,0.439,1.7,5.1,0.332,4.9,10.0,.494,0.495,3.0,3.4,0.9009999999999999,0.8,3.2,4.0,4.6,1.3,0.3,2.1,1.7,18.0,PG,22.0,42.0,1342,17.2,0.5429999999999999,.338,.224,2.8,10.9,6.8,22.2,2.0,0.8,11.5,25.2,,1.6,1.5,3.1,.111,,1.2,-0.7,0.5,0.9
367,Džanan Musa,SF,20.0,BRK,35.0,0.0,11.5,1.4,4.0,0.36,0.4,1.9,0.231,1.0,2.1,.473,0.414,0.9,1.3,0.75,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2,SF,20.0,35.0,404,8.4,0.467,.468,.317,5.0,12.8,9.0,10.9,1.5,0.2,15.5,19.4,,-0.4,0.4,0.1,.007,,-4.3,-1.0,-5.3,-0.3
368,Mike Muscala,C,28.0,OKC,35.0,0.0,12.8,1.5,4.0,0.386,1.1,3.1,0.34600000000000003,0.5,0.9,.515,0.518,0.5,0.6,0.818,0.3,2.1,2.4,0.9,0.2,0.2,0.4,1.3,4.7,C,28.0,35.0,447,11.2,0.544,.764,.157,2.8,17.6,10.5,9.8,0.8,1.5,8.0,16.1,,0.4,0.5,0.9,.093,,-0.3,-0.9,-1.2,0.1
