,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
360,Elie Okobo,PG,22.0,PHO,38.0,2.0,12.2,1.4,3.5,0.391,0.5,1.4,0.35200000000000004,0.9,2.1,.418,0.462,1.1,1.6,.678,0.3,1.2,1.5,2.0,0.4,0.1,0.4,0.9,4.3,PG,22.0,PHO,38.0,462,13.0,0.513,.406,.444,3.0,11.0,6.9,22.6,1.7,0.7,9.7,16.1,,0.6,0.4,1.0,.101,,-1.1,-1.1,-2.2,0.0
361,Josh Okogie,SG,21.0,MIN,45.0,13.0,24.0,2.5,6.4,0.396,0.6,2.5,0.254,1.9,3.9,.489,0.446,2.3,3.0,.761,1.4,3.1,4.5,1.6,1.1,0.4,1.4,2.1,8.0,SG,21.0,MIN,45.0,1081,10.9,0.517,.396,.465,5.9,13.7,9.7,9.4,2.1,1.5,15.8,15.8,,0.2,1.0,1.2,.053,,-2.4,0.9,-1.5,0.1
362,KZ Okpala,SF,20.0,MIA,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,SF,20.0,MIA,3.0,3,-13.5,0.0,,,0.0,35.3,18.7,0.0,0.0,0.0,100.0,14.7,,0.0,0.0,0.0,-0.407,,-23.3,-1.3,-24.6,0.0
363,Victor Oladipo,SG,27.0,IND,1.0,0.0,21.0,2.0,8.0,0.25,1.0,7.0,0.14300000000000002,1.0,1.0,1.000,0.313,4.0,4.0,1.000,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,9.0,SG,27.0,IND,1.0,21,9.0,0.461,.875,.500,0.0,10.5,5.3,24.4,0.0,0.0,17.0,24.6,,0.0,0.0,0.0,-0.020,,-2.3,-5.0,-7.3,0.0
364,Kelly Olynyk,C,28.0,MIA,42.0,0.0,19.6,2.6,5.6,0.462,1.3,3.2,0.40299999999999997,1.3,2.4,.540,0.5770000000000001,1.4,1.6,.879,0.7,3.8,4.6,1.3,0.6,0.3,1.0,2.5,7.8,C,28.0,MIA,42.0,824,13.8,0.623,.573,.282,4.5,20.7,13.0,9.6,1.6,1.5,14.1,16.4,,1.2,1.1,2.3,.133,,0.1,0.4,0.6,0.5
365,Miye Oni,SG,22.0,UTA,3.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,SG,22.0,UTA,3.0,8,-5.0,0.0,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.137,,-11.6,0.8,-10.8,0.0
366,Cedi Osman,SF,24.0,CLE,49.0,49.0,29.0,4.1,9.2,0.446,1.9,4.8,0.389,2.2,4.4,.507,0.547,0.9,1.3,.662,0.5,2.9,3.4,2.3,0.9,0.3,1.3,2.4,10.9,SF,24.0,CLE,49.0,1419,11.3,0.5589999999999999,.519,.144,1.9,11.0,6.5,11.8,1.4,0.8,11.8,16.4,,1.0,0.4,1.4,.047,,0.0,-1.2,-1.2,0.3
367,Kelly Oubre,SF,24.0,PHO,46.0,46.0,34.2,6.5,14.4,0.455,1.8,5.3,0.344,4.7,9.1,.520,0.519,3.6,4.6,.784,1.2,5.4,6.6,1.5,1.4,0.8,1.7,3.4,18.5,SF,24.0,PHO,46.0,1571,15.4,0.565,.369,.322,3.8,17.9,10.7,6.9,1.9,1.9,9.1,22.4,,1.5,1.8,3.3,.100,,-0.5,0.1,-0.4,0.6
368,Jabari Parker,PF,24.0,ATL,32.0,23.0,26.2,6.2,12.3,0.504,1.0,3.6,0.27,5.2,8.7,.601,0.5429999999999999,1.7,2.3,.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0,PF,24.0,ATL,32.0,837,17.4,0.565,.293,.183,6.8,17.8,12.3,11.7,2.3,1.5,12.4,24.0,,0.6,0.7,1.3,.075,,-0.1,-0.5,-0.6,0.3
369,Chandler Parsons,SF,31.0,ATL,5.0,0.0,10.8,1.0,3.6,0.278,0.8,2.8,0.28600000000000003,0.2,0.8,.250,0.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,SF,31.0,ATL,5.0,54,5.7,0.389,.778,.000,2.0,12.1,7.0,7.5,3.4,1.5,14.3,16.1,,-0.1,0.1,-0.1,-0.061,,-5.1,-0.2,-5.4,0.0
370,Eric Paschall,PF,23.0,GSW,44.0,22.0,26.9,5.1,10.5,0.488,0.6,2.1,0.28600000000000003,4.5,8.5,.538,0.516,2.5,3.3,.783,1.4,3.3,4.7,1.7,0.6,0.2,1.5,2.1,13.4,PF,23.0,GSW,44.0,1183,14.2,0.561,.197,.309,5.4,13.5,9.3,10.8,1.0,0.8,11.0,21.3,,1.0,0.5,1.5,.059,,-1.4,-1.9,-3.3,-0.4
371,Anžejs Pasečņiks,C,24.0,WAS,19.0,0.0,19.5,2.8,5.4,0.529,0.0,0.1,0.0,2.8,5.3,.540,0.529,1.6,2.6,.620,1.9,3.0,4.9,0.9,0.4,0.5,1.2,3.1,7.3,C,24.0,WAS,19.0,370,12.4,0.56,.020,.490,10.5,17.5,13.9,6.2,1.0,2.3,15.1,16.4,,0.3,0.1,0.4,.053,,-2.4,-1.3,-3.7,-0.2
372,Patrick Patterson,PF,30.0,LAC,43.0,17.0,13.2,1.6,4.1,0.39799999999999996,1.1,3.1,0.371,0.5,1.0,.477,0.537,0.6,0.8,.794,0.7,2.0,2.7,0.7,0.1,0.1,0.3,0.9,5.0,PF,30.0,LAC,43.0,568,11.8,0.5660000000000001,.750,.193,5.2,15.4,10.4,6.9,0.5,0.5,6.8,14.9,,0.9,0.6,1.4,.120,,0.6,-1.4,-0.8,0.2
373,Justin Patton,C,22.0,OKC,5.0,0.0,4.8,0.8,2.0,0.4,0.2,0.8,0.25,0.6,1.2,.500,0.45,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,C,22.0,OKC,5.0,24,4.8,0.45,.400,.000,4.8,17.8,11.5,12.6,0.0,0.0,16.7,22.0,,0.0,0.0,0.0,-0.062,,-5.8,-2.9,-8.7,0.0
374,Chris Paul,PG,34.0,OKC,49.0,49.0,31.6,6.0,12.5,0.47700000000000004,1.6,4.5,0.35600000000000004,4.4,8.1,.544,0.541,3.6,4.0,.897,0.3,4.7,5.1,6.6,1.6,0.1,2.1,2.3,17.1,PG,34.0,OKC,49.0,1550,21.2,0.599,.357,.318,1.3,15.9,8.8,32.5,2.5,0.3,12.8,22.8,,4.1,2.1,6.2,.192,,3.9,0.6,4.6,2.6
375,Elfrid Payton,PG,25.0,NYK,31.0,22.0,26.6,4.0,9.4,0.423,0.4,1.7,0.231,3.6,7.7,.464,0.44299999999999995,0.6,1.2,.500,1.1,3.3,4.4,6.5,1.4,0.5,2.0,2.0,8.9,PG,25.0,NYK,31.0,825,14.5,0.45,.179,.131,4.1,13.6,8.7,36.6,2.6,1.6,16.5,18.9,,0.0,0.7,0.7,.042,,-1.2,0.7,-0.6,0.3
376,Gary Payton,PG,27.0,WAS,19.0,15.0,19.5,2.2,5.1,0.423,0.6,1.9,0.297,1.6,3.2,.500,0.479,0.2,0.4,.571,1.2,2.4,3.6,2.2,1.5,0.4,1.0,2.2,5.1,PG,27.0,WAS,19.0,370,11.9,0.485,.381,.072,6.5,13.8,10.0,14.4,3.7,1.6,16.0,13.3,,0.1,0.3,0.3,.045,,-1.0,1.4,0.4,0.2
377,Norvel Pelle,C,26.0,PHI,14.0,0.0,11.1,1.1,1.9,0.556,0.0,0.0,0.0,1.1,1.9,.556,0.556,0.4,0.7,.500,0.9,2.8,3.6,0.5,0.1,1.5,0.8,2.2,2.5,C,26.0,PHI,14.0,156,11.5,0.557,.000,.370,8.6,27.2,18.0,6.0,0.3,11.4,25.9,11.7,,0.0,0.4,0.3,.102,,-6.5,6.4,-0.1,0.1
378,Theo Pinson,SG,24.0,BRK,27.0,0.0,12.3,1.6,5.5,0.297,0.6,2.8,0.19699999999999998,1.1,2.7,.403,0.348,0.6,0.6,.938,0.3,1.4,1.7,1.7,0.6,0.1,1.2,1.1,4.4,SG,24.0,BRK,27.0,332,4.9,0.381,.514,.108,2.9,11.2,7.1,20.5,2.1,0.5,17.1,23.6,,-1.0,0.4,-0.6,-0.091,,-6.1,-1.1,-7.2,-0.4
379,Mason Plumlee,C,29.0,DEN,43.0,1.0,17.4,3.0,4.9,0.605,0.0,0.1,0.0,3.0,4.8,.617,0.605,1.5,2.7,.553,1.8,3.7,5.6,2.4,0.5,0.6,1.5,2.2,7.4,C,29.0,DEN,43.0,750,19.2,0.609,.019,.543,11.4,23.6,17.5,20.5,1.5,3.3,19.5,18.6,,1.4,1.2,2.5,.163,,0.0,2.9,3.0,0.9
380,Vincent Poirier,C,26.0,BOS,16.0,0.0,5.8,0.7,1.6,0.423,0.1,0.1,0.5,0.6,1.5,.417,0.442,0.3,0.4,.833,0.6,1.3,1.9,0.3,0.1,0.4,0.3,1.3,1.8,C,26.0,BOS,16.0,92,11.4,0.489,.077,.231,10.6,24.4,17.5,7.4,1.0,5.9,14.9,15.6,,0.0,0.2,0.2,.106,,-4.7,2.7,-2.0,0.0
381,Jakob Pöltl,C,24.0,SAS,47.0,9.0,17.6,2.3,3.8,0.609,0.0,0.0,0.0,2.3,3.8,.609,0.609,0.6,1.2,.509,1.9,3.8,5.7,1.9,0.5,1.6,0.8,1.7,5.3,C,24.0,SAS,47.0,827,19.0,0.605,.000,.318,11.3,22.9,17.2,14.2,1.3,7.8,15.7,12.6,,1.7,1.1,2.8,.162,,0.0,4.9,4.9,1.4
382,Shamorie Ponds,PG,21.0,TOR,4.0,0.0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,.667,0.7,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,PG,21.0,TOR,4.0,11,33.5,0.765,.400,.400,0.0,9.3,4.8,32.3,0.0,8.7,0.0,22.9,,0.1,0.0,0.1,.454,,9.1,0.0,9.1,0.0
383,Jordan Poole,SG,20.0,GSW,42.0,9.0,21.3,2.3,8.4,0.276,1.2,4.6,0.264,1.1,3.8,.289,0.348,1.6,2.0,.817,0.1,1.8,2.0,1.9,0.6,0.2,1.0,1.6,7.4,SG,20.0,GSW,42.0,894,5.0,0.402,.548,.233,0.6,9.5,4.9,13.0,1.3,0.9,9.6,20.4,,-1.7,0.3,-1.4,-0.074,,-5.2,-2.8,-8.0,-1.3
384,Kevin Porter,SF,19.0,CLE,37.0,2.0,22.0,3.5,7.7,0.44799999999999995,0.9,2.8,0.327,2.5,4.9,.516,0.507,1.1,1.6,.724,0.4,2.8,3.2,1.9,0.9,0.2,1.9,2.6,9.0,SF,19.0,CLE,37.0,813,9.8,0.5329999999999999,.364,.203,1.9,14.2,8.0,12.7,2.0,0.7,18.6,20.1,,-0.5,0.4,-0.1,-0.007,,-2.8,-0.9,-3.8,-0.4
385,Michael Porter,PF,21.0,DEN,39.0,1.0,14.3,3.1,6.1,0.508,1.0,2.3,0.43200000000000005,2.1,3.8,.553,0.588,0.8,1.0,.795,1.1,3.3,4.4,0.7,0.4,0.5,0.8,1.7,8.0,PF,21.0,DEN,39.0,556,20.0,0.609,.370,.164,8.4,25.4,16.9,8.2,1.5,3.0,10.5,22.1,,1.0,0.9,1.9,.168,,0.6,-0.1,0.6,0.4
386,Otto Porter,SF,26.0,CHI,9.0,9.0,25.1,3.9,9.3,0.41700000000000004,1.8,4.4,0.4,2.1,4.9,.432,0.512,1.7,2.2,.750,0.9,2.6,3.4,1.6,1.0,0.3,0.8,2.2,11.2,SF,26.0,CHI,9.0,226,13.6,0.544,.476,.238,3.7,11.6,7.5,9.5,1.9,1.3,7.0,18.9,,0.2,0.2,0.5,.102,,-0.6,-0.7,-1.3,0.0
387,Bobby Portis,C,24.0,NYK,49.0,4.0,20.8,3.8,8.7,0.434,1.0,2.8,0.353,2.8,5.8,.474,0.49200000000000005,1.0,1.4,.731,1.4,3.9,5.3,1.6,0.5,0.2,1.0,1.8,9.5,C,24.0,NYK,49.0,1021,14.4,0.514,.328,.158,6.8,20.6,13.4,11.9,1.2,0.8,9.9,20.9,,0.6,0.7,1.3,.060,,-1.0,-1.2,-2.1,0.0
388,Kristaps Porziņģis,PF,24.0,DAL,37.0,37.0,30.5,6.1,15.1,0.40399999999999997,2.1,6.3,0.33899999999999997,3.9,8.8,.451,0.475,2.9,4.0,.741,1.7,7.3,9.0,1.4,0.6,1.9,1.7,3.1,17.2,PF,24.0,DAL,37.0,1128,16.7,0.513,.418,.264,5.9,24.5,15.4,7.0,1.0,5.4,9.3,25.9,,0.4,1.6,2.0,.087,,-2.1,0.6,-1.5,0.1
389,Dwight Powell,C,28.0,DAL,40.0,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,.716,0.659,1.9,2.8,.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,C,28.0,DAL,40.0,1061,16.2,0.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.6,,2.7,1.0,3.7,.167,,1.5,1.3,2.8,1.3
390,Norman Powell,SG,26.0,TOR,38.0,17.0,28.2,5.5,11.1,0.498,2.0,5.1,0.401,3.5,6.1,.578,0.589,2.2,2.6,.840,0.6,3.3,3.9,1.7,1.3,0.4,1.5,2.0,15.3,SG,26.0,TOR,38.0,1072,16.8,0.623,.455,.237,2.2,12.0,7.2,9.3,2.1,1.3,10.9,20.9,,1.7,1.7,3.3,.150,,1.3,0.4,1.7,1.0
391,Julius Randle,PF,25.0,NYK,47.0,47.0,32.3,7.0,15.7,0.449,1.1,4.1,0.273,5.9,11.6,.511,0.484,3.8,5.3,.705,2.3,7.1,9.3,3.3,0.8,0.3,3.0,2.8,19.0,PF,25.0,NYK,47.0,1519,16.7,0.526,.263,.340,7.1,23.8,15.1,17.0,1.2,0.8,14.3,27.6,,0.4,1.1,1.5,.047,,-0.2,-0.5,-0.7,0.5
392,Josh Reaves,SG,22.0,DAL,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,.000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,22.0,DAL,2.0,1,-40.2,0.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,,0.0,0.0,0.0,-1.027,,-38.2,-12.2,-50.4,0.0
393,Cam Reddish,SF,20.0,ATL,45.0,30.0,26.4,3.2,9.2,0.35200000000000004,1.3,4.1,0.312,1.9,5.0,.385,0.42200000000000004,1.6,2.0,.789,0.7,3.2,3.8,1.6,1.0,0.4,1.7,2.3,9.3,SF,20.0,ATL,45.0,1189,7.4,0.46399999999999997,.451,.218,2.7,13.1,7.8,8.3,1.8,1.4,14.2,18.3,,-1.5,0.7,-0.8,-0.032,,-4.3,-0.7,-5.0,-0.9
394,J.J. Redick,SG,35.0,NOP,44.0,35.0,27.8,4.8,10.6,0.455,3.1,6.6,0.467,1.7,4.0,.434,0.601,2.9,3.2,.894,0.2,2.6,2.8,1.9,0.3,0.2,1.3,1.6,15.6,SG,35.0,NOP,44.0,1221,15.5,0.65,.624,.303,0.8,9.9,5.3,9.8,0.6,0.5,9.4,19.7,,2.9,0.3,3.1,.124,,2.8,-3.1,-0.4,0.5
395,Naz Reid,C,20.0,MIN,14.0,0.0,11.1,2.6,6.5,0.396,1.1,3.5,0.306,1.5,3.0,.500,0.478,0.6,1.0,.643,0.7,1.6,2.3,0.9,0.4,0.4,0.6,2.1,6.9,C,20.0,MIN,14.0,155,14.7,0.494,.538,.154,6.5,15.3,10.7,14.3,1.5,3.2,7.6,28.1,,0.0,0.2,0.2,.051,,-0.1,-1.6,-1.7,0.0
396,Josh Richardson,SG,26.0,PHI,38.0,38.0,31.5,5.5,12.6,0.436,1.6,4.8,0.33299999999999996,3.9,7.8,.500,0.5,2.4,2.9,.818,0.8,2.5,3.3,3.4,1.0,0.6,2.1,2.7,15.0,SG,26.0,PHI,38.0,1198,12.9,0.539,.382,.230,2.8,8.6,5.8,16.0,1.5,1.6,13.2,21.9,,0.5,1.5,2.0,.080,,-0.8,-0.3,-1.1,0.3
397,Austin Rivers,SG,27.0,HOU,44.0,4.0,23.6,3.1,7.3,0.424,1.4,3.9,0.34700000000000003,1.8,3.4,.513,0.517,1.0,1.5,.672,0.4,2.0,2.5,1.6,0.7,0.2,0.6,2.0,8.6,SG,27.0,HOU,44.0,1040,10.3,0.5379999999999999,.536,.207,1.9,9.0,5.4,9.4,1.3,0.7,7.4,15.0,,1.0,0.7,1.7,.077,,-1.1,-1.4,-2.6,-0.2
398,Duncan Robinson,SF,25.0,MIA,47.0,42.0,28.4,4.1,8.8,0.461,3.4,7.7,0.43799999999999994,0.7,1.1,.623,0.652,0.6,0.7,.909,0.1,3.1,3.3,1.1,0.5,0.3,0.7,2.9,12.1,SF,25.0,MIA,47.0,1335,12.4,0.665,.872,.080,0.6,11.7,6.5,6.1,0.9,0.9,7.4,15.3,,2.3,1.1,3.4,.122,,2.6,-1.5,1.2,1.0
399,Glenn Robinson,SF,26.0,GSW,46.0,46.0,31.7,4.9,10.5,0.47200000000000003,1.4,3.5,0.391,3.6,7.0,.513,0.537,1.3,1.5,.853,1.4,3.4,4.8,1.7,0.9,0.3,1.0,1.8,12.5,SF,26.0,GSW,46.0,1459,12.5,0.563,.335,.141,4.5,11.8,8.0,8.4,1.3,0.8,8.6,16.3,,1.3,0.6,1.9,.063,,-0.8,-1.1,-1.9,0.0
400,Jerome Robinson,SG,22.0,LAC,40.0,1.0,11.8,1.2,3.4,0.33799999999999997,0.5,1.7,0.284,0.7,1.7,.391,0.408,0.3,0.5,.579,0.1,1.4,1.5,1.1,0.3,0.2,0.7,1.4,3.1,SG,22.0,LAC,40.0,472,4.8,0.423,.493,.140,1.1,11.7,6.5,12.5,1.2,1.5,15.3,14.9,,-0.6,0.5,0.0,-0.004,,-4.7,0.3,-4.5,-0.3
401,Justin Robinson,PG,22.0,WAS,9.0,0.0,5.4,0.6,1.3,0.41700000000000004,0.3,0.6,0.6,0.2,0.8,.286,0.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4,PG,22.0,WAS,9.0,49,8.3,0.542,.417,.000,2.1,9.3,5.6,18.3,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,-0.001,,-3.3,-3.6,-6.9,-0.1
402,Mitchell Robinson,C,21.0,NYK,45.0,7.0,22.9,4.0,5.5,0.718,0.0,0.0,0.0,4.0,5.5,.718,0.718,1.4,2.4,.602,2.8,4.0,6.8,0.5,0.9,1.9,0.7,3.3,9.4,C,21.0,NYK,45.0,1029,22.4,0.7120000000000001,.000,.435,12.3,18.8,15.4,3.6,1.8,7.9,9.2,13.4,,3.2,1.4,4.6,.215,,1.3,3.6,4.9,1.8
403,Isaiah Roby,SF,21.0,OKC,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,21.0,OKC,1.0,2,-20.1,0.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,-0.543,,-22.4,-5.9,-28.3,0.0
404,Rajon Rondo,PG,33.0,LAL,32.0,2.0,21.0,2.9,7.1,0.408,0.9,2.6,0.345,2.0,4.5,.444,0.47100000000000003,0.7,0.9,.759,0.5,3.0,3.5,5.4,0.8,0.1,2.0,1.1,7.4,PG,33.0,LAL,32.0,672,13.2,0.49200000000000005,.368,.127,2.7,15.1,9.0,34.1,1.9,0.3,21.3,19.3,,0.2,0.9,1.0,.075,,-1.7,-0.2,-1.9,0.0
405,Derrick Rose,PG,31.0,DET,43.0,9.0,26.7,7.7,15.4,0.499,1.0,3.0,0.318,6.7,12.4,.543,0.53,2.6,2.9,.873,0.5,2.0,2.6,5.9,0.8,0.3,2.5,1.1,18.9,PG,31.0,DET,43.0,1150,22.2,0.5660000000000001,.195,.190,2.2,8.5,5.4,41.2,1.5,0.9,13.0,31.1,,2.3,0.5,2.9,.120,,3.4,-2.5,0.8,0.8
406,Terrence Ross,SG,28.0,ORL,46.0,0.0,26.0,4.6,11.6,0.395,2.2,6.8,0.326,2.3,4.8,.493,0.491,2.0,2.4,.838,0.2,2.8,3.0,1.0,1.1,0.3,0.9,1.6,13.4,SG,28.0,ORL,46.0,1198,13.1,0.529,.588,.209,0.8,11.7,6.1,6.2,2.0,1.1,6.9,22.5,,0.3,1.5,1.8,.072,,-0.5,-1.3,-1.8,0.1
407,Terry Rozier,PG,25.0,CHO,48.0,48.0,34.2,6.4,15.1,0.42100000000000004,2.6,6.7,0.39299999999999996,3.7,8.4,.444,0.509,2.8,3.2,.863,0.8,3.7,4.5,4.3,1.1,0.2,2.4,2.1,18.1,PG,25.0,CHO,48.0,1643,15.1,0.5489999999999999,.445,.211,2.5,12.2,7.1,21.4,1.7,0.4,12.8,24.2,,1.3,0.8,2.2,.063,,1.1,-1.6,-0.5,0.6
408,Ricky Rubio,PG,29.0,PHO,41.0,41.0,32.0,4.6,11.3,0.40299999999999997,1.1,3.4,0.336,3.4,7.9,.432,0.45399999999999996,2.5,3.0,.808,0.7,3.9,4.6,8.8,1.4,0.2,2.6,2.5,12.7,PG,29.0,PHO,41.0,1314,15.0,0.503,.302,.269,2.5,13.5,7.9,38.7,2.0,0.6,17.0,20.2,,1.2,1.2,2.5,.090,,-0.3,-0.2,-0.5,0.5
409,D'Angelo Russell,SG,23.0,GSW,31.0,31.0,32.2,8.4,19.4,0.433,3.7,9.7,0.377,4.7,9.6,.488,0.527,3.5,4.5,.784,0.4,3.2,3.6,6.3,0.9,0.3,3.2,2.0,24.0,SG,23.0,GSW,31.0,999,19.6,0.561,.502,.231,1.2,11.1,6.0,37.1,1.4,0.7,12.9,32.4,,1.0,0.4,1.4,.068,,5.1,-3.1,2.0,1.0
410,Domantas Sabonis,C,23.0,IND,45.0,45.0,34.4,7.2,13.5,0.535,0.2,1.0,0.239,7.0,12.4,.559,0.544,3.4,4.6,.726,3.4,9.4,12.8,4.6,0.8,0.6,2.7,3.3,18.0,C,23.0,IND,45.0,1549,20.7,0.581,.076,.343,10.9,30.3,20.6,20.0,1.1,1.4,15.0,23.3,,3.0,2.4,5.4,.168,,1.5,2.5,4.0,2.3
411,JaKarr Sampson,SF,26.0,IND,17.0,10.0,14.2,2.1,3.5,0.593,0.1,0.6,0.182,1.9,2.8,.688,0.61,0.2,0.6,.400,0.6,1.8,2.5,0.2,0.4,0.5,0.4,1.7,4.5,SF,26.0,IND,17.0,242,11.4,0.599,.186,.169,5.1,14.2,9.6,2.3,1.2,2.9,8.6,12.6,,0.2,0.3,0.5,.102,,-2.2,0.3,-1.9,0.0
412,Dario Šarić,PF,25.0,PHO,48.0,43.0,24.8,3.6,8.1,0.442,1.2,3.9,0.314,2.4,4.3,.558,0.517,1.2,1.4,.853,1.5,4.5,6.0,1.9,0.6,0.3,1.2,2.2,9.6,PF,25.0,PHO,48.0,1189,12.6,0.5489999999999999,.473,.174,6.6,20.4,13.4,10.8,1.2,0.9,12.3,17.1,,0.9,1.1,2.0,.082,,-0.7,0.1,-0.6,0.4
413,Tomáš Satoranský,PG,28.0,CHI,51.0,51.0,28.6,3.7,8.3,0.449,1.0,3.1,0.34,2.7,5.2,.513,0.512,1.7,2.0,.880,1.0,2.7,3.7,5.3,1.4,0.1,2.0,2.0,10.2,PG,28.0,CHI,51.0,1461,14.5,0.5579999999999999,.371,.238,3.7,10.6,7.0,27.5,2.3,0.5,17.8,16.6,,1.8,1.6,3.4,.111,,-0.1,0.1,0.0,0.8
414,Admiral Schofield,SF,22.0,WAS,26.0,2.0,11.2,1.2,2.9,0.4,0.5,1.8,0.298,0.6,1.1,.571,0.493,0.3,0.5,.692,0.2,1.1,1.3,0.5,0.3,0.1,0.3,1.6,3.2,SF,22.0,WAS,26.0,292,6.9,0.514,.627,.173,2.2,10.9,6.4,6.2,1.3,0.9,8.0,12.4,,0.1,0.0,0.1,.013,,-1.9,-2.6,-4.5,-0.2
415,Dennis Schröder,PG,26.0,OKC,49.0,1.0,31.1,7.1,15.1,0.47200000000000003,2.1,5.4,0.38799999999999996,5.1,9.8,.519,0.541,2.7,3.3,.838,0.3,3.6,3.9,4.1,0.7,0.2,2.6,2.2,19.1,PG,26.0,OKC,49.0,1526,16.9,0.5770000000000001,.355,.216,1.2,12.2,6.9,22.0,1.0,0.6,13.7,27.1,,1.6,1.3,2.8,.090,,1.2,-1.6,-0.4,0.6
416,Mike Scott,PF,31.0,PHI,49.0,7.0,17.7,2.0,5.1,0.39399999999999996,1.1,3.3,0.32899999999999996,0.9,1.8,.517,0.502,0.4,0.5,.870,0.8,2.6,3.4,0.6,0.3,0.1,0.3,1.3,5.6,PF,31.0,PHI,49.0,866,9.4,0.521,.653,.092,5.3,15.7,10.6,4.6,0.9,0.4,6.1,13.9,,0.5,1.0,1.6,.086,,-1.6,-1.2,-2.8,-0.2
417,Thabo Sefolosha,PF,35.0,HOU,32.0,0.0,10.3,0.9,2.2,0.414,0.4,1.3,0.302,0.5,0.8,.593,0.507,0.0,0.1,.000,0.5,1.8,2.3,0.7,0.4,0.2,0.3,1.0,2.2,PF,35.0,HOU,32.0,330,9.1,0.495,.614,.057,5.0,18.3,11.6,8.3,1.8,1.8,13.3,10.3,,0.1,0.4,0.5,.071,,-2.9,0.9,-2.1,0.0
418,Collin Sexton,SG,21.0,CLE,49.0,49.0,32.0,7.6,16.4,0.46,1.2,3.5,0.34700000000000003,6.3,12.9,.491,0.49700000000000005,3.2,3.8,.854,1.0,2.2,3.3,2.5,1.0,0.1,2.2,2.0,19.6,SG,21.0,CLE,49.0,1570,15.7,0.54,.215,.230,3.6,7.8,5.7,13.4,1.5,0.4,10.9,27.1,,1.2,0.2,1.4,.042,,-0.2,-2.9,-3.1,-0.4
419,Landry Shamet,SG,22.0,LAC,31.0,23.0,28.3,3.4,7.9,0.426,2.4,5.9,0.39899999999999997,1.0,2.0,.508,0.5760000000000001,1.1,1.1,.943,0.1,2.1,2.2,1.8,0.4,0.2,0.8,3.1,10.1,SG,22.0,LAC,31.0,877,9.2,0.605,.750,.143,0.5,7.5,4.0,8.5,0.6,0.6,9.1,13.4,,1.1,0.7,1.8,.099,,0.9,-0.9,0.0,0.4
420,Iman Shumpert,SG,29.0,BRK,13.0,0.0,18.5,1.6,4.9,0.32799999999999996,0.6,2.5,0.242,1.0,2.4,.419,0.391,0.3,0.5,.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,SG,29.0,BRK,13.0,241,5.4,0.40299999999999997,.516,.109,3.9,10.4,7.3,6.8,2.3,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.005,,-4.8,0.7,-4.1,-0.1
