Player_name,Date,Team,Opp,H/A,GTime(ET),Team pts,Opp pts,Win,Start,Mins_played,FDP,DoubleD,TripleD,FD_Sal,FD pos,ADI,VMI,pt,rb,as,st,bl,to,3pts,FGM,FGA,FG%,FTM,FTA,FT%
Chris Clemons,12/3/2019,hou,sas,0,20.5,133,135,0,0,10.83333333,0,0,0,3500,1,64.01,2.01,0,0,0,0,0,0,0,0,6,0.00,0,0,0.00
Chris Clemons,11/30/2019,hou,atl,1,20,158,111,1,0,15.36666667,15,0,0,3500,1,65.06,0.96,16,0,0,0,0,1,4,6,10,0.60,0,0,0.00
Chris Clemons,11/27/2019,hou,mia,1,20,117,108,1,0,0.533333333,0,0,0,3500,1,66.62,-0.11,0,0,0,0,0,0,0,0,1,0.00,0,0,0.00
Chris Clemons,11/24/2019,hou,dal,0,15.5,123,137,0,0,1.8,5.4,0,0,3700,1,66.07,-1.93,0,2,2,0,0,0,0,0,1,0.00,0,0,0.00
Chris Clemons,11/22/2019,hou,lac,0,22.5,119,122,0,0,4.816666667,2,0,0,3700,1,66.39,-9.3,2,0,0,0,0,0,0,1,3,0.33,0,0,0.00
Chris Clemons,11/20/2019,hou,den,0,21,95,105,0,0,8.683333333,6.9,0,0,3900,1,43.97,21.57,4,2,1,0,0,1,1,1,2,0.50,1,2,0.50
Chris Clemons,11/18/2019,hou,por,1,20,132,108,1,0,8.183333333,10.5,0,0,4100,1,65.79,-0.25,6,0,1,0,1,0,2,2,5,0.40,0,0,0.00
Chris Clemons,11/16/2019,hou,min,1,20,125,105,1,0,28.11666667,26.2,0,0,4200,1,63.6,3.46,19,1,0,2,0,0,5,7,1,7.00,0,0,0.00
Chris Clemons,11/15/2019,hou,ind,1,20,111,102,1,0,7.033333333,3.2,0,0,3500,1,67.44,-0.38,3,1,0,0,0,1,1,1,3,0.33,0,0,0.00
Chris Clemons,11/13/2019,hou,lac,1,19.5,102,93,1,0,10.58333333,0,0,0,3500,1,66.66,-0.15,0,0,0,0,0,0,0,0,2,0.00,0,0,0.00
Chris Clemons,11/9/2019,hou,chi,1,20,117,94,1,0,3.2,3.5,0,0,3600,1,63.83,2.54,3,0,1,0,0,1,1,1,2,0.50,0,0,0.00
Chris Clemons,11/6/2019,hou,gsw,1,19.5,129,112,1,0,2.933333333,0,0,0,3600,1,66.52,-0.15,0,0,0,0,0,0,0,0,2,0.00,0,0,0.00
Chris Clemons,11/4/2019,hou,mem,1,20,107,100,1,0,2.966666667,0,0,0,3500,1,65.7,1.28,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Chris Clemons,11/3/2019,hou,mia,0,18,100,129,0,0,21.96666667,22.1,0,0,3500,1,66.52,0.63,16,3,1,0,1,2,4,5,10,0.50,2,2,1.00
Derrick White,2/1/2020,sas,cha,1,21,114,90,1,0,26.6,18.5,0,0,4100,1,64.93,-0.36,12,5,1,0,0,1,1,4,8,0.50,3,4,0.75
Derrick White,1/29/2020,sas,uta,1,20.5,127,120,1,0,22.9,15.4,0,0,4400,1,64.52,-0.18,10,2,2,0,0,0,2,4,7,0.57,0,0,0.00
Derrick White,1/27/2020,sas,chi,0,20,109,110,0,0,22.43333333,7.4,0,0,4800,1,64.47,0.04,0,2,2,0,1,1,0,0,3,0.00,0,0,0.00
Derrick White,1/26/2020,sas,tor,0,16,106,110,0,0,28.25,30.8,0,0,4600,1,63.92,0.59,14,4,4,0,4,6,2,4,1,4.00,4,5,0.80
Derrick White,1/24/2020,sas,pho,0,20.5,99,103,0,0,28.3,45.2,0,0,4600,1,64.56,0.61,13,6,4,3,4,2,0,2,5,0.40,9,1,9.00
Derrick White,1/22/2020,sas,nor,1,21.5,121,117,1,0,27.43333333,29.3,0,0,4500,1,67.76,-3.75,12,4,7,1,0,1,1,4,9,0.44,3,4,0.75
Derrick White,1/20/2020,sas,pho,1,21,120,118,1,0,26.6,39.1,0,0,4200,1,62.19,3.19,25,3,7,0,0,0,4,9,4,2.25,3,3,1.00
Derrick White,1/19/2020,sas,mia,1,15,107,102,1,0,25.9,29.8,0,0,4200,1,66.34,-0.96,11,4,6,2,0,1,1,5,1,5.00,0,0,0.00
Derrick White,1/17/2020,sas,atl,0,20.5,120,121,0,0,18.13333333,18.1,0,0,4200,1,64.29,1.27,8,3,1,1,1,1,1,2,6,0.33,3,3,1.00
Derrick White,1/15/2020,sas,mia,0,19.5,100,106,0,0,22.35,21.7,0,0,4200,1,67.57,-1.53,11,1,1,2,1,1,0,3,7,0.43,5,6,0.83
Derrick White,1/12/2020,sas,tor,1,18,105,104,1,0,26.63333333,31.8,0,0,4100,1,67.71,-2.47,13,4,4,0,3,1,0,5,9,0.56,3,4,0.75
Derrick White,1/10/2020,sas,mem,0,20,121,134,0,0,19.6,9.2,0,0,4100,1,65.06,0.25,3,1,4,0,0,1,1,1,6,0.17,0,0,0.00
Derrick White,1/8/2020,sas,bos,1,19,129,114,1,0,20.3,26.1,0,0,4000,1,66.39,-1.99,15,3,1,0,2,0,0,5,6,0.83,5,5,1.00
Derrick White,1/6/2020,sas,mil,1,20.5,126,104,1,0,20.15,18.3,0,0,4100,1,64.97,-0.57,9,4,1,0,1,0,1,3,6,0.50,2,2,1.00
Derrick White,1/4/2020,sas,mil,0,20.5,118,127,0,1,23.58333333,18.8,0,0,4600,1,64.65,-1.19,9,4,2,1,0,1,1,3,7,0.43,2,2,1.00
Derrick White,1/2/2020,sas,okc,0,20.5,103,109,0,0,26.15,27.9,0,0,4400,1,62.19,1.27,5,7,5,1,2,2,1,2,6,0.33,0,0,0.00
Derrick White,12/31/2019,sas,gsw,1,19,117,113,1,0,26.28333333,22.2,0,0,4400,1,64.97,-0.85,7,6,4,0,1,1,1,2,7,0.29,2,2,1.00
Derrick White,12/28/2019,sas,det,1,20.5,136,109,1,0,20.06666667,12.9,0,0,4400,1,62.96,0.9,4,2,5,0,0,1,1,1,6,0.17,1,2,0.50
Derrick White,12/26/2019,sas,dal,0,20,98,102,0,0,24.95,25.8,0,0,4300,1,64.42,0.85,10,4,6,0,1,1,2,4,10,0.40,0,0,0.00
Derrick White,12/23/2019,sas,mem,1,20,145,115,1,0,19.8,26.2,0,0,4000,1,65.52,-0.18,7,6,4,2,0,0,1,3,4,0.75,0,0,0.00
Derrick White,12/21/2019,sas,lac,0,20.5,109,134,0,0,20.71666667,19.1,0,0,4600,1,65.7,-0.36,10,3,5,0,0,2,0,5,9,0.56,0,0,0.00
Derrick White,12/19/2019,sas,bkn,1,20.5,118,105,1,0,20.98333333,32.5,0,0,4300,1,65.52,-0.58,13,5,3,3,1,3,2,5,6,0.83,1,1,1.00
Derrick White,12/16/2019,sas,hou,0,20,107,109,0,0,23.66666667,25.7,0,0,4500,1,66.02,-2.76,16,6,3,0,0,2,2,4,9,0.44,6,8,0.75
Derrick White,12/14/2019,sas,pho,1,17,121,119,1,0,21.76666667,9.7,0,0,4700,1,61.23,3.5,2,1,3,1,0,1,0,1,4,0.25,0,0,0.00
Derrick White,12/12/2019,sas,cle,0,20.5,109,117,0,1,31.68333333,27.8,0,0,4500,1,64.74,-0.01,17,4,2,1,0,0,0,7,9,0.78,3,3,1.00
Derrick White,12/6/2019,sas,sac,1,20.5,105,104,1,1,21.28333333,3.7,0,0,4500,1,65.43,-1.13,0,1,1,0,1,2,0,0,7,0.00,0,0,0.00
Derrick White,12/3/2019,sas,hou,1,20.5,135,133,1,1,25.68333333,16.7,0,0,4500,1,64.01,-0.87,12,1,3,0,0,1,1,5,9,0.56,1,1,1.00
Derrick White,12/1/2019,sas,det,0,17,98,132,0,1,22.65,17.7,0,0,4900,1,61.27,2.79,7,1,3,1,1,1,1,3,6,0.50,0,0,0.00
Derrick White,11/29/2019,sas,lac,1,20.5,107,97,1,1,28.4,23.1,0,0,4800,1,63.56,0.5,17,3,3,0,0,2,5,6,10,0.60,0,0,0.00
Derrick White,11/27/2019,sas,min,0,20.5,101,113,0,1,24.16666667,21,0,0,4800,1,65.29,-1.04,9,0,6,0,1,0,1,2,9,0.22,4,4,1.00
Derrick White,11/25/2019,sas,lal,0,20.5,104,114,0,1,25.16666667,17,0,0,4900,1,62.46,1.77,11,0,4,0,0,0,1,5,6,0.83,0,1,0.00
Derrick White,11/23/2019,sas,nyk,1,19.5,111,104,1,1,25.28333333,17.3,0,0,4900,1,65.98,-0.04,8,4,5,1,0,6,0,2,6,0.33,4,6,0.67
Derrick White,11/18/2019,sas,dal,0,20.5,110,117,0,0,12.6,4.7,0,0,5200,1,63.74,1.12,2,1,1,0,0,0,0,1,1,1.00,0,0,0.00
Derrick White,11/16/2019,sas,por,0,20.5,116,121,0,1,33.9,31.1,0,0,5200,1,64.65,0.2,10,3,5,2,2,2,0,3,6,0.50,4,6,0.67
Derrick White,11/15/2019,sas,orl,0,19,109,111,0,0,21.58333333,14.2,0,0,5100,1,66.16,-1.76,3,1,4,0,2,2,1,1,4,0.25,0,0,0.00
Derrick White,11/13/2019,sas,min,0,20,114,129,0,0,24.53333333,15.6,0,0,5300,1,63.47,1.64,5,3,4,1,0,2,0,2,7,0.29,1,3,0.33
Derrick White,11/11/2019,sas,mem,0,19.5,109,113,0,0,28.73333333,28.1,0,0,4400,1,65.79,-0.68,15,3,5,0,1,1,2,5,3,1.67,3,3,1.00
Derrick White,11/9/2019,sas,bos,0,17,115,135,0,0,26.25,24.3,0,0,4600,1,64.7,0.09,9,4,1,0,3,0,1,3,9,0.33,2,2,1.00
Derrick White,11/7/2019,sas,okc,1,20.5,121,112,1,0,20.23333333,14.1,0,0,4800,1,65.84,-1.21,8,3,3,0,0,2,0,3,6,0.50,2,2,1.00
Derrick White,11/5/2019,sas,atl,0,19.5,100,108,0,0,18.68333333,14,0,0,5000,1,63.56,1.74,5,0,2,1,1,0,1,1,6,0.17,2,2,1.00
Derrick White,11/3/2019,sas,lal,0,19,96,103,0,0,23.65,23.6,0,0,5600,1,64.29,1.01,12,3,2,2,0,1,0,4,7,0.57,4,4,1.00
Derrick White,11/1/2019,sas,gsw,1,22.5,127,110,1,1,25.98333333,14.1,0,0,5400,1,67.25,-2.57,10,3,1,0,0,1,1,4,1,4.00,1,1,1.00
Derrick White,10/31/2019,sas,lac,0,22.5,97,103,0,0,24.83333333,37,0,0,4900,1,66.07,-2.39,20,5,2,1,2,1,3,6,1,6.00,5,6,0.83
Derrick White,10/28/2019,sas,por,1,20.5,113,110,1,0,25.66666667,31.5,0,0,4700,1,63.69,-0.01,21,5,3,0,0,0,0,8,1,8.00,5,6,0.83
Derrick White,10/26/2019,sas,was,1,20.5,124,122,1,0,19.53333333,14.2,0,0,5400,1,63.42,0.14,10,1,0,0,1,0,2,4,6,0.67,0,0,0.00
Derrick White,10/23/2019,sas,nyk,1,20.5,120,111,1,0,22.16666667,13.9,0,0,6000,1,63.83,-0.46,9,2,3,0,0,2,0,3,6,0.50,3,5,0.60
Harry Giles,2/1/2020,sac,lal,0,22,113,129,0,1,16.68333333,26.1,0,0,3800,4,67.12,-0.28,16,8,1,0,0,1,0,7,8,0.88,2,2,1.00
Harry Giles,1/30/2020,sac,lac,1,22.5,124,103,1,0,2.816666667,4.2,0,0,3500,4,66.39,-0.78,0,1,0,0,1,0,0,0,0,0.00,0,0,0.00
Harry Giles,1/29/2020,sac,okc,0,22,100,120,0,0,17.28333333,26.7,0,0,3500,4,66.71,-1.1,10,6,1,1,2,1,0,5,7,0.71,0,0,0.00
Harry Giles,1/27/2020,sac,min,1,20,133,129,1,0,6.683333333,3.2,0,0,3600,4,63.97,1.14,2,1,0,0,0,0,0,1,1,1.00,0,0,0.00
Harry Giles,1/24/2020,sac,chi,1,20,98,81,1,0,21.95,22.4,0,0,3600,4,63.37,1.25,2,2,6,1,2,0,0,1,3,0.33,0,0,0.00
Harry Giles,1/22/2020,sac,det,0,19,106,127,0,0,10.66666667,14.3,0,0,3700,4,65.57,-4,3,4,3,1,0,1,0,1,2,0.50,1,2,0.50
Harry Giles,1/18/2020,sac,uta,0,21,101,123,0,0,3.3,1.5,0,0,3700,4,49.27,17.51,0,0,1,0,0,0,0,0,0,0.00,0,0,0.00
Harry Giles,1/15/2020,sac,dal,0,22,123,127,0,0,8.7,6.4,0,0,3700,4,66.34,0.44,4,2,0,0,0,0,0,2,3,0.67,0,0,0.00
Harry Giles,1/13/2020,sac,orl,0,22,112,114,0,1,12.73333333,12.1,0,0,3700,4,66.98,-0.29,4,3,3,0,0,0,0,2,5,0.40,0,0,0.00
Harry Giles,1/10/2020,sac,mil,0,22,106,127,0,1,15.11666667,15,0,0,3700,4,67.53,-1.62,10,5,0,0,0,1,0,4,8,0.50,2,2,1.00
Harry Giles,1/7/2020,sac,pho,1,21,114,103,1,1,16.38333333,19.6,0,0,3500,4,62.41,5.09,8,8,0,1,0,1,0,4,7,0.57,0,0,0.00
Harry Giles,1/6/2020,sac,gsw,1,22,111,98,1,0,15.76666667,19.2,0,0,3500,4,67.71,-0.21,4,6,4,2,0,4,0,2,6,0.33,0,0,0.00
Harry Giles,1/4/2020,sac,nor,0,22,115,117,0,0,13.65,10,0,0,3500,4,67.8,-0.6,6,5,0,0,0,2,0,2,4,0.50,2,2,1.00
Harry Giles,1/2/2020,sac,mem,1,22,128,123,1,0,12.11666667,13.8,0,0,3500,4,66.75,-2.18,4,4,2,1,0,1,0,1,4,0.25,2,2,1.00
Harry Giles,12/31/2019,sac,lac,0,17,87,105,0,0,16.86666667,12.9,0,0,3500,4,66.57,-6.34,6,2,1,2,0,3,0,3,8,0.38,0,0,0.00
Harry Giles,12/29/2019,sac,den,0,20,115,120,0,0,16.88333333,25.1,0,0,3500,4,45.02,21.49,11,3,3,1,1,0,0,4,7,0.57,3,4,0.75
Harry Giles,11/27/2019,sac,phi,0,19,91,97,0,0,5.25,0.5,0,0,3500,4,65.25,0.61,0,0,1,0,0,1,0,0,0,0.00,0,0,0.00
Harry Giles,11/25/2019,sac,bos,0,19.5,102,103,0,0,8.55,10.2,0,0,3500,4,65.89,-0.17,4,1,0,1,1,1,0,2,3,0.67,0,0,0.00
Harry Giles,11/22/2019,sac,bkn,0,19.5,97,116,0,0,10.45,10.7,0,0,3500,4,66.16,-0.32,6,1,3,0,0,1,0,3,7,0.43,0,0,0.00
Harry Giles,11/17/2019,sac,bos,1,15.5,100,99,1,0,11.33333333,12.4,0,0,3500,4,66.43,0,8,2,0,0,1,1,0,4,9,0.44,0,0,0.00
Harry Giles,11/15/2019,sac,lal,0,22.5,97,99,0,0,2.416666667,4.5,0,0,3500,4,65.98,-0.12,0,0,1,1,0,0,0,0,1,0.00,0,0,0.00
Harry Giles,11/12/2019,sac,por,1,22,107,99,1,0,6.016666667,3.4,0,0,3700,4,66.62,-0.76,2,2,0,0,0,1,0,1,3,0.33,0,0,0.00
Harry Giles,11/8/2019,sac,atl,1,19.5,121,109,1,0,7.65,8.2,0,0,4000,4,63.65,3.44,4,1,0,0,1,0,0,1,2,0.50,2,2,1.00
Derrick Walton Jr.,1/22/2020,lac,atl,0,19.5,95,102,0,0,6.883333333,2.5,0,0,3500,1,64.01,2.29,1,0,1,0,0,0,0,0,0,0.00,1,2,0.50
Derrick Walton Jr.,1/16/2020,lac,orl,1,22.5,122,95,1,0,4.533333333,2.7,0,0,3500,1,66.07,-2.16,0,1,1,0,0,0,0,0,1,0.00,0,0,0.00
Derrick Walton Jr.,1/14/2020,lac,cle,1,22.5,128,103,1,0,4.916666667,0,0,0,3500,1,66.16,-6.51,0,0,0,0,0,0,0,0,1,0.00,0,0,0.00
Derrick Walton Jr.,1/12/2020,lac,den,0,20,104,114,0,0,0.4,0,0,0,3500,1,44.33,22.49,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Derrick Walton Jr.,1/4/2020,lac,mem,0,15.5,114,140,0,1,22.73333333,7.2,0,0,3500,1,67.3,-0.69,3,1,2,0,0,0,1,1,4,0.25,0,0,0.00
Derrick Walton Jr.,1/2/2020,lac,det,1,22.5,126,112,1,0,12.76666667,2.2,0,0,3500,1,66.11,0.14,2,1,0,0,0,1,0,1,3,0.33,0,0,0.00
Derrick Walton Jr.,12/31/2019,lac,sac,1,17,105,87,1,0,18.88333333,13.9,0,0,3500,1,66.57,-0.81,10,2,1,0,0,0,2,4,5,0.80,0,0,0.00
Derrick Walton Jr.,12/28/2019,lac,uta,0,22.5,107,120,0,0,0.8,0,0,0,3500,1,66.39,-0.63,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Derrick Walton Jr.,12/22/2019,lac,okc,0,19,112,118,0,0,11.93333333,7.9,0,0,3500,1,63.88,2.24,5,2,1,0,0,1,1,2,3,0.67,0,0,0.00
Derrick Walton Jr.,12/21/2019,lac,sas,1,20.5,134,109,1,0,6.8,4.5,0,0,3500,1,65.7,0.46,0,0,3,0,0,0,0,0,1,0.00,0,0,0.00
Derrick Walton Jr.,12/17/2019,lac,pho,1,22.5,120,99,1,0,3.183333333,2.7,0,0,3500,1,66.57,-1.45,0,1,1,0,0,0,0,0,0,0.00,0,0,0.00
Derrick Walton Jr.,12/14/2019,lac,chi,0,20,106,109,0,0,29.8,15.4,0,0,3500,1,63.42,1.37,5,2,4,1,0,1,1,2,5,0.40,0,0,0.00
Derrick Walton Jr.,12/13/2019,lac,min,1,21.5,124,117,1,0,30.35,14.7,0,0,3500,1,62.69,3.02,6,1,3,1,0,0,1,1,1,1.00,3,4,0.75
Derrick Walton Jr.,12/11/2019,lac,tor,1,19,112,92,1,0,4.283333333,0,0,0,3500,1,67.67,-2.58,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Derrick Walton Jr.,12/9/2019,lac,ind,1,19,110,99,1,0,18.93333333,8.4,0,0,3500,1,62.1,4.79,3,2,0,1,0,0,1,1,2,0.50,0,0,0.00
Derrick Walton Jr.,12/8/2019,lac,was,1,18,135,119,1,0,12.4,9.7,0,0,3500,1,68.12,-2.06,7,1,1,0,0,0,1,3,4,0.75,0,0,0.00
Derrick Walton Jr.,12/6/2019,lac,mil,0,20.5,91,119,0,0,9.783333333,8.7,0,0,3500,1,66.16,-0.37,3,1,1,1,0,0,0,0,2,0.00,3,3,1.00
Derrick Walton Jr.,12/3/2019,lac,por,1,22,117,97,1,0,3.95,1.5,0,0,3500,1,65.89,-0.1,0,0,1,0,0,0,0,0,1,0.00,0,0,0.00
Derrick Walton Jr.,12/1/2019,lac,was,1,22.5,150,125,1,0,6.283333333,3.5,0,0,3500,1,66.25,-0.83,2,0,1,0,0,0,0,1,1,1.00,0,0,0.00
Derrick Walton Jr.,11/29/2019,lac,sas,0,20.5,97,107,0,0,2.8,0,0,0,3500,1,63.56,1.59,0,0,0,0,0,0,0,0,1,0.00,0,0,0.00
Derrick Walton Jr.,11/16/2019,lac,atl,1,22.5,150,101,1,0,6.883333333,3.5,0,0,3500,1,65.79,0.77,3,0,1,0,0,1,1,1,1,1.00,0,0,0.00
Derrick Walton Jr.,10/30/2019,lac,uta,0,22,96,110,0,0,1.366666667,0,0,0,3500,1,49.9,14.55,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Derrick Walton Jr.,10/28/2019,lac,cha,1,22.5,111,96,1,0,1.2,0,0,0,3500,1,65.57,-1.12,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Justin Jackson,2/1/2020,dal,atl,1,20.5,123,100,1,0,26.43333333,20.1,0,0,3500,3,65.02,0.14,10,8,1,0,0,1,1,4,8,0.50,1,1,1.00
Justin Jackson,1/31/2020,dal,hou,0,19.5,121,128,0,0,1.583333333,-1,0,0,3500,3,66.66,-4.82,0,0,0,0,0,1,0,0,0,0.00,0,0,0.00
Justin Jackson,1/28/2020,dal,pho,0,20.5,104,133,0,0,18.01666667,8.7,0,0,3500,3,63.51,-1.67,6,1,1,0,0,0,0,2,5,0.40,2,2,1.00
Justin Jackson,1/27/2020,dal,okc,1,20,107,97,1,0,22.26666667,17.3,0,0,3500,3,62.69,-4.15,5,4,3,0,1,0,1,2,8,0.25,0,0,0.00
Justin Jackson,1/25/2020,dal,uta,0,17,107,112,0,0,19.63333333,7.4,0,0,3500,3,48.26,17.17,5,2,0,0,0,0,1,2,7,0.29,0,0,0.00
Justin Jackson,1/23/2020,dal,por,1,22.5,133,125,1,0,25.78333333,16.1,0,0,3500,3,66.25,-1.25,6,3,5,0,0,1,1,2,6,0.33,1,1,1.00
Justin Jackson,1/17/2020,dal,por,1,21.5,120,112,1,0,21,9.3,0,0,3500,3,64.33,0.87,0,4,1,0,1,0,0,0,2,0.00,0,0,0.00
Justin Jackson,1/15/2020,dal,sac,1,22,127,123,1,0,20.9,8.2,0,0,3500,3,66.34,-0.78,7,1,0,0,0,0,1,3,9,0.33,0,0,0.00
Justin Jackson,1/14/2020,dal,gsw,1,22.5,124,97,1,0,19.26666667,7.2,0,0,3500,3,67.62,-3.63,6,1,0,0,0,0,0,2,4,0.50,2,2,1.00
Justin Jackson,1/11/2020,dal,phi,1,20.5,109,91,1,0,16.21666667,11.4,0,0,3600,3,64.83,-0.84,7,2,0,1,0,1,1,3,5,0.60,0,0,0.00
Justin Jackson,1/10/2020,dal,lal,0,21.75,114,129,0,0,13.15,2,0,0,3600,3,62.64,1.13,3,0,0,0,0,1,1,1,3,0.33,0,0,0.00
Justin Jackson,1/8/2020,dal,den,0,19.5,106,107,0,0,20.08333333,14.9,0,0,3600,3,64.7,0.05,8,2,1,1,0,0,2,3,5,0.60,0,0,0.00
Justin Jackson,1/6/2020,dal,chi,1,20.5,118,110,1,0,15.4,13.4,0,0,3900,3,65.02,-0.31,11,2,0,0,0,0,1,4,1,4.00,2,2,1.00
Justin Jackson,1/4/2020,dal,cha,0,20.5,120,123,0,1,28.83333333,21,0,0,3600,3,65.61,-1.52,6,5,2,1,1,0,0,3,10,0.30,0,0,0.00
Justin Jackson,1/2/2020,dal,bkn,1,20.5,123,111,1,1,25.61666667,13.4,0,0,3500,3,62.23,1.22,8,2,0,0,1,0,1,3,6,0.50,1,1,1.00
Justin Jackson,12/31/2019,dal,okc,0,20,101,106,0,0,16.96666667,18.8,0,0,3500,3,63.78,2.19,8,4,2,1,0,0,2,2,8,0.25,2,2,1.00
Justin Jackson,12/29/2019,dal,lal,0,21.5,95,108,0,0,20.81666667,6.1,0,0,3500,3,66.25,-0.49,2,3,1,0,0,1,0,1,6,0.17,0,0,0.00
Justin Jackson,12/28/2019,dal,gsw,1,20.5,141,121,1,0,21.03333333,16.5,0,0,3500,3,67.44,-1.97,9,5,1,0,0,0,1,3,9,0.33,2,2,1.00
Justin Jackson,12/18/2019,dal,bos,0,21.5,103,109,0,0,11.9,5.5,0,0,3500,3,65.89,-0.95,4,0,1,0,0,0,0,1,4,0.25,2,2,1.00
Justin Jackson,12/16/2019,dal,mil,1,20,120,116,1,0,16.53333333,12.7,0,0,3500,3,64.79,-0.75,7,1,3,0,0,0,1,2,5,0.40,2,4,0.50
Justin Jackson,12/14/2019,dal,mia,0,20.5,118,122,0,0,12.48333333,5.6,0,0,3500,3,63.42,0.62,2,3,0,0,0,0,0,1,3,0.33,0,0,0.00
Justin Jackson,12/12/2019,dal,det,1,21,122,111,1,0,20.63333333,5.9,0,0,3500,3,65.15,-0.96,2,2,1,0,0,0,0,1,6,0.17,0,0,0.00
Justin Jackson,12/8/2019,dal,sac,0,19,106,110,0,0,14,7.2,0,0,3500,3,63.28,0.91,6,1,0,0,0,0,0,3,7,0.43,0,0,0.00
Justin Jackson,12/7/2019,dal,nor,1,14,130,84,1,0,28.15,16.6,0,0,3500,3,65.47,-0.49,7,3,2,1,0,0,0,3,8,0.38,1,2,0.50
Justin Jackson,12/4/2019,dal,min,1,20.5,121,114,1,0,15.05,11,0,0,3500,3,64.33,0.9,5,5,0,0,0,0,1,2,7,0.29,0,0,0.00
Justin Jackson,12/3/2019,dal,nor,1,19.5,118,97,1,0,16.5,11.6,0,0,3500,3,66.89,-2.69,5,3,0,1,0,0,1,2,6,0.33,0,0,0.00
Justin Jackson,12/1/2019,dal,lal,1,16,114,100,1,0,15.43333333,16.2,0,0,3500,3,66.3,-3.3,15,1,0,0,0,0,3,6,10,0.60,0,0,0.00
Justin Jackson,11/29/2019,dal,pho,1,21,120,113,1,0,12.4,11.9,0,0,3500,3,62.1,1.97,5,2,1,1,0,0,1,2,3,0.67,0,0,0.00
Justin Jackson,11/26/2019,dal,lac,0,20.5,99,114,0,0,2.133333333,4.8,0,0,3500,3,62.51,1.56,0,4,0,0,0,0,0,0,0,0.00,0,0,0.00
Justin Jackson,11/24/2019,dal,hou,1,15.5,137,123,1,0,9.916666667,5.4,0,0,3500,3,66.07,-2.07,3,2,0,0,0,0,1,1,4,0.25,0,0,0.00
Justin Jackson,11/22/2019,dal,cle,1,20.5,143,101,1,0,23.46666667,29.2,0,0,3500,3,64.47,-0.47,19,6,0,1,0,0,4,7,1,7.00,1,1,1.00
Justin Jackson,11/20/2019,dal,gsw,1,19.5,142,94,1,0,29.43333333,18.4,0,0,3500,3,63.47,0.31,7,2,2,0,2,0,1,3,7,0.43,0,0,0.00
Justin Jackson,11/18/2019,dal,sas,1,20.5,117,110,1,0,4.633333333,4.5,0,0,3500,3,63.74,0.77,3,0,1,0,0,0,1,1,3,0.33,0,0,0.00
Justin Jackson,11/16/2019,dal,tor,1,20.5,110,102,1,0,4.866666667,3.2,0,0,3500,3,64.7,1.07,2,1,0,0,0,0,0,1,4,0.25,0,0,0.00
Justin Jackson,11/11/2019,dal,bos,0,19.5,106,116,0,0,7.6,2.4,0,0,3600,3,66.8,-1.53,0,2,0,0,0,0,0,0,2,0.00,0,0,0.00
Justin Jackson,11/9/2019,dal,mem,1,20,138,122,1,0,25.45,21.8,0,0,3500,3,65.75,-0.84,17,4,0,0,0,0,4,6,10,0.60,1,2,0.50
Justin Jackson,11/8/2019,dal,nyk,0,20.5,102,106,0,0,7.633333333,5.4,0,0,3500,3,65.75,-0.84,3,2,0,0,0,0,1,1,5,0.20,0,0,0.00
Justin Jackson,11/6/2019,dal,orl,1,20.5,107,106,1,0,16.66666667,16.2,0,0,3500,3,64.47,0.05,11,6,0,0,0,2,1,4,6,0.67,2,2,1.00
Justin Jackson,11/3/2019,dal,cle,1,19.5,131,111,1,0,5.683333333,7.2,0,0,3500,3,64.7,-5.53,3,1,0,1,0,0,1,1,2,0.50,0,0,0.00
Justin Jackson,11/1/2019,dal,lal,0,21.5,110,119,0,0,2.1,0,0,0,3500,3,65.25,-6.08,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00
Justin Jackson,10/29/2019,dal,den,1,21,109,106,1,0,19.26666667,11.5,0,0,3500,3,46.39,18.1,10,0,1,0,0,0,2,4,4,1.00,0,0,0.00
Justin Jackson,10/27/2019,dal,por,0,19,119,121,0,0,18.18333333,9,0,0,3700,3,63.51,0.98,3,5,0,0,0,0,0,1,6,0.17,1,2,0.50
Justin Jackson,10/25/2019,dal,nor,1,20,123,116,1,0,13.11666667,6.2,0,0,3600,3,66.34,-2.75,7,1,0,0,0,2,1,2,5,0.40,2,2,1.00
Justin Jackson,10/23/2019,dal,was,1,20.5,108,100,1,0,18.63333333,17.8,0,0,3500,3,63.88,-0.29,10,4,2,0,0,0,0,4,6,0.67,2,2,1.00
Carmelo Anthony,2/1/2020,por,uta,1,22.5,124,107,1,1,32.01666667,22.5,0,0,5600,3,67.71,-0.36,15,5,1,0,0,0,1,5,5,1.00,4,4,1.00
Carmelo Anthony,1/29/2020,por,hou,1,22,125,112,1,1,34.46666667,28.1,0,0,5900,3,67.62,-0.47,6,13,5,1,0,4,0,2,1,2.00,2,2,1.00
Carmelo Anthony,1/26/2020,por,ind,1,21,139,129,1,1,33.45,25.6,0,0,6200,3,66.94,-0.3,14,8,2,0,0,1,2,5,2,2.50,2,2,1.00
